name,outsourcing_order_id,is_complete_infos,status
TTD-010822-138-Trung Việt,501,1,completed
TTD-010822-049-Hằng Phong,502,1,completed
ĐAI GF36/37/38/39 COTTON ĐEN,503,1,completed
VIỀN DỰ TRỮ,504,1,completed
ROV-220705-YS-BACKPACK,505,1,completed
TSA-020822-048-Trung Việt,506,1,completed
DYC-US-220723-Intrepid-598-Opt04,507,1,completed
TTD-010822-139-Trung Việt,508,1,completed
HM-220602-DAF BUCKET,509,1,completed
DYC-US-220723-E11even Vodka-600,510,1,completed
DYC-US-220723-Intrepid-598-Opt04,511,1,completed
DYC-US-220723-Intrepid-598-Opt03,512,1,completed
DYC-US-220723-Intrepid-598-Opt01,513,1,completed
JOK-14-RAID TUNISIE,514,1,completed
SA-TRUCKER-38049,515,1,completed
TTD-020822-050-Hằng Phong,516,1,completed
ROV-220721-DV-TRIANGLE PATCH WALNUT,517,1,completed
ROV-220721-DV-FELT TRUCKER OLIVE,518,1,completed
ROV-220721-DV-SUEDE CANVAS,519,1,completed
ROV-220721-DV-ICON GRADIENT WINTER,520,1,completed
ROV-220721-DV-CIRCLE LEATHER,521,1,completed
ROV-220721-DV-CLASSIC GOLFER LGREY,522,1,completed
ROV-220721-DV-CLASSIC GOLFER BLUE,523,1,completed
ROV-220721-DV-FLAG PATCH WHITE,524,1,completed
ROV-220721-DV-FLAG PATCH MAROON,525,1,completed
SS23-Outbound Cap-38052,526,1,completed
SS23-Outbound Cap-38052,527,1,completed
SA-38047-Flash Cap,528,1,completed
SS23-SUN SEEKER HAT- PO 38057,529,1,completed
TTD-020822-140-Trung Việt,530,1,completed
SS23-SUN SEEKER HAT- PO 38057,531,1,completed
TTD-020822-043-Quãng Viễn.,532,1,completed
KIDS ARCTIC ICE CAP - 38003,533,1,completed
SS23-INFANT SUNSKIPPER BUCKET- PO 38048,534,1,completed
TTD-030822-141-Trung Việt,535,1,completed
TTD-030822-145-KQ,536,1,completed
TTD-040822-142-Trung Việt,537,1,completed
TTD-040822-051-Hằng Phong,538,1,completed
TTD-040822-051-Hằng Phong,539,1,completed
TTD-040822-142-Trung Việt,540,1,completed
"ROV-220721-DV ( 5 ĐƠN RESCUE,DENIM,TRUCKER,GRADIENT STONE,LEATHER)",541,1,completed
ROV-220721-DV-TRIANGLE PATCH WALNUT,542,1,completed
ROV-220721-DV-CLASSIC GOLFER LGREY,543,1,completed
TTD-050822-143-Trung Việt,544,1,completed
CIE-220618-CLB P3 Black,545,1,completed
TTD-050822-044-Quãng Viễn,546,1,completed
CIE-220618-CLB P3 Burgundy,547,1,completed
CIE-220618-CLB P3 Navy,548,1,completed
CIE-220618-CLB P3 White,549,1,completed
CIE-220618-CLB P3 Purple,550,1,completed
CIE-220618-CLB P3 Red,551,1,completed
CIE-220618-CLB P3 Royal,552,1,completed
AD-220628-REDFILLS SIGNATURE IR NYLON / AD-220628-REDFILLS SIGNATURE IR PATCH NYLON,553,1,completed
TTD-050822-146-KQ,554,1,completed
SA-PO-38045-Charter Escape Hat,555,0,approval
TTD-060822-144-Trung Việt,556,1,completed
TTD-060822-147-KQ,557,1,completed
AD-220721-YELIR 3Y PINK,558,1,completed
CZ68-220701-LUGANO CLASSIC,559,1,completed
TTD-220706-GF3922-Style 10 (2021),560,1,completed
KIDS ARCTIC TRAPPER-38003,561,1,completed
TTD-220723-AIS,562,1,completed
TTD-080822-145-Trung Việt,563,1,completed
JP-220804-CHAMPION VEGAS GOLD,564,1,completed
TTD-080822-145-Trung Việt,565,1,completed
TTD-080822-148-KQ,566,1,completed
DYC-US-220712-Wally Castro-596,567,1,completed
DYC-US-220723-Intrepid-598-Opt02,568,1,completed
TTD-090822-149-KQ,569,1,completed
TTD-220721-PARAPACK,570,1,completed
DYC-US-220728-FGI-603-Opt02,571,1,completed
DYC-US-220727-K1 Speed-602-Opt03,572,1,completed
ROV-220721-DV-CLASSIC GOLFER BLUE,573,1,completed
TSA-100822-049-Trung Việt,574,1,completed
AD-REDFILSS,575,1,completed
CIE-220801-Tracksmith JA Marathon London,576,1,completed
CIE-220801-Tracksmith JA Marathon New York,577,1,completed
AD-220709-REDFILLS REVERSIBLE BUCKET / AD-220725-REDFILLS CLASSIC NYLON IR PATCH TRUCKER,578,1,completed
HM-220725-ALLGAU COMETS NAVY,579,1,completed
TTD-220726-HELISTAR,580,1,completed
TTD-090822-146-Trung Việt,581,1,completed
DYC-US-220806-Vendome-609-Opt05/OPT7,582,1,completed
VIỀN SA,583,1,completed
TTD-100822-147-Trung Việt,584,1,completed
TTD-100822-150-KQ,585,1,completed
CZ68-220615-Recycle Plastic Visor Blue Navy CO(D2),586,1,completed
TTD-090822-045-Quãng Viễn.,587,1,completed
SA-38046-Charter Hat-ĐAI,588,1,completed
DYC-US-220804-Wally Castro-607,589,1,completed
TTD-110822-052-Hằng Phong,590,1,completed
TTD-110822-010-Anh Hùng,591,1,completed
TTD-120822-148-Trung Việt,592,1,completed
TTD-120822-046-Quãng Viễn.,593,1,completed
TTD-120822-053-Hằng Phong,594,1,completed
DYC-AU-220713-Yaraka,595,1,completed
DYC-AU-220713-Yaraka,596,1,completed
TTD-140822-149-Trung Việt,597,1,completed
Trung Việt,598,1,completed
ĐAI - VIỀN DỰ TRỮ,599,1,completed
TTD-130822-151-KQ,600,1,completed
MOVEMENT-220707/220713,601,1,completed
SA-38047-Flash Cap,602,1,completed
SA-38051-Kids Sun Chaser Cap,603,1,completed
AD-220806-BARBE ROUSSE RED,604,1,completed
DYC-US-220806-Westport Yachts-610,605,1,completed
TTD-220729-GF4122-Style 11 (2021),606,1,completed
DYC-US-220727-K1 Speed-602-Opt01,607,1,completed
CIE-220801-Tracksmith JA Marathon CHICAGO,608,1,completed
CIE-220801-Tracksmith JA Marathon Chicago,609,1,completed
CIE-220801-Tracksmith JA Marathon Berlin,610,1,completed
TTD-150822-150-Trung Việt,611,1,completed
TTD-160822-047-Quãng Viễn.,612,1,completed
TTDKTY-220804,613,1,completed
HM-220629-FENDT,614,1,completed
DYC-CH1-220810-Air-Glaciers SA,615,1,completed
DYC-CH1-220809-La Cabane Brunet,616,1,completed
TTDKTY-220804-MOVEMENT,617,1,completed
AD-220806-BARBE ROUSSE KHAKI,618,1,completed
AD-220806-BARBE ROUSSE NAVY,619,1,completed
R2B-115-AC22071453 ORTHOREHA WALLNER,620,1,completed
DYC-US-220727-K1 Speed-602-Opt04,621,1,completed
TTD-180822-151-Trung Việt,622,1,completed
TTD-170822-054-Hằng Phong,623,1,completed
TTD-170822-054-Hằng Phong,624,1,completed
TSA-160822-050-Trung Việt,625,1,completed
TTD-220810-EIS GREY ORANGE,626,1,completed
TTD-190822-152-Trung Việt,627,1,completed
SA-38055-ULTRA ADVENTURE HAT,628,1,completed
DYC-CH1-220711-Bruellan-Opt06,629,1,completed
DYC-CH1-220711-Bruellan-Opt07,630,1,completed
TTD-190822-153-Trung Việt,631,1,completed
TTD-190822-152-KQ,632,1,completed
TTD-220714-ILMC Black Microfiber,633,1,completed
TTD-220726-HELISTAR,634,1,completed
VIỀN DỰ TRỮ,635,1,completed
TTD-200822-055-Hằng Phong,636,1,completed
TTD-200822-055-Hằng Phong,637,1,completed
TTD-200822-153-KQ,638,1,completed
TTD-200822-154-Trung Việt,639,1,completed
SA-38050-Kids' Clear Creek Boonie,640,1,completed
TTD-220822-155-Trung Việt,641,1,completed
CIE-220714-Elena Forest,642,1,completed
CIE-220714-Elena White,643,1,completed
VIỀN ĐAI DỰ TRỮ,644,1,completed
CIE-220618-CLB P3 Navy,645,1,completed
TTD-230822-156-Trung Việt,646,1,completed
ROV-220721-DV-CLASSIC GOLFER BLUE,647,1,completed
TTD-230822-056-Hằng Phong,648,1,completed
ROV-220518-SB-SHOE SKI DAD STONE+NAVY,649,1,completed
TTD-230822-156-KQ,650,1,completed
TTD-220723-AIS ( GẤP ),651,0,approval
TTD-220726-8JS-GULF 02,652,1,completed
SA-38045-Charter Escape Hat,653,1,completed
TTD-230822-157-Trung Việt,654,1,completed
TTD-220816-GF4222-Style 13 (2021),655,1,completed
TTD-190822-153-Trung Việt,656,1,completed
DYC-CCS-220723-Barry’s 01,657,1,completed
TTD-220721-PARAPACK 6P,658,1,completed
SA-38049 - 38054 Toddler Trucker-Small-Hummingbird,659,1,completed
XA-302-LAUSANNE SPORT NAVY,660,1,completed
XA-302-LAUSANNE SPORT NAVY,661,1,completed
TTD-240822-158-Trung Việt,662,1,completed
TSA-250822-051-Trung Việt,663,1,completed
ROV-220518-WP ICON DAD,664,1,completed
DYC-US-220520-Whico-577-Opt05-v2,665,1,completed
TTD-250822-056-Hằng Phong,666,1,completed
SA-38046-VIỀN,667,0,approval
VIỀN DỰ TRỮ,668,1,completed
TTD-250822-159-Trung Việt,669,1,completed
TTD-250822-056-Hằng Phong,670,1,completed
TTD-250822-010-Anh Hùng,671,1,completed
TTDKTY-220804-MOVEMENT,672,1,completed
DYC-US-220817-Engineer Sales-617,673,1,completed
DYC-US-220818-E11even-619- ( 9 OPTION ),674,1,completed
TTD-260822-160-Trung Việt,675,1,completed
DYC-US-220726-Spectrum Voip-601,676,1,completed
ROV-220721-DV-CLASSIC GOLFER LGREY,677,1,completed
ROV-220518-SB-FLAG INFO ORANGE /  ROV-220518-SB-FLAG INFO BLUE,678,1,completed
ROV-220518-SB-BARN / ROV-220518-WP-FELT TRUCKER,679,1,completed
ROV-220518-SB-COWBOY TOW / ROV-220518-WP-CIRCLE MOUNTAIN GRADIENT,680,1,completed
ROV-220518-SB-WOMENS SKI TOWN / ROV-220518-WP-WOMENS ACTIVITY,681,1,completed
TTD-270822-158-KQ,682,1,completed
TTD-270822-161-Trung Việt,683,1,completed
TTD-220721-PARAPACK,684,0,approval
TTD-290822-162-Trung Việt,685,1,completed
TTD-290822-159-KQ,686,1,completed
DYC-US-220817-Engineer Sales-617,687,1,completed
DYC-US-220816-Mad Club-615-Opt02/OPT4,688,1,completed
DYC-US-220816-Mad Club-615-Opt11,689,1,completed
DYC-US-220728-Exotic Frenchie Gang-604-Opt01,690,1,completed
DYC-US-220812-Pescaderia-613,691,1,completed
TTD-220817-BIS VINCOM HAT,692,1,completed
JP-220804-OMEGA SNAPBACK,693,1,completed
ROV-220518-SB-MOUNTAIN VIEW GOLFER ORANGE/ROV-220518-SB-SUEDE CANVAS/ROV-220518-WP-SUEDE CANVAS,694,1,completed
ROV-220518-WP-FLAG GOLFER,695,1,completed
ROV-220518-WP-SUEDE CANVAS,696,1,completed
CIE-220818-CLB UTCT,697,1,completed
CIE-220618-CLB P3 Navy,698,1,completed
TTDKTY-220819-BK585/570 -Perfectly Pale-Blank,699,1,completed
TTD-200922-Shondo,700,1,completed
TTD-200922-Shondo,701,1,completed
TTD-300822-163-Trung Việt,702,1,completed
TTD-300822-058-Hằng Phong,703,1,completed
TTD-300822-048-Quãng Viễn.,704,1,completed
TTD-310822-161-KQ,705,1,completed
TTD-310822-164-Trung Việt,706,1,completed
TTD-310822-164-Trung Việt,707,1,completed
SA-38055-ULTRA ADVENTURE HAT,708,1,completed
SA-38055-ULTRA ADVENTURE HAT,709,1,completed
SA-38045-Charter Escape Hat,710,1,completed
CZ68-220615-Recycle Plastic Visor Warm Grey CO(D2),711,1,completed
TTD-220822-SHONDO NONSH03,712,1,completed
DYC-AU-220825-Live Life Get Active,713,1,completed
DYC-CH1-220506-Le Rouge-Opt04,714,1,completed
SA-38046-Charter HaT,715,0,approval
ROV-220518,716,1,completed
TTD-010922-165-Trung Việt,717,1,completed
ROV-220518-SB-CIRCLE MOUNTAIN GRADIENT /ROV-220518-SB-FELT TRUCKER/ROV-220518-SB-FLAG JUMP /ROV-220518-SB-COWBOY JUMP /ROV-220518-WP-LINEART TREE/ ROV-220518-WP-MARY JANE /ROV-220518-WP-NO PAIN FLAG,718,1,completed
ROV-220518-THIÊN ĐỨC,719,1,completed
ROV-220518-SB-SKI JUMP / ROV-220518-SB-SNOW COWBOY / ROV-220518-WP-MOUNTAIN SILHOUTTE,720,1,completed
DYC-AU-220822-BAY RD BREWING-Opt06,721,1,completed
ROV-220518-WP-WOMENS MOUNTAIN SILHOUTTE,722,1,completed
ROV-220518-SB-WOMENS SKI TOWN  / ROV-220518-WP-WOMENS ACTIVITY,723,1,completed
DYC-CH1-220506-Le Rouge-Opt11,724,1,completed
TTD-010922-166-Trung Việt,725,1,completed
TTD-050922-059-Hằng Phong,726,1,completed
TTD-050922-162-KQ,727,1,completed
ROV-220822-LB-TRUCKER GRADIENT WHITE,728,1,completed
ĐAI -DỰ TRỮ,729,1,completed
TTD-050922-167-Trung Việt,730,1,completed
TTD-060922-168-Trung Việt,731,1,completed
TTD-060922-049-Quãng Viễn.,732,1,completed
SA-38056-Shade Goddess Hat,733,1,completed
ROV-220518-SB-SHOE SKI DAD STONE / ROV-220518-WP-CLASSIC GOLFER,734,1,completed
DYC-US-220727-K1 Speed-602-Opt05,735,1,completed
DYC-US-220727-K1 Speed-602-Opt02,736,1,completed
TTD-060922-164-KQ,737,1,completed
ĐAI DỰ TRỮ,738,1,completed
MD-220816-STAWAG,739,1,completed
DYC-US-220816-Honda-616,740,1,completed
DYC-US-220816-Mad Club-615-Opt02,741,1,completed
DYC-CH1-220512-Air-Glaciers,742,1,completed
TTD-070922-060-Hằng Phong,743,1,completed
DYC-CH1-220506-Le Rouge-Opt12,744,1,completed
DYC-CH1-220506-Le Rouge-Opt09/OPT8,745,1,completed
DYC-AU-220825-Live Life Get Active,746,1,completed
DYC-619-OPT9,747,1,completed
ROV-220518-SB-MOUNTAIN VIEW GOLFER DENIM,748,1,completed
TTD-070922-169-Trung Việt,749,1,completed
SA-38056-ĐAI,750,1,completed
TTD-080922-170-Trung Việt,751,1,completed
TTD-080922-061-Hằng Phong,752,1,completed
CIE-220519 - GOCap SC - Badge Plus Uniform / CIE-220519 - PBCap - Century Bar Baptisia,754,1,completed
CIE-220519 - ALZCap - Velocity Box Red Planet,755,1,completed
CIE-220519 - GOCap SC - Badge Plus Caralatte,756,1,completed
CIE-220519 - GOCap SC - Badge Plus Scout,757,1,completed
CIE-220519 - PBCap - Century Bar Tuck,758,1,completed
JP-220905-BLUE IMPULSE ARMY OLIVE,759,1,completed
JP-220824-JAPAN CUP 2022 VEGAS GOLD,760,1,completed
JP-220822-JAPAN CUP 2022 BROWN,761,1,completed
DYC-US-220816-Mad Club-615-Opt09,762,1,completed
TTDKTY-220825-Movement,763,1,completed
SA-38053-Sun Guide Cap,764,0,approval
DYC-CH1-220806-La Marlénaz SARL,765,1,completed
DYC-US-220803-Wally Castro-606,766,1,completed
TTDSTK-220905-MOVEMENT,767,1,completed
TTD-220701-Proper Cloth PO003-HA0411,768,1,completed
TTD-220701-Proper Cloth PO003-HA0412,769,1,completed
TTD-220701-Proper Cloth PO003-HA0413,770,1,completed
TTD-220701-Proper Cloth PO003-HA0414,771,1,completed
TTD-090922-165-KQ,772,1,completed
TTD-080922-171-Trung Việt,773,1,completed
TTD-090922-172-Trung Việt,774,1,completed
TTD-090922-001-Anh Sơn,776,1,completed
TTD-100922-166-KQ,777,1,completed
TTD-100922-166-KQ,778,1,completed
TSA-120922-053-Trung Việt,779,1,completed
TTD-120922-173-Trung Việt,780,1,completed
CIE-220519 - ALZCap - Velocity Box Occi,781,1,completed
CIE-220519 - ALZCap - Velocity Box Shim,782,1,completed
CIE-220519 - GOCap - RUN in Peace Dove,783,1,completed
CIE-220519 - GOCap - RUN in Peace Shim,784,1,completed
CIE-220519 - GOCap - RUN in Peace Cabri,785,1,completed
SA-38044-Brushline Bucket,786,0,approval
CZ68-220615-Recycle Plastic Visor Warm Grey NEW MICROFIBER and NEW SWEATBAND,787,1,completed
CZ68-220615-Recycle Plastic Visor Blue Navy NEW MICROFIBER and NEW SWEATBAND,788,1,completed
TSA-130922-054-Trung Việt,789,1,completed
TTD-130922-174-Trung Việt,790,1,completed
TTD-220822-SHONDO NONSH03 / TTD-220822-SHONDO NONSH10,791,1,completed
TTD-130922-062-Hằng Phong,792,1,completed
TTD-130922-062-Hằng Phong,793,1,completed
JP-220823-ASUKA BLACK,794,1,completed
TTD-130922-175-Trung Việt,795,1,completed
HM-220826-ZIMMEREI KIDS,796,1,completed
TTD-140922-063-Hằng Phong,797,1,completed
TTD-190922-002-Anh Sơn,798,1,completed
CIE-220519 - GOCap - RUN in Peace Dove,799,1,completed
TTD-190922-002-Anh Sơn,800,1,completed
TTD-190922-064-Hằng Phong,801,1,completed
TTD-190922-176-Trung Việt,802,1,completed
TTD-190922-168-KQ,803,1,completed
TTD-200922-177-Trung Việt,804,1,completed
CZ68-220615-Recycle Plastic Visor DK-Green NEW MICROFIBER and NEW SWEATBAND,805,1,completed
HM-220910-SKULL 001/002,806,1,completed
TTDKTY-220901-Movement,807,1,completed
TTD-200922-177-Trung Việt,808,1,completed
Screenline Cap-Asphalt-OS-PO64,809,0,approval
DYC-AU-220304-Ashco Energy-Opt02-v2,810,1,completed
DYC-CH1-220806-La Marlénaz SARL-D1,811,1,completed
JP-220823-ASUKA BLACK,812,1,completed
DYC-AU-220831-Tait Motors,813,1,completed
TSA-200922-055-Trung Việt,814,1,completed
TTD-200922-178-Trung Việt,815,1,completed
TTD-200922-169-KQ,816,1,completed
SA-38056-Shade Goddess Hat,817,1,completed
Sun Guide Cap-Sand- PO 38053,818,0,approval
DYC-CH1-220901-La Cordée des Alpes,819,1,completed
DYC-AU-220304-Ashco Energ...,820,1,completed
DYC-AU-220822-BAY RD BREWING-Opt06,821,1,completed
TTD-210922-065-Hằng Phong,822,1,completed
TTD-210922-179-Trung Việt,823,1,completed
TTDKTY-220901-Movement,824,1,completed
TTD-210922-178-Trung Việt,825,1,completed
TTD-210922-179-Trung Việt,826,1,completed
R2B-116-AC22081643 CHOPARD,827,1,completed
JP-220824-KONGO,828,1,completed
DYC-US-220809-Alpreneur-612-v1,829,1,completed
TTD-220912-SHONDO NONSH25,830,1,completed
HM-220910-PANOPTES,831,1,completed
JP-220830-BMW 2022 GRAPHITE / White,832,1,completed
TTD-220922-170-KQ,833,1,completed
AD-220908-REDFILLS IR PATTERN,834,1,completed
TTD-220922-066-Hằng Phong,835,1,completed
TTD-220922-180-Trung Việt,836,1,completed
TTD-220922-181-Trung Việt,837,1,completed
HM-220831-FTSVA TWEED,838,1,completed
CIE-220309-Norda 2022,839,1,completed
DYC-US-220912-FGI-633-Opt01,840,1,completed
DYC-US-220912-FGI-633-Opt02,841,0,approval
TTD-230922-034-CH,842,1,completed
TTD-230922-067-Hằng Phong,843,1,completed
TTD-230922-182-Trung Việt,844,1,completed
DYC-AU-220304-Ashco Energ...,845,1,completed
TTD-230922-183-Trung Việt,846,1,completed
TTD-220701-Proper Cloth PO003-HA0410,847,1,completed
TTD-230922-171-KQ,848,1,completed
TTD-220701-Proper Cloth PO003-HA0409,849,1,completed
TTD-220701-Proper Cloth PO003-HA0408,850,1,completed
Bù Thiên Đức,851,1,completed
TSA-240922-056-Trung Việt,852,1,completed
TTD-240922-003-Anh Sơn,853,1,completed
AD-220908-REDFILLS WHITE SATIN,854,1,completed
DYC-AU-220906-Grand Banks-Opt01,855,1,completed
HM-220910-AUDI SPORT,856,1,completed
REI23-PO64,857,1,completed
TTD-240922-172-KQ,858,1,completed
XA-298-CONEXTIVITY,859,1,completed
AD-220920-YELIR 1,860,1,completed
AD-220920-YELIR 11 - 12,861,1,completed
Nhập Đai Dự Trữ,862,1,completed
TTD-260922-174-KQ,863,1,completed
DYC-US-220912-Denison-634-Opt01,864,1,completed
DYC-AU-220906-Grand Banks-Opt04,865,1,completed
DYC-AU-220913-Lona,866,1,completed
TTDKTY-220901-Movement,867,1,completed
TTD-270922-175-KQ,868,1,completed
TTD-260922-184-Trung Việt,869,1,completed
TTD-270922-185-Trung Việt,870,1,completed
AD-220908-REDFILLS,871,1,completed
HM-220831-FTSVA TWEED,872,1,completed
DYC-US-220826-Vendome-609-Opt09,873,1,completed
DYC-US-220909-Double R Performance-632,874,1,completed
TTD-270922-185-Trung Việt,875,1,completed
TTD-220817-BIS VINCOM HAT-56cm bù,876,1,completed
ROV-220518-SB-SUEDE CANVAS,877,1,completed
CZ68-220615-Recycle Plastic Visor DK-Green CO(D2),878,1,completed
TTD-270922-185-Trung Việt,879,1,completed
TTD-270922-185-Trung Việt,880,1,completed
TTD-280922-187-Trung Việt,881,1,completed
VIỀN DỰ TRỮ,882,1,completed
TSA-280922-057-Trung Việt,883,1,completed
SMU-WIDE BRIM NO FLY ZONE HAT-PO66,884,0,approval
TTD-280922-004-Anh Sơn,885,1,completed
TTD-280922-004-Anh Sơn,886,1,completed
DYC-US-220912-Denison-634-Opt01,887,1,completed
VIỀN,888,1,completed
DYC-CH1-220921-Le Corre Real Estate-Opt01-v1,889,1,completed
TTD-280922-188-Trung Việt,890,1,completed
DYC-US-220608-Soflo-621-Opt04-v1,891,1,completed
TTD-290922-189-Trung Việt,892,1,completed
Shade Goddess Hat- PO 38056,893,0,approval
TTD-230922-171-KQ,894,1,completed
VIỀN DỰ TRỮ,895,1,completed
DYC-US-220912-Denison-634-opt1,896,1,completed
SA-38047-Flash Cap,897,1,completed
TTDKTY-220914-BK,898,0,approval
MOVEMENT-220914,899,1,completed
Flash Cap -OS -White,900,1,completed
TTD-300922-190-Trung Việt,901,1,completed
TTD-300922-177-KQ,902,1,completed
ROV-220525-RABBIT HOLE PG07 /P11,903,0,approval
TTD-300922-035-CH,904,1,completed
SA-38055-ULTRA ADVENTURE HAT,905,1,completed
DYC-US-220608-Soflo-621-Opt04-v1,908,1,completed
TTD-011022-068-Hằng Phong,909,1,completed
TTD-011022-191-Trung Việt,910,1,completed
DYC-US-220928-FGI-642,911,0,approval
BF-220928-FCS 5PANELS C1,912,1,completed
TSA-011022-058-Trung Việt,913,1,completed
HM-220927-FENDT,914,1,completed
TTD-011022-178-KQ,915,1,completed
TTD-031022-069-Hằng Phong,916,1,completed
ĐAI DỰ TRỮ,917,1,completed
TTD-031022-179-KQ,918,1,completed
UV Pro Neck-Guard Hat - PO78,919,0,approval
TTD-031022-192-Trung Việt,920,1,completed
Kids Ultra Adventure Hat-PO 38072,921,0,approval
TTD-041022-193-Trung Việt,922,1,completed
TTD-290922-189-Trung Việt,923,1,completed
DYC-AU-220906-Grand Banks-Opt04,924,1,completed
TTD-041022-180-KQ,925,1,completed
TTD-041022-194-Trung Việt,926,1,completed
TTD-041022-050-Quãng Viễn.,927,1,completed
DYC-US-220828-Wally Castro-624-Opt03,928,0,approval
CIE-220920-Madeby RC GC - Grey,929,1,completed
CIE-220920-Madeby RC BK - Grey-SM,930,1,completed
CIE-220920-Madeby RC BK - Grey-LXL,931,1,completed
CIE-220920-Madeby RC GC - Black,932,1,completed
CIE-220920-Madeby RC BK - Black-SM,933,1,completed
CIE-220920-Madeby RC BK - Black-LXL,934,1,completed
TTD-031022-069-Hằng Phong,935,0,approval
HM-220927-FENDT,936,1,completed
TTDKTY-220819-BK585-Perfectly Pale-Blank-Bù,937,1,completed
TTD-051022-195-Trung Việt,938,1,completed
TTD-051022-182-KQ,939,1,completed
TTD-041022-050-Quãng Viễn.,940,1,completed
SS23-FLASH CAP-PO115 + Bù PO 38047,941,0,approval
DYC-AU-220906-Grand Banks-Opt04,942,0,approval
DYC-US-220901-Riviera Tennis Center-626-Opt08,943,0,approval
DYC-US-220901-Riviera Tennis Center-626-Opt09,944,0,approval
TTD-200922-Shondo,945,1,completed
HM-220629-FENDT,946,1,completed
DYC-US-220901-Riviera Tennis Center-626-Opt11,947,0,approval
DYC-AU-220927-Techworks Plumbing,948,0,approval
Viền Kate Brushed Nickel SA - REI2023,949,1,completed
TTD-061022-070-Hằng Phong,950,1,completed
TTD-061022-037-CH,951,1,completed
TTD-071022-184-KQ,952,1,completed
TTD-071022-184-KQ,953,1,completed
TTD-061022-196-Trung Việt,954,1,completed
HM-220826-GARMIN,955,0,approval
TTD-071022-197-Trung Việt,956,1,completed
TTD-061022-196-Trung Việt,957,1,completed
TTD-071022-011-Anh Hùng,958,1,completed
ROV-220525-RABBIT ( Cấp phát cắt đồng bộ Tone với lót mặt ),959,0,approval
ROV-220525-RABBIT HOLE PG10_v1,960,0,approval
ROV-220525-RABBIT HOLE PG08 GREY_v1,961,0,approval
ROV-220525-RABBIT HOLE PG08 NAVY_v1,962,0,approval
ROV-220525-RABBIT HOLE PG12 WHITE_v1,963,0,approval
ROV-220525-RABBIT HOLE PG12 GREY_v1,964,0,approval
ROV-220525-RABBIT HOLE PG06 GREY/LILAC/PG4 NAVY,965,0,approval
ROV-220525-RABBIT HOLE PG04 DENIM_v1,966,0,approval
ROV-220525-RABBIT HOLE PG04 RED_v1,967,0,approval
ROV-220525-RABBIT HOLE PG04 GREEN_v1,968,0,approval
DYC-US-220828-Family & Friends Fishing-622,969,1,completed
DYC-US-220828-Family & Friends Fishing-622,970,0,approval
DYC-CH1-220921-Rebellion-Opt01,971,0,approval
TTD-061022-070-Hằng Phong,972,1,completed
TTD-081022-071-Hằng Phong,973,1,completed
SA-38053-Sun Guide Cap,974,1,completed
JP-220915-DO DEUCE,975,1,completed
TTD-081022-198-Trung Việt,976,1,approval
TTD-081022-198-Trung Việt,976,1,completed
TTD-081022-185-KQ,977,1,completed
TSA-081022-059-Trung Việt,978,1,completed
TSA-081022-059-Trung Việt,978,1,completed
VIỀN IN,979,1,completed
SA-38098-Kids Play Hat-Wild River,980,0,approval
SA-38098-Kids Play Hat-Pollinator,981,0,approval
TTD-081022-198-Trung Việt,982,1,completed
TTDKTY-220825-BK585-Khaki-VimHue,983,1,completed
TTD-101022-199-Trung Việt,984,1,completed
TTD-101022-187-KQ,985,1,completed
SA-38098-Kids Play Hat-Quarry,986,0,approval
SA-38098-Kids Play Hat-Space Explorer	Royal / Royal	Beach Day	Birds of Prey	Blossom	Butterfly Dream,987,0,approval
TTD-101022-072-Hằng Phong,988,1,completed
TTD-031022-069-Hằng Phong,989,1,completed
DYC-US-220828-Monbarth-625-Opt03,990,1,completed
DYC-US-220828-Monbarth-625-Opt04/Opt05,991,1,completed
TTD-101022-199-Trung Việt,992,1,completed
TTD-031022-069-Hằng Phong,993,1,completed
TTD-111022-051-Quãng Viễn.,994,1,completed
SA-38098-Kids Play Hat-Citrus-Hot-Pink-Lilac-Morning Birds-Navy Stripe,995,0,approval
TTD-111022-073-Hằng Phong,996,1,completed
TTD-111022-200-Trung Việt,997,1,completed
TTD-121022-189-KQ,998,1,completed
TTDKTY-220928-VV520-Black-Velcro,999,0,approval
DYC-US-220828-Monbarth-625-Opt06,1000,0,approval
DYC-US-220828-Monbarth-625-Opt07,1001,0,approval
TTDKTY-220901-ST570,1002,1,completed
TTD-061022-070-Hằng Phong,1003,1,completed
TTDKTY-220825-BK585-Khaki..,1004,1,completed
MOVEMENT-TTDKTY-ST570,1005,1,completed
DYC-US-220818-Boston Whaler-620,1006,0,approval
DYC-US-220828-Wally Castro-624-Opt04,1007,0,approval
DYC-CH1-220927-Xtreme Sports Verbier-Opt04,1008,0,approval
TTD-131022-012-Anh Hùng,1009,1,completed
TTD-121022-201-Trung Việt,1010,1,completed
TTD-061022-196-Trung Việt,1011,1,completed
DYC-US-220901-Lightning Transport-627-Opt09,1012,1,completed
DYC-AU-220920-Paradigm-Opt01,1013,0,approval
DYC-AU-220831-Whisky Lullaby,1014,1,completed
JP-221004-SODASHI EARS,1015,1,completed
DYC-US-221004-E11even,1016,0,approval
SMS-CIELE-CIE-220519 - FSTCap SC - Clean Shadowcast CIE-220519 - GOCap SC - Winc Whitaker CIE-220519 - GOCap - Over Red Earth CIE-220519 - GOCap - Over Shadowcast CIE-220519 - CRWCap SC - Clean Shadowcast CIE-220519 - GOCap SC - Clean Shadowcast,1017,1,completed
CIE-220519 - SMS,1018,1,completed
