name,product_id,outsourcing_order_id,is_complete_order,outsourcing_quantity,is_complete_order_detail,outsourcing_status
TTD-251022-214-Trung Việt,9350,1114,1,3.500000,1,completed
TTD-251022-214-Trung Việt,1999,1114,1,13.000000,1,completed
TTD-251022-214-Trung Việt,2171,1114,1,5.000000,1,completed
TTD-251022-214-Trung Việt,1233,1114,1,110.000000,1,completed
TTD-251022-214-Trung Việt,10833,1114,1,132.000000,1,completed
TTD-251022-214-Trung Việt,10832,1114,1,229.000000,1,completed
TTD-251022-214-Trung Việt,10834,1114,1,182.000000,1,completed
TTD-251022-214-Trung Việt,11129,1114,1,33.000000,1,completed
TTD-251022-214-Trung Việt,8384,1114,1,72.000000,1,completed
TTD-251022-214-Trung Việt,1236,1114,1,18.000000,1,completed
TTD-251022-214-Trung Việt,1238,1114,1,42.000000,1,completed
TTD-251022-214-Trung Việt,11131,1114,1,43.000000,1,completed
TTD-251022-214-Trung Việt,8386,1114,1,106.000000,1,completed
TTD-251022-214-Trung Việt,1308,1114,1,20.000000,1,completed
TTD-251022-214-Trung Việt,1310,1114,1,43.000000,1,completed
TTD-251022-214-Trung Việt,616,1114,1,13.000000,1,completed
TTD-251022-081-Hằng Phong,1312,1113,1,33.000000,1,completed
TTD-251022-080-Hằng Phong,1312,1112,1,264.000000,1,completed
TTD-251022-197-KQ,9008,1111,1,1719.000000,1,completed
TTD-251022-197-KQ,9028,1111,1,643.000000,1,completed
JP-220929-SUZUKI BASEBALL,8570,1110,1,220.000000,1,completed
JP-220929-SUZUKI BASEBALL,8569,1110,1,220.000000,1,completed
TTD-251022-213-Trung Việt,111,1109,1,3.500000,1,completed
TTD-251022-213-Trung Việt,91,1109,1,3.500000,1,completed
TTD-251022-213-Trung Việt,135,1109,1,3.500000,1,completed
TTD-251022-213-Trung Việt,240,1109,1,3.500000,1,completed
TTD-251022-213-Trung Việt,10832,1109,1,84.000000,1,completed
TTD-251022-213-Trung Việt,11129,1109,1,12.000000,1,completed
TTD-251022-213-Trung Việt,10834,1109,1,27.000000,1,completed
TTD-251022-213-Trung Việt,8384,1109,1,11.000000,1,completed
TTD-251022-213-Trung Việt,11131,1109,1,12.000000,1,completed
TTD-251022-213-Trung Việt,8386,1109,1,11.000000,1,completed
TTD-251022-213-Trung Việt,659,1109,1,10.000000,1,completed
TTD-241022-079-Hằng Phong,9662,1108,1,4.000000,1,completed
CZ68-221003-TRG,11019,1107,1,80.000000,1,completed
CZ68-221003-TRG,11023,1107,1,80.000000,1,completed
CZ68-221003-TRG,11022,1107,1,80.000000,1,completed
TTD-241022-212-Trung Việt,1999,1106,1,8.000000,1,completed
TTD-241022-212-Trung Việt,11119,1106,1,4.000000,1,completed
TTD-241022-212-Trung Việt,190,1106,1,6.000000,1,completed
TTD-241022-212-Trung Việt,157,1106,1,3.000000,1,completed
TTD-241022-212-Trung Việt,175,1106,1,6.000000,1,completed
HM-220826-GARMIN,6946,1105,1,1040.000000,1,completed
WM2023-PO78-UV Pro Vented Bucket,9677,1104,0,1050.000000,1,approval
WM2023-PO78-UV Pro Vented Bucket,9694,1104,0,510.000000,0,approval
WM2023-PO78-UV Pro Vented Bucket,9693,1104,0,510.000000,0,approval
DYC-CH1-220909-Club de grimpe de Verbier,6940,1103,1,200.000000,1,completed
DYC-CH1-220909-Club de grimpe de Verbier,8348,1103,1,80.000000,1,completed
DYC-CH1-220909-Club de grimpe de Verbier,8327,1103,1,80.000000,1,completed
JP-220929-SUZUKI BASEBALL,7659,1102,1,180.000000,1,completed
TTD-221022-211-Trung Việt,2013,1101,1,18.000000,1,completed
TTD-221022-211-Trung Việt,1057,1101,1,123.400000,1,completed
TTD-221022-211-Trung Việt,91,1101,1,4.000000,1,completed
TTD-221022-211-Trung Việt,11121,1101,1,3.500000,1,completed
TTD-221022-211-Trung Việt,178,1101,1,7.000000,1,completed
TTD-221022-195-KQ,9028,1100,1,161.000000,1,completed
TTD-221022-195-KQ,11116,1100,1,151.000000,1,completed
TTD-221022-195-KQ,9009,1100,1,470.000000,1,completed
Ultra Storm Bucket - PO 38003,6921,1099,1,1300.000000,1,completed
Ultra Storm Bucket - PO 38003,7700,1099,1,1030.000000,1,completed
TTD-211022-210-Trung Việt,1303,1098,1,10.000000,1,completed
HM-220914-HAMBURG STEALERS,7766,1097,1,80.000000,1,completed
HM-220914-HAMBURG STEALERS,10712,1097,1,80.000000,1,completed
DYC-CH1-220921-Rebellion-Opt02-03-04,10934,1096,0,70.000000,0,approval
TTD-211022-209-Trung Việt,1692,1095,1,18.000000,1,completed
TTD-211022-209-Trung Việt,1694,1095,1,71.000000,1,completed
Ultra Storm Bucket-Mineral- PO 38003,6918,1094,0,10650.000000,1,approval
Ultra Storm Bucket-Mineral- PO 38003,8510,1094,0,6250.000000,1,approval
Ultra Storm Bucket-Mineral- PO 38003,8509,1094,0,6250.000000,0,approval
TTD-211022-078-Hằng Phong,1061,1093,1,2.000000,1,completed
TTD-211022-078-Hằng Phong,1065,1093,1,5.000000,1,completed
TTD-211022-078-Hằng Phong,8434,1093,1,3.000000,1,completed
TTD-211022-078-Hằng Phong,9662,1093,1,4.000000,1,completed
TTD-201022-208-Trung Việt,1236,1092,1,4.000000,1,completed
TTD-201022-208-Trung Việt,1238,1092,1,19.000000,1,completed
TTD-201022-208-Trung Việt,2337,1092,1,15.500000,1,completed
TSA-201022-061-Trung Việt,9248,1091,1,1272.000000,1,completed
TSA-201022-061-Trung Việt,9421,1091,1,215.000000,1,completed
TSA-201022-061-Trung Việt,1152,1091,1,182.000000,1,completed
TSA-201022-061-Trung Việt,1158,1091,1,60.000000,1,completed
TSA-201022-061-Trung Việt,1159,1091,1,69.000000,1,completed
TSA-201022-061-Trung Việt,1197,1091,1,317.000000,1,completed
TSA-201022-061-Trung Việt,9688,1091,1,107.000000,1,completed
TSA-201022-061-Trung Việt,9687,1091,1,161.000000,1,completed
TSA-201022-061-Trung Việt,1201,1091,1,46.000000,1,completed
TSA-201022-061-Trung Việt,1202,1091,1,367.000000,1,completed
CIE-220519 - GOCap Elite - Circle C Westa,9214,1090,1,45.000000,1,completed
CIE-220519 - GOCap Elite - Circle C Lavacast,8680,1089,1,45.000000,1,completed
CIE-220519 - GOCap Elite - Circle C Lavacast,8679,1089,1,45.000000,1,completed
CIE-220519 - RDCap Elite - Circle C - Red Planet,9265,1088,1,45.000000,1,completed
CIE-220519 - RDCap Elite - Circle C - Red Planet,9264,1088,1,45.000000,1,completed
CIE-220519 - GOCap Elite - Circle C Westa,8680,1087,1,45.000000,1,completed
CIE-220519 - GOCap Elite - Circle C Westa,8679,1087,1,45.000000,1,completed
DYC-CH1-220929-Farm Club Verbier-Opt09,8513,1086,0,80.000000,0,approval
DYC-CH1-220929-Farm Club Verbier-Opt09,8337,1086,0,80.000000,0,approval
DYC-CH1-220929-Farm Club Verbier-Opt07,8515,1085,1,140.000000,1,completed
DYC-CH1-220929-Farm Club Verbier-Opt07,8339,1085,1,140.000000,1,completed
DYC-US-220828-Mission of Action-623,10373,1084,1,85.000000,1,completed
DYC-US-220828-Mission of Action-623,10372,1084,1,85.000000,1,completed
TSA-181022-060-Trung Việt,733,1083,1,186.500000,1,completed
TSA-181022-060-Trung Việt,746,1083,1,220.000000,1,completed
TSA-181022-060-Trung Việt,463,1083,1,386.000000,1,completed
TSA-181022-060-Trung Việt,466,1083,1,389.000000,1,completed
TSA-181022-060-Trung Việt,470,1083,1,635.000000,1,completed
TSA-181022-060-Trung Việt,472,1083,1,616.000000,1,completed
TSA-181022-060-Trung Việt,1152,1083,1,746.000000,1,completed
TSA-181022-060-Trung Việt,1169,1083,1,215.500000,1,completed
TSA-181022-060-Trung Việt,1181,1083,1,536.000000,1,completed
HM-221012-BYSTRONIC RED,10704,1082,0,80.000000,0,approval
HM-221012-BYSTRONIC RED,10703,1082,0,80.000000,0,approval
DYC-CH1-221012-Guggenmusik,8356,1081,0,145.000000,0,approval
DYC-CH1-221012-Guggenmusik,8335,1081,0,145.000000,0,approval
DYC-CH1-220929-Farm Club Verbier-Opt02,8522,1080,0,80.000000,0,approval
DYC-CH1-220929-Farm Club Verbier-Opt02,8376,1080,0,80.000000,0,approval
DYC-US-220828-Monbarth-625-Opt08/opt09,11045,1079,1,208.000000,1,completed
DYC-US-220828-Monbarth-625-Opt08/opt09,11102,1079,1,208.000000,1,completed
DYC-US-220828-Monbarth-625-Opt08/opt09,11042,1079,1,620.000000,1,completed
TTD-191022-077-Hằng Phong,2334,1078,1,3.000000,1,completed
TTD-191022-077-Hằng Phong,8677,1078,1,6.500000,1,completed
TTD-191022-207-Trung Việt,740,1077,1,5.000000,1,completed
TTD-191022-207-Trung Việt,1635,1077,1,5.000000,1,completed
TTD-191022-207-Trung Việt,1325,1077,1,5.000000,1,completed
TTD-191022-207-Trung Việt,1676,1077,1,15.000000,1,completed
TTD-191022-207-Trung Việt,1766,1077,1,10.000000,1,completed
TTD-191022-207-Trung Việt,8966,1077,1,5.000000,1,completed
TTD-191022-207-Trung Việt,8447,1077,1,5.000000,1,completed
TTD-191022-207-Trung Việt,1744,1077,1,4.000000,1,completed
TTD-191022-207-Trung Việt,1746,1077,1,3.000000,1,completed
TTD-191022-207-Trung Việt,8543,1077,1,4.000000,1,completed
TTD-191022-207-Trung Việt,10764,1077,1,3.000000,1,completed
TTD-191022-207-Trung Việt,10841,1077,1,3.500000,1,completed
TTD-191022-207-Trung Việt,9605,1077,1,5.500000,1,completed
TTD-181022-076-Hằng Phong,1063,1076,1,1.000000,1,completed
TTD-181022-076-Hằng Phong,9202,1076,1,12.000000,1,completed
TTD-181022-039-CH,9008,1075,1,1216.000000,1,completed
TTD-171022-193-KQ,10755,1074,1,161.000000,1,completed
TTD-181022-206-Trung Việt,1286,1073,1,3.500000,1,completed
TTD-181022-206-Trung Việt,1287,1073,1,21.000000,1,completed
TTD-181022-206-Trung Việt,94,1073,1,9.000000,1,completed
TTD-181022-206-Trung Việt,93,1073,1,15.000000,1,completed
Sahara SunHat With Cape - REI23-PO64,7318,1072,0,4730.000000,0,approval
Sahara SunHat With Cape - REI23-PO64,7285,1072,0,6750.000000,1,approval
Sahara SunHat With Cape - REI23-PO64,9219,1072,0,2200.000000,1,approval
Sahara SunHat With Cape - REI23-PO64,9218,1072,0,2200.000000,0,approval
DYC-US-220608-Soflo-621-Opt03-v1,8522,1071,0,85.000000,0,approval
DYC-US-220608-Soflo-621-Opt03-v1,8376,1071,0,85.000000,0,approval
TTD-171022-193-KQ,9004,1070,1,161.000000,1,completed
TTD-171022-193-KQ,9028,1070,1,1048.000000,1,completed
TTD-171022-193-KQ,9012,1070,1,80.000000,1,completed
BF-221013-HERTHA BSC,11076,1069,0,155.000000,0,approval
BF-221013-HERTHA BSC,11075,1069,0,155.000000,0,approval
TTD-171022-075-Hằng Phong,8677,1068,1,4.500000,1,completed
TTD-171022-204-Trung Việt,8440,1067,1,17.000000,1,completed
TTD-171022-204-Trung Việt,86,1067,1,22.000000,1,completed
TTD-171022-204-Trung Việt,8543,1067,1,20.000000,1,completed
TTD-171022-204-Trung Việt,2171,1067,1,40.000000,1,completed
TTD-171022-204-Trung Việt,10498,1067,1,4.000000,1,completed
TTD-171022-204-Trung Việt,408,1067,1,11.000000,1,completed
TTD-171022-204-Trung Việt,8986,1067,1,4.000000,1,completed
TTD-171022-204-Trung Việt,406,1067,1,11.000000,1,completed
TTD-171022-204-Trung Việt,9043,1067,1,58.000000,1,completed
TTD-221005-Hardcore + DYC-CH1-221012-Guggenmusik,9010,1066,0,1000.000000,0,approval
TTD-221005-Hardcore,8956,1065,0,120.000000,0,approval
TTD-221005-Hardcore,8955,1065,0,120.000000,0,approval
DYC-CH1-221012-Guggenmusik,8356,1064,1,145.000000,1,completed
DYC-CH1-221012-Guggenmusik,8335,1064,1,145.000000,1,completed
DYC-CH1-221012-Guggenmusik,9010,1064,1,500.000000,1,completed
DYC-US-221011-305 Films-648-Opt08,8354,1063,0,85.000000,1,approval
DYC-US-221011-305 Films-648-Opt08,8333,1063,0,85.000000,0,approval
DYC-US-221011-305 Films-648-Opt07,8352,1062,0,85.000000,0,approval
DYC-US-221011-305 Films-648-Opt07,8331,1062,0,85.000000,0,approval
DYC-US-220919-Soflo Jeeps-637-Opt02,8422,1061,0,80.000000,0,approval
DYC-US-220919-Soflo Jeeps-637-Opt02,8421,1061,0,80.000000,0,approval
CIE-220519 - BCHat V Elite - Circle C Sable LXL/SM,9265,1060,1,90.000000,1,completed
CIE-220519 - BCHat V Elite - Circle C Sable LXL/SM,9264,1060,1,90.000000,1,completed
HM-221012-BYSTRONIC RED,7228,1059,0,515.000000,0,approval
TTD-171022-075-Hằng Phong,8434,1058,1,4.000000,1,completed
TTD-171022-075-Hằng Phong,419,1058,1,2.500000,1,completed
TTD-171022-075-Hằng Phong,1502,1058,1,22.000000,1,completed
TTD-171022-075-Hằng Phong,1065,1058,1,9.000000,1,completed
TTD-171022-075-Hằng Phong,1061,1058,1,37.000000,1,completed
TTD-171022-075-Hằng Phong,6691,1058,1,81.000000,1,completed
TTD-171022-075-Hằng Phong,8677,1058,1,4.500000,1,completed
TTD-171022-075-Hằng Phong,9131,1058,1,4.500000,1,completed
Sahara Cap with Cape-Army Cot Green-PO64,9075,1057,1,2000.000000,1,completed
Sahara Cap with Cape-Army Cot Green-PO64,9074,1057,1,7300.000000,1,completed
CIE-220519 - ALZCap Carbon - Iconic VC Lakaga,9901,1056,1,50.000000,1,completed
CIE-220519 - GOCap Elite - Circle C Lavacast,8680,1055,1,45.000000,1,completed
CIE-220519 - GOCap Elite - Circle C Lavacast,8679,1055,1,45.000000,1,completed
CIE-220519 - RDCap Elite - Circle C - Red Planet Red Planet,9265,1054,1,45.000000,1,completed
CIE-220519 - RDCap Elite - Circle C - Red Planet Red Planet,9264,1054,1,45.000000,1,completed
CIE-220519 - RDCap Elite - Circle C Lavacast,9265,1053,1,45.000000,1,completed
CIE-220519 - RDCap Elite - Circle C Lavacast,9264,1053,1,45.000000,1,completed
CIE-220519 - GOCap - RCC Peat,8680,1052,1,45.000000,1,completed
CIE-220519 - GOCap - RCC Peat,8679,1052,1,45.000000,1,completed
CIE-220519 - GOCap SC - Winc Sable,8651,1051,1,45.000000,1,completed
CIE-220519 - GOCap SC - Winc Sable,8650,1051,1,45.000000,1,completed
CIE-220519 - GOCap - RCC Bigsky,9342,1050,1,50.000000,1,completed
CIE-220519 - GOCap - RCC Fourche,9901,1049,1,45.000000,1,completed
CIE-220519 - GOCap - RCC Fourche,8680,1049,1,45.000000,1,completed
CIE-220519 - GOCap - RCC Fourche,8679,1049,1,45.000000,1,completed
CIE-220519 - ALZCap Carbon - Iconic VC Occi,9901,1048,1,50.000000,1,completed
TTD-151022-203-Trung Việt,9743,1047,1,2.000000,1,completed
TTD-151022-203-Trung Việt,9744,1047,1,2.000000,1,completed
TTD-151022-203-Trung Việt,9745,1047,1,2.000000,1,completed
TTD-151022-203-Trung Việt,11092,1047,1,3.000000,1,completed
TTD-151022-203-Trung Việt,9605,1047,1,5.000000,1,completed
TTD-151022-203-Trung Việt,11067,1047,1,6.000000,1,completed
TTD-151022-203-Trung Việt,9054,1047,1,4.000000,1,completed
TTD-151022-203-Trung Việt,317,1047,1,11.000000,1,completed
TTD-151022-203-Trung Việt,11063,1047,1,3.500000,1,completed
TTD-151022-203-Trung Việt,2333,1047,1,3.000000,1,completed
TTD-151022-203-Trung Việt,2279,1047,1,4.000000,1,completed
TTD-151022-203-Trung Việt,8310,1047,1,2.000000,1,completed
TTD-151022-203-Trung Việt,1303,1047,1,4.000000,1,completed
DYC-AU-220920-Paradigm-Opt02,11090,1046,1,85.000000,1,completed
DYC-AU-220920-Paradigm-Opt02,11010,1045,1,85.000000,1,completed
DYC-AU-220831-Whisky Lullaby,7213,1044,1,410.000000,1,completed
TTD-151022-203-Trung Việt,9743,1043,1,2.000000,1,completed
TTD-151022-203-Trung Việt,9744,1043,1,2.000000,1,completed
TTD-151022-203-Trung Việt,9745,1043,1,2.000000,1,completed
TTD-151022-203-Trung Việt,11085,1043,1,3.000000,1,completed
TTD-151022-203-Trung Việt,9605,1043,1,5.000000,1,completed
TTD-151022-203-Trung Việt,11067,1043,1,6.000000,1,completed
TTD-151022-203-Trung Việt,9054,1043,1,4.000000,1,completed
TTD-151022-203-Trung Việt,317,1043,1,11.000000,1,completed
TTD-151022-203-Trung Việt,11063,1043,1,3.500000,1,completed
TTD-151022-203-Trung Việt,2333,1043,1,3.000000,1,completed
TTD-151022-203-Trung Việt,2279,1043,1,4.000000,1,completed
TTD-151022-203-Trung Việt,8310,1043,1,2.000000,1,completed
TTD-151022-203-Trung Việt,1303,1043,1,4.000000,1,completed
Bù Norda,10766,1042,1,800.000000,1,completed
CIE-220309-Norda 2022,1810,1041,1,8.000000,1,completed
DYC-AU-221001-Black6,6998,1040,0,160.000000,0,approval
DYC-AU-221001-Black6,9415,1040,0,85.000000,0,approval
DYC-AU-221001-Black6,9414,1040,0,85.000000,0,approval
TTD-141022-191-KQ,9028,1039,1,1415.000000,1,completed
TTD-141022-191-KQ,11046,1039,1,488.000000,1,completed
TTD-141022-191-KQ,9007,1039,1,1357.000000,1,completed
DYC-US-220901-Lightning Transport-627-Opt10,8517,1038,0,80.000000,0,approval
DYC-US-220901-Lightning Transport-627-Opt10,8341,1038,0,80.000000,0,approval
DYC-US-220901-Lightning Transport-627-Opt10,9716,1038,0,180.000000,0,approval
R2B-119-AC22091759 BLUE FACTORY NAVY/WHITE,10142,1037,0,85.000000,0,approval
R2B-119-AC22091759 BLUE FACTORY NAVY/WHITE,10141,1037,0,85.000000,0,approval
R2B-119-AC22091759 BLUE FACTORY NAVY/WHITE,8377,1037,0,85.000000,0,approval
R2B-119-AC22091759 BLUE FACTORY NAVY/WHITE,8373,1037,0,85.000000,0,approval
DYC-AU-220920-Paradigm-Opt02,10173,1036,0,180.000000,0,approval
DYC-AU-220920-Paradigm-Opt02,11011,1036,0,85.000000,0,approval
DYC-AU-220920-Paradigm-Opt02,11010,1036,0,85.000000,0,approval
CIE-220519 - BCHat V Elite - Circle C Shadowcast LXL/SM,9265,1035,1,80.000000,1,completed
CIE-220519 - BCHat V Elite - Circle C Shadowcast LXL/SM,9264,1035,1,80.000000,1,completed
TTD-141022-074-Hằng Phong,9662,1034,1,3.500000,1,completed
TTD-141022-074-Hằng Phong,1810,1033,1,33.000000,1,completed
TTD-141022-202-Trung Việt,10154,1032,1,10.000000,1,completed
TTD-141022-202-Trung Việt,1243,1032,1,25.000000,1,completed
TTD-141022-202-Trung Việt,10153,1032,1,10.000000,1,completed
TTD-141022-202-Trung Việt,1246,1032,1,25.000000,1,completed
TTD-141022-202-Trung Việt,10151,1032,1,5.000000,1,completed
TTD-141022-202-Trung Việt,1287,1032,1,15.000000,1,completed
TTD-141022-202-Trung Việt,10150,1032,1,12.000000,1,completed
TTD-141022-202-Trung Việt,1310,1032,1,35.000000,1,completed
TTD-141022-202-Trung Việt,10152,1032,1,5.000000,1,completed
TTD-141022-202-Trung Việt,1281,1032,1,15.000000,1,completed
TTD-141022-202-Trung Việt,10502,1032,1,5.000000,1,completed
TTD-141022-202-Trung Việt,2337,1032,1,42.000000,1,completed
TTD-141022-202-Trung Việt,1308,1032,1,5.000000,1,completed
TTD-141022-202-Trung Việt,1309,1032,1,11.000000,1,completed
TTD-141022-202-Trung Việt,86,1032,1,3.500000,1,completed
TTD-141022-202-Trung Việt,8234,1032,1,7.000000,1,completed
TTD-141022-202-Trung Việt,8392,1032,1,3.500000,1,completed
WM2023-PO78	UV Pro Vented Safari,6861,1031,1,1100.000000,1,completed
WM2023-PO78	UV Pro Vented Bucket,6861,1030,1,800.000000,1,completed
WM2023-PO78	UV Pro Crusher Cape Cap,6861,1029,1,1700.000000,1,completed
WM2023-PO78	UV Pro Crusher Cape Cap,6860,1029,1,4200.000000,1,completed
WM2023-PO78	UV Pro Boonie,6883,1028,1,1000.000000,1,completed
WM2023-PO78	UV Pro Boonie,6861,1028,1,2700.000000,1,completed
WM2023-PO78	UV Pro Boonie,6882,1028,1,100.000000,1,completed
WM2023-PO78	UV Pro Boonie,6860,1028,1,230.000000,1,completed
UV Pro Wide Brim-PO78,8714,1027,1,1600.000000,1,completed
UV Pro Wide Brim-PO78,6861,1027,1,850.000000,1,completed
Sahara Cap with Cape-PO64,6871,1026,1,1200.000000,1,completed
Sahara Cap with Cape-PO64,9220,1026,1,1200.000000,1,completed
Screenline Cap-Asphalt-OS-PO64,6861,1025,1,2000.000000,1,completed
Screenline Cap-Asphalt-OS-PO64,6860,1025,1,3000.000000,1,completed
Sahara Path Hat-PO64,7029,1024,0,1800.000000,0,approval
Sahara Path Hat-PO64,6883,1024,0,600.000000,1,approval
Sahara Guide Hat-PO64,6883,1023,1,6700.000000,1,completed
Sahara Guide Hat-PO64,6882,1023,1,9000.000000,1,completed
Sahara Guide Hat-PO64,6861,1023,1,3500.000000,1,completed
Wide Brim No Fly Zone Hat-Tan-LXL-PO66,9134,1022,0,175.000000,0,approval
DYC-US-220828-Monbarth-625-Opt06/opt07,7232,1021,1,620.000000,1,completed
CIE-220519 - SMS,8506,1020,1,160.000000,1,completed
CIE-220519 - SMS,8505,1020,1,160.000000,1,completed
CIE-220519 - SMS,10285,1020,1,48.000000,1,completed
CIE-220519 - SMS,10284,1020,1,48.000000,1,completed
CIE-220519 - SMS,8649,1020,1,90.000000,1,completed
CIE-220519 - SMS,8648,1020,1,90.000000,1,completed
CIE-220519 - SMS,8575,1020,1,90.000000,1,completed
CIE-220519 - SMS,8574,1020,1,90.000000,1,completed
CIE-220519 - SMS,10186,1020,1,70.000000,1,completed
CIE-220519 - SMS,10185,1020,1,70.000000,1,completed
CIE-220519 - SMS,10491,1020,1,70.000000,1,completed
CIE-220519 - SMS,11072,1020,1,70.000000,1,completed
CIE-220519 - SMS,8922,1020,1,50.000000,1,completed
CIE-220519 - SMS,8467,1020,1,50.000000,1,completed
CIE-220519 - SMS,10844,1020,1,50.000000,1,completed
CIE-220519 - SMS,10843,1020,1,50.000000,1,completed
CIE-220519 - SMS,9922,1020,1,50.000000,1,completed
CIE-220519 - SMS,9921,1020,1,50.000000,1,completed
CIE-220519 - PYNCap - Iconic VC Moya LXL CIE-220519 - PYNCap - Iconic VC Minde SM CIE-220519 - PYNCap - Iconic VC Sanyon SM,10985,1019,1,130.000000,1,completed
CIE-220519 - PYNCap - Iconic VC Moya LXL CIE-220519 - PYNCap - Iconic VC Minde SM CIE-220519 - PYNCap - Iconic VC Sanyon SM,10984,1019,1,120.000000,1,completed
CIE-220519 - PYNCap - Iconic VC Moya LXL CIE-220519 - PYNCap - Iconic VC Minde SM CIE-220519 - PYNCap - Iconic VC Sanyon SM,10964,1019,1,120.000000,1,completed
CIE-220519 - SMS,7244,1018,1,150.000000,1,completed
CIE-220519 - SMS,7758,1018,1,140.000000,1,completed
CIE-220519 - SMS,9147,1018,1,48.000000,1,completed
CIE-220519 - SMS,7763,1018,1,95.000000,1,completed
CIE-220519 - SMS,7247,1018,1,180.000000,1,completed
CIE-220519 - SMS,7278,1018,1,48.000000,1,completed
CIE-220519 - SMS,7242,1018,1,48.000000,1,completed
CIE-220519 - SMS,10885,1018,1,48.000000,1,completed
CIE-220519 - SMS,7296,1018,1,95.000000,1,completed
CIE-220519 - SMS,7740,1018,1,48.000000,1,completed
CIE-220519 - SMS,7735,1018,1,45.000000,1,completed
CIE-220519 - SMS,10287,1018,1,48.000000,1,completed
SMS-CIELE-CIE-220519 - FSTCap SC - Clean Shadowcast CIE-220519 - GOCap SC - Winc Whitaker CIE-220519 - GOCap - Over Red Earth CIE-220519 - GOCap - Over Shadowcast CIE-220519 - CRWCap SC - Clean Shadowcast CIE-220519 - GOCap SC - Clean Shadowcast,8490,1017,1,200.000000,1,completed
SMS-CIELE-CIE-220519 - FSTCap SC - Clean Shadowcast CIE-220519 - GOCap SC - Winc Whitaker CIE-220519 - GOCap - Over Red Earth CIE-220519 - GOCap - Over Shadowcast CIE-220519 - CRWCap SC - Clean Shadowcast CIE-220519 - GOCap SC - Clean Shadowcast,8489,1017,1,200.000000,1,completed
DYC-US-221004-E11even,9445,1016,0,1900.000000,1,approval
DYC-US-221004-E11even,9348,1016,0,1900.000000,0,approval
DYC-US-221004-E11even,9444,1016,0,480.000000,1,approval
DYC-US-221004-E11even,9367,1016,0,480.000000,0,approval
JP-221004-SODASHI EARS,7300,1015,1,260.000000,1,completed
DYC-AU-220831-Whisky Lullaby,7213,1014,1,410.000000,1,completed
DYC-AU-220831-Whisky Lullaby,10687,1014,1,85.000000,1,completed
DYC-AU-220831-Whisky Lullaby,10686,1014,1,85.000000,1,completed
DYC-AU-220920-Paradigm-Opt01,6962,1013,0,180.000000,0,approval
DYC-AU-220920-Paradigm-Opt01,10142,1013,0,85.000000,0,approval
DYC-AU-220920-Paradigm-Opt01,10141,1013,0,85.000000,0,approval
DYC-US-220901-Lightning Transport-627-Opt09,10888,1012,1,180.000000,1,completed
DYC-US-220901-Lightning Transport-627-Opt09,10895,1012,1,85.000000,1,completed
DYC-US-220901-Lightning Transport-627-Opt09,10894,1012,1,85.000000,1,completed
TTD-061022-196-Trung Việt,10283,1011,1,2.000000,1,completed
TTD-121022-201-Trung Việt,9098,1010,1,26.000000,1,completed
TTD-121022-201-Trung Việt,9204,1010,1,2.000000,1,completed
TTD-121022-201-Trung Việt,9203,1010,1,2.500000,1,completed
TTD-121022-201-Trung Việt,10987,1010,1,15.500000,1,completed
TTD-121022-201-Trung Việt,10841,1010,1,14.000000,1,completed
TTD-121022-201-Trung Việt,10434,1010,1,4.000000,1,completed
TTD-121022-201-Trung Việt,8441,1010,1,2.000000,1,completed
TTD-121022-201-Trung Việt,8440,1010,1,11.000000,1,completed
TTD-121022-201-Trung Việt,8436,1010,1,6.500000,1,completed
TTD-121022-201-Trung Việt,8439,1010,1,6.000000,1,completed
TTD-121022-201-Trung Việt,1811,1010,1,6.500000,1,completed
TTD-131022-012-Anh Hùng,11047,1009,1,27.000000,1,completed
TTD-131022-012-Anh Hùng,283,1009,1,27.000000,1,completed
TTD-131022-012-Anh Hùng,11049,1009,1,17.000000,1,completed
TTD-131022-012-Anh Hùng,11050,1009,1,22.000000,1,completed
DYC-CH1-220927-Xtreme Sports Verbier-Opt04,8522,1008,0,85.000000,0,approval
DYC-CH1-220927-Xtreme Sports Verbier-Opt04,8376,1008,0,85.000000,0,approval
DYC-US-220828-Wally Castro-624-Opt04,7319,1007,0,180.000000,0,approval
DYC-US-220828-Wally Castro-624-Opt04,10371,1007,0,85.000000,0,approval
DYC-US-220828-Wally Castro-624-Opt04,10370,1007,0,85.000000,0,approval
DYC-US-220818-Boston Whaler-620,10938,1006,0,180.000000,0,approval
DYC-US-220818-Boston Whaler-620,8788,1006,0,85.000000,1,approval
DYC-US-220818-Boston Whaler-620,8787,1006,0,85.000000,0,approval
MOVEMENT-TTDKTY-ST570,9051,1005,1,381.000000,1,completed
TTDKTY-220825-BK585-Khaki..,8644,1004,1,700.000000,1,completed
TTD-061022-070-Hằng Phong,1065,1003,1,11.000000,1,completed
TTD-061022-070-Hằng Phong,1063,1003,1,4.000000,1,completed
TTD-061022-070-Hằng Phong,1061,1003,1,56.000000,1,completed
TTD-061022-070-Hằng Phong,6691,1003,1,32.000000,1,completed
TTD-061022-070-Hằng Phong,9662,1003,1,42.500000,1,completed
TTD-061022-070-Hằng Phong,8677,1003,1,27.000000,1,completed
TTD-061022-070-Hằng Phong,9131,1003,1,29.000000,1,completed
TTD-061022-070-Hằng Phong,8434,1003,1,40.500000,1,completed
TTD-061022-070-Hằng Phong,1810,1003,1,25.000000,1,completed
TTD-061022-070-Hằng Phong,10987,1003,1,32.000000,1,completed
