product_code,order_id,production_order_id,production_code,quantity_production_order,quantity_exported_production_order,time_create,completed_at,time_stock_out
5-DCI005-000-00-TR,699,1010,PYC-356-PHOI,912.000000,912.000000,2022-08-10,2022-08-15,2022-08-11
8-CI0001-BLK-DE-TR,699,1010,PYC-356-PHOI,912.000000,912.000000,2022-08-10,2022-08-15,2022-08-11
8-CI0004-000-DE-MX,699,1010,PYC-356-PHOI,912.000000,912.000000,2022-08-10,2022-08-15,2022-08-11
8-CI0005-000-DE-MX,699,1010,PYC-356-PHOI,912.000000,912.000000,2022-08-10,2022-08-15,2022-08-11
8-CI0013-000-ST-TL,699,1010,PYC-356-PHOI,912.000000,912.000000,2022-08-10,2022-08-15,2022-08-11
7-CM0BLK-BLK-50-PP,699,1010,PYC-356-PHOI,2.800000,2.800000,2022-08-10,2022-08-15,2022-08-11
9-L29115-BLK-00-TQ,699,1010,PYC-356-PHOI,912.000000,912.000000,2022-08-10,2022-08-15,2022-08-11
9-B03680-WHI-00-HN,699,1010,PYC-356-PHOI,36.480000,36.480000,2022-08-10,2022-08-15,2022-08-11
9-HCI001-000-00-TR,699,1010,PYC-356-PHOI,912.000000,912.000000,2022-08-10,2022-08-15,2022-08-11
9-HCI002-000-00-TR,699,1010,PYC-356-PHOI,912.000000,912.000000,2022-08-10,2022-08-15,2022-08-11
9-HCI006-000-00-TR,699,1010,PYC-356-PHOI,912.000000,912.000000,2022-08-10,2022-08-15,2022-08-11
1-RPHW1R-ROL-00-HF,699,919,PYC-327-CAT,31.900000,34.000000,2022-08-05,2022-08-08,2022-08-06
1-RPHW1R-ROL-L4-HF,699,919,PYC-327-CAT,13.200000,14.000000,2022-08-05,2022-08-08,2022-08-06
1-RPHW1R-ROL-L2-HF,699,919,PYC-327-CAT,36.000000,38.000000,2022-08-05,2022-08-08,2022-08-06
1-RPMK1R-ROL-00-IF,699,919,PYC-327-CAT,40.400000,44.000000,2022-08-05,2022-08-08,2022-08-06
5-DCI005-000-00-TR,700,1964,PYC-682-PHOI,1200.000000,1200.000000,2022-10-27,2022-10-28,2022-10-29
9-HCI006-000-00-TR,700,1964,PYC-682-PHOI,1200.000000,1200.000000,2022-10-27,2022-10-28,2022-10-29
4-RPHW1R-FOR-N2-36,700,2009,PYC-702-PHOI,618.000000,618.000000,2022-11-01,2022-11-02,2022-11-01
4-RPMK1R-FOR-DB-35,700,2041,PYC-719-PHOI,741.600000,770.000000,2022-11-03,2022-11-04,2022-11-04
9-MCU75C-WHI-25-FR,700,2130,PYC-765-CAT,25.000000,25.000000,2022-11-11,2022-11-12,2022-11-11
9-HCI001-000-00-TR,700,1358,PYC-473-PHOI,1200.000000,1200.000000,2022-09-09,2022-09-10,2022-09-12
6-NH092K-BLK-00-KK,700,1401,PYC-489-PHOI,1200.000000,1200.000000,2022-09-13,2022-09-14,2022-09-13
7-CM2033-GRN-50-PP,700,1194,PYC-418-PHOI,16.700000,16.700000,2022-08-24,2022-08-25,2022-08-25
5-DA0098-BLK-20-PI,700,1194,PYC-418-PHOI,384.000000,384.000000,2022-08-24,2022-08-25,2022-08-25
8-CI0001-BLK-DE-TR,700,1194,PYC-418-PHOI,1200.000000,1200.000000,2022-08-24,2022-08-25,2022-08-25
8-CI0004-000-DE-MX,700,1194,PYC-418-PHOI,1200.000000,1200.000000,2022-08-24,2022-08-25,2022-08-25
8-CI0005-000-DE-MX,700,1194,PYC-418-PHOI,1200.000000,1200.000000,2022-08-24,2022-08-25,2022-08-25
8-CI0013-000-ST-TL,700,1194,PYC-418-PHOI,1200.000000,1192.000000,2022-08-24,2022-08-25,2022-08-25
8-CI0013-000-ST-TL,700,1194,PYC-418-PHOI,1200.000000,8.000000,2022-08-24,2022-08-25,2022-08-25
7-CM0BLK-BLK-50-PP,700,1194,PYC-418-PHOI,3.700000,3.700000,2022-08-24,2022-08-25,2022-08-25
9-L29115-BLK-00-TQ,700,1194,PYC-418-PHOI,1200.000000,1200.000000,2022-08-24,2022-08-25,2022-08-25
9-B03680-WHI-00-HN,700,1194,PYC-418-PHOI,48.000000,48.000000,2022-08-24,2022-08-25,2022-08-25
9-HCI002-000-00-TR,700,1194,PYC-418-PHOI,1200.000000,1200.000000,2022-08-24,2022-08-25,2022-08-25
4-KATE00-BLK-N0-28,700,1194,PYC-418-PHOI,556.200000,556.200000,2022-08-24,2022-08-25,2022-08-25
4-KATE00-BLK-NL-28,700,1846,PYC-638-PHOI,1174.200000,42.580000,2022-10-18,2022-10-19,2022-10-19
4-KATE00-BLK-NL-28,700,1846,PYC-638-PHOI,1174.200000,162.000000,2022-10-18,2022-10-19,2022-10-19
4-KATE00-BLK-NL-28,700,1846,PYC-638-PHOI,1174.200000,167.000000,2022-10-18,2022-10-19,2022-10-19
4-KATE00-BLK-NL-28,700,1846,PYC-638-PHOI,1174.200000,167.000000,2022-10-18,2022-10-19,2022-10-19
4-KATE00-BLK-NL-28,700,1846,PYC-638-PHOI,1174.200000,165.000000,2022-10-18,2022-10-19,2022-10-19
4-KATE00-BLK-NL-28,700,1846,PYC-638-PHOI,1174.200000,165.000000,2022-10-18,2022-10-19,2022-10-19
4-KATE00-BLK-NL-28,700,1846,PYC-638-PHOI,1174.200000,165.000000,2022-10-18,2022-10-19,2022-10-19
4-KATE00-BLK-NL-28,700,1846,PYC-638-PHOI,1174.200000,140.620000,2022-10-18,2022-10-19,2022-10-19
1-RPHW1R-FOR-00-HF,700,1943,PYC-700-CAT,42.000000,42.000000,2022-10-26,2022-10-27,2022-10-27
1-RPHW1R-FOR-L4-HF,700,1943,PYC-700-CAT,17.300000,18.000000,2022-10-26,2022-10-27,2022-10-27
1-RPHW1R-FOR-L2-HF,700,1943,PYC-700-CAT,47.400000,50.000000,2022-10-26,2022-10-27,2022-10-27
1-RPMK1R-FOR-00-IF,700,1943,PYC-700-CAT,53.100000,55.000000,2022-10-26,2022-10-27,2022-10-27
4-KATE00-BLK-NL-28,701,1846,PYC-638-PHOI,100.200000,24.380000,2022-10-18,2022-10-19,2022-10-19
4-KATE00-BLK-NL-28,701,1846,PYC-638-PHOI,100.200000,75.820000,2022-10-18,2022-10-19,2022-10-19
4-RPMK1R-BGD-DB-35,701,990,PYC-352-PHOI,449.300000,449.300000,2022-08-10,2022-08-11,2022-08-12
5-DA0098-BLK-20-PI,701,1010,PYC-356-PHOI,230.400000,230.400000,2022-08-10,2022-08-15,2022-08-11
5-DCI005-000-00-TR,701,1010,PYC-356-PHOI,720.000000,559.900000,2022-08-10,2022-08-15,2022-08-11
5-DCI005-000-00-TR,701,1010,PYC-356-PHOI,720.000000,160.100000,2022-08-10,2022-08-15,2022-08-11
8-CI0001-BLK-DE-TR,701,1010,PYC-356-PHOI,720.000000,720.000000,2022-08-10,2022-08-15,2022-08-11
8-CI0004-000-DE-MX,701,1010,PYC-356-PHOI,720.000000,720.000000,2022-08-10,2022-08-15,2022-08-11
8-CI0005-000-DE-MX,701,1010,PYC-356-PHOI,720.000000,313.500000,2022-08-10,2022-08-15,2022-08-11
8-CI0005-000-DE-MX,701,1010,PYC-356-PHOI,720.000000,406.500000,2022-08-10,2022-08-15,2022-08-11
8-CI0013-000-ST-TL,701,1010,PYC-356-PHOI,720.000000,720.000000,2022-08-10,2022-08-15,2022-08-11
7-CM3966-BGD-50-PP,701,1010,PYC-356-PHOI,7.200000,7.200000,2022-08-10,2022-08-15,2022-08-11
7-CM0BLK-BLK-50-PP,701,1010,PYC-356-PHOI,1.500000,1.500000,2022-08-10,2022-08-15,2022-08-11
9-L29115-BLK-00-TQ,701,1010,PYC-356-PHOI,748.800000,748.800000,2022-08-10,2022-08-15,2022-08-11
9-B03680-WHI-00-HN,701,1010,PYC-356-PHOI,28.800000,28.800000,2022-08-10,2022-08-15,2022-08-11
9-HCI001-000-00-TR,701,1010,PYC-356-PHOI,720.000000,720.000000,2022-08-10,2022-08-15,2022-08-11
9-HCI002-000-00-TR,701,1010,PYC-356-PHOI,720.000000,720.000000,2022-08-10,2022-08-15,2022-08-11
9-HCI006-000-00-TR,701,1010,PYC-356-PHOI,720.000000,720.000000,2022-08-10,2022-08-15,2022-08-11
4-RPHW1R-BGD-N2-36,701,1194,PYC-418-PHOI,374.400000,374.400000,2022-08-24,2022-08-25,2022-08-25
4-KATE00-BLK-N0-28,701,1194,PYC-418-PHOI,337.000000,337.000000,2022-08-24,2022-08-25,2022-08-25
6-NH092K-BLK-00-KK,701,1401,PYC-489-PHOI,720.000000,720.000000,2022-09-13,2022-09-14,2022-09-13
1-RPHW1R-BGD-00-HF,701,914,PYC-325-CAT,25.500000,28.000000,2022-08-05,2022-08-06,2022-08-06
1-RPHW1R-BGD-L4-HF,701,914,PYC-325-CAT,10.500000,12.000000,2022-08-05,2022-08-06,2022-08-06
1-RPHW1R-BGD-L2-HF,701,914,PYC-325-CAT,28.800000,29.000000,2022-08-05,2022-08-06,2022-08-06
1-RPMK1R-BGD-00-IF,701,914,PYC-325-CAT,32.200000,34.500000,2022-08-05,2022-08-06,2022-08-06
9-664740-Y00-5L-BN,702,826,PYC-104-THUDUC,1.000000,1.000000,2022-07-29,2022-07-30,2022-07-30
9-642218-Y00-3L-BN,702,826,PYC-104-THUDUC,4.000000,4.000000,2022-07-29,2022-07-30,2022-07-30
2-GANXAM-GRY-00-WW,702,924,PYC-329-CAT,3.100000,3.100000,2022-08-05,2022-08-06,2022-08-06
7-CM8524-BRO-50-PP,702,509,PYC-57-THUDUC,2.000000,2.000000,2022-07-01,2022-07-02,2022-07-07
7-CM0BLK-BLK-50-PP,702,509,PYC-57-THUDUC,1.000000,1.000000,2022-07-01,2022-07-02,2022-07-07
9-NS3C02-000-00-NT,702,509,PYC-57-THUDUC,103.000000,103.000000,2022-07-01,2022-07-02,2022-07-07
9-GDTHMB-BLK-20-AN,702,509,PYC-57-THUDUC,9.900000,9.900000,2022-07-01,2022-07-02,2022-07-07
9-GDTHMG-BLK-20-AN,702,509,PYC-57-THUDUC,9.900000,9.900000,2022-07-01,2022-07-02,2022-07-07
9-B03680-WHI-00-HN,702,509,PYC-57-THUDUC,4.000000,4.000000,2022-07-01,2022-07-02,2022-07-07
3-NH3930-BLK-23-CY,702,509,PYC-57-THUDUC,101.000000,101.000000,2022-07-01,2022-07-02,2022-07-07
8-PH0012-000-ST-TL,702,509,PYC-57-THUDUC,101.000000,101.000000,2022-07-01,2022-07-02,2022-07-07
4-KATE00-BLK-N0-28,702,509,PYC-57-THUDUC,148.500000,148.500000,2022-07-01,2022-07-02,2022-07-07
1-CVAC53-DHE-00-HV,702,511,PYC-196-CAT,12.200000,12.200000,2022-07-01,2022-07-02,2022-07-04
1-CVAC53-DHE-L2-HV,702,511,PYC-196-CAT,2.200000,2.200000,2022-07-01,2022-07-02,2022-07-04
4-CVAC06-BLK-D6-30,702,794,PYC-98-THUDUC,66.000000,66.000000,2022-07-27,2022-07-28,2022-07-27
4-CVAC06-BLK-D6-30,703,794,PYC-98-THUDUC,66.000000,66.000000,2022-07-27,2022-07-28,2022-07-27
9-664740-Y00-5L-BN,703,826,PYC-104-THUDUC,1.000000,1.000000,2022-07-29,2022-07-30,2022-07-30
9-642218-Y00-3L-BN,703,826,PYC-104-THUDUC,4.000000,4.000000,2022-07-29,2022-07-30,2022-07-30
7-CM8524-BRO-50-PP,703,509,PYC-57-THUDUC,2.000000,2.000000,2022-07-01,2022-07-02,2022-07-07
7-CM0BLK-BLK-50-PP,703,509,PYC-57-THUDUC,1.000000,1.000000,2022-07-01,2022-07-02,2022-07-07
9-NS3C02-000-00-NT,703,509,PYC-57-THUDUC,103.000000,103.000000,2022-07-01,2022-07-02,2022-07-07
9-GDTHMB-BLK-20-AN,703,509,PYC-57-THUDUC,9.900000,9.900000,2022-07-01,2022-07-02,2022-07-07
9-GDTHMG-BLK-20-AN,703,509,PYC-57-THUDUC,9.900000,9.900000,2022-07-01,2022-07-02,2022-07-07
9-B03680-WHI-00-HN,703,509,PYC-57-THUDUC,4.000000,4.000000,2022-07-01,2022-07-02,2022-07-07
3-NH3930-BLK-23-CY,703,509,PYC-57-THUDUC,101.000000,101.000000,2022-07-01,2022-07-02,2022-07-07
8-PH0012-000-ST-TL,703,509,PYC-57-THUDUC,101.000000,101.000000,2022-07-01,2022-07-02,2022-07-07
4-KATE00-BLK-N0-28,703,509,PYC-57-THUDUC,148.500000,148.500000,2022-07-01,2022-07-02,2022-07-07
1-CVAC53-DHE-00-HV,703,511,PYC-196-CAT,12.200000,12.200000,2022-07-01,2022-07-02,2022-07-04
1-CVAC53-DHE-V1-HV,703,511,PYC-196-CAT,2.200000,2.200000,2022-07-01,2022-07-02,2022-07-04
1-L3090R-BLK-02-DD,704,555,PYC-69-THIENDUC,108.315000,108.315000,2022-07-05,2022-07-06,2022-07-08
1-THUPIN-WHI-M5-AT,704,556,PYC-210-CAT,52.200000,52.200000,2022-07-05,2022-07-06,2022-07-08
6-NH7000-BLK-LG-WW,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
6-NH7000-BLK-LG-WW,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
6-NH7000-BLK-LG-WW,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
6-NH0H2H-BLK-00-NC,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
6-NH0H2H-BLK-00-NC,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
6-NH0H2H-BLK-00-NC,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
7-CM1712-WHI-50-PP,704,557,PYC-70-THIENDUC,2.000000,2.000000,2022-07-05,2022-07-06,2022-07-11
7-CM9870-GRY-50-PP,704,557,PYC-70-THIENDUC,2.000000,2.000000,2022-07-05,2022-07-06,2022-07-11
7-CM9981-GRY-50-PP,704,557,PYC-70-THIENDUC,1.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
5-DA0275-BLK-20-PI,704,557,PYC-70-THIENDUC,775.000000,775.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0011-000-IN-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0011-000-IN-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0011-000-IN-MX,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0079-000-IN-TL,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0079-000-IN-TL,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0079-000-IN-TL,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0170-000-DE-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0170-000-DE-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0170-000-DE-MX,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0175-000-DE-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0175-000-DE-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0175-000-DE-MX,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0192-000-DE-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0192-000-DE-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0192-000-DE-MX,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA056-000-00-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA056-000-00-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA056-000-00-MX,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA063-000-00-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA063-000-00-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA063-000-00-MX,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA093-000-00-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA093-000-00-MX,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA093-000-00-MX,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
7-CM0BLK-BLK-50-PP,704,557,PYC-70-THIENDUC,16.000000,16.000000,2022-07-05,2022-07-06,2022-07-11
9-NS3C02-000-00-NT,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-NS3C02-000-00-NT,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-NS3C02-000-00-NT,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
9-HCHOAM-000-00-NP,704,557,PYC-70-THIENDUC,105.000000,105.000000,2022-07-05,2022-07-06,2022-07-11
9-DANHUA-WHI-15-HO,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-DANHUA-WHI-15-HO,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-DANHUA-WHI-15-HO,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
9-MNY239-BLK-00-HO,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-MNY239-BLK-00-HO,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-MNY239-BLK-00-HO,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
9-B03680-WHI-IN-HN,704,557,PYC-70-THIENDUC,53.000000,53.000000,2022-07-05,2022-07-06,2022-07-11
3-NH2302-BLK-23-CY,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
3-NH2302-BLK-23-CY,704,557,PYC-70-THIENDUC,1305.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
3-NH2302-BLK-23-CY,704,557,PYC-70-THIENDUC,1305.000000,1303.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0217-000-IN-TL,704,557,PYC-70-THIENDUC,160.000000,160.000000,2022-07-05,2022-07-06,2022-07-11
9-DANHUA-WHI-05-AK,704,557,PYC-70-THIENDUC,2610.000000,2.000000,2022-07-05,2022-07-06,2022-07-11
9-DANHUA-WHI-05-AK,704,557,PYC-70-THIENDUC,2610.000000,2.000000,2022-07-05,2022-07-06,2022-07-11
9-DANHUA-WHI-05-AK,704,557,PYC-70-THIENDUC,2610.000000,2606.000000,2022-07-05,2022-07-06,2022-07-11
4-KATE00-CBY-NL-28,704,557,PYC-70-THIENDUC,1905.300000,1.000000,2022-07-05,2022-07-06,2022-07-11
4-KATE00-CBY-NL-28,704,557,PYC-70-THIENDUC,1905.300000,1.000000,2022-07-05,2022-07-06,2022-07-11
4-KATE00-CBY-NL-28,704,557,PYC-70-THIENDUC,1905.300000,1903.300000,2022-07-05,2022-07-06,2022-07-11
8-SA0217-000-IN-TL,704,696,PYC-88-THIENDUC,1145.000000,1145.000000,2022-07-19,2022-07-20,2022-07-19
7-CM9981-GRY-50-PP,704,752,PYC-98-THIENDUC,1.000000,1.000000,2022-07-23,2022-07-25,2022-07-26
9-664757-Y01-5L-BN,704,755,PYC-99-THIENDUC,9.000000,9.000000,2022-07-23,2022-07-27,2022-07-26
9-642218-Y01-3L-BN,704,755,PYC-99-THIENDUC,59.000000,59.000000,2022-07-23,2022-07-27,2022-07-26
5-DA0275-BLK-20-PI,704,647,PYC-83-THIENDUC,530.000000,530.000000,2022-07-14,2022-07-15,2022-07-19
4-PH563B-BLK-DB-35,704,868,PYC-112-THIENDUC,783.000000,783.000000,2022-08-02,2022-08-03,2022-08-03
7-CM9981-GRY-50-PP,704,995,PYC-128-THIENDUC,1.000000,1.000000,2022-08-10,2022-08-11,2022-08-10
1-CO7033-BLK-00-EW,704,998,PYC-130-THIENDUC,56.120000,56.120000,2022-08-10,2022-08-11,2022-08-11
1-NY2110-GRP-L1-CO,705,994,PYC-129-THIENDUC,37.510000,37.300000,2022-08-10,2022-08-11,2022-08-11
1-NY2110-GRP-L1-CO,705,994,PYC-129-THIENDUC,37.510000,0.210000,2022-08-10,2022-08-11,2022-08-15
5-DAQ122-BLK-05-PI,705,995,PYC-128-THIENDUC,443.300000,443.300000,2022-08-10,2022-08-11,2022-08-10
1-CO7033-BLK-00-EW,705,998,PYC-130-THIENDUC,37.510000,37.510000,2022-08-10,2022-08-11,2022-08-11
4-NY2110-GRP-DW-35,705,868,PYC-112-THIENDUC,1005.950000,1005.950000,2022-08-02,2022-08-03,2022-08-03
8-SA0217-000-IN-TL,705,696,PYC-88-THIENDUC,1705.000000,1705.000000,2022-07-19,2022-07-20,2022-07-19
9-664757-Y01-5L-BN,705,755,PYC-99-THIENDUC,12.000000,12.000000,2022-07-23,2022-07-27,2022-07-26
9-642218-Y01-3L-BN,705,755,PYC-99-THIENDUC,77.000000,58.000000,2022-07-23,2022-07-27,2022-07-26
9-642218-Y01-3L-BN,705,755,PYC-99-THIENDUC,77.000000,19.000000,2022-07-23,2022-07-27,2022-07-26
1-L3090R-BLK-02-DD,705,555,PYC-69-THIENDUC,141.515000,141.515000,2022-07-05,2022-07-06,2022-07-08
1-THUPIN-WHI-M5-AT,705,556,PYC-210-CAT,68.200000,68.200000,2022-07-05,2022-07-06,2022-07-08
6-NH7000-BLK-LG-WW,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
6-NH7000-BLK-LG-WW,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
6-NH7000-BLK-LG-WW,705,557,PYC-70-THIENDUC,1705.000000,1703.000000,2022-07-05,2022-07-06,2022-07-11
6-NH0H2H-BLK-00-NC,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
6-NH0H2H-BLK-00-NC,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
6-NH0H2H-BLK-00-NC,705,557,PYC-70-THIENDUC,1705.000000,1703.000000,2022-07-05,2022-07-06,2022-07-11
7-CM1712-WHI-50-PP,705,557,PYC-70-THIENDUC,11.000000,11.000000,2022-07-05,2022-07-06,2022-07-11
7-CM9954-GRY-50-PP,705,557,PYC-70-THIENDUC,14.000000,14.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0011-000-IN-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0011-000-IN-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0011-000-IN-MX,705,557,PYC-70-THIENDUC,1705.000000,1703.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0079-000-IN-TL,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0079-000-IN-TL,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0079-000-IN-TL,705,557,PYC-70-THIENDUC,1705.000000,1703.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0170-000-DE-MX,705,557,PYC-70-THIENDUC,1705.000000,150.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0170-000-DE-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0170-000-DE-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0170-000-DE-MX,705,557,PYC-70-THIENDUC,1705.000000,1553.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0175-000-DE-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0175-000-DE-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0175-000-DE-MX,705,557,PYC-70-THIENDUC,1705.000000,1703.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0192-000-DE-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0192-000-DE-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
8-SA0192-000-DE-MX,705,557,PYC-70-THIENDUC,1705.000000,1703.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA056-000-00-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA056-000-00-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA056-000-00-MX,705,557,PYC-70-THIENDUC,1705.000000,1703.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA059-000-00-CO,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA059-000-00-CO,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA059-000-00-CO,705,557,PYC-70-THIENDUC,1705.000000,1703.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA063-000-00-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA063-000-00-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA063-000-00-MX,705,557,PYC-70-THIENDUC,1705.000000,1703.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA093-000-00-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA093-000-00-MX,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-HSA093-000-00-MX,705,557,PYC-70-THIENDUC,1705.000000,1703.000000,2022-07-05,2022-07-06,2022-07-11
7-CM0BLK-BLK-50-PP,705,557,PYC-70-THIENDUC,23.000000,23.000000,2022-07-05,2022-07-06,2022-07-11
9-NS3C02-000-00-NT,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-NS3C02-000-00-NT,705,557,PYC-70-THIENDUC,1705.000000,1.000000,2022-07-05,2022-07-06,2022-07-11
9-NS3C02-000-00-NT,705,557,PYC-70-THIENDUC,1705.000000,1703.000000,2022-07-05,2022-07-06,2022-07-11
9-HCHOAM-000-00-NP,705,557,PYC-70-THIENDUC,137.000000,137.000000,2022-07-05,2022-07-06,2022-07-11
