position,total_quota,parent_product,order_code,product_code,order_quota
Thân lưới,55.770000,1857,Sahara Path Hat-Cork-M-PO64,1-LH1279-CRK-00-UL,0.087000
Vành mút,124.350000,6195,Sahara Path Hat-Cork-M-PO64,9-1001NF-WHI-18-CB,0.194000
Đai,32.050000,1544,Sahara Path Hat-Cork-M-PO64,1-PH0774-PEW-00-UL,0.050000
Viền trong chóp,160.250000,6883,Sahara Path Hat-Cork-M-PO64,4-KATE00-TAN-N0-28,0.250000
Viền bọc đỉnh,512.800000,7029,Sahara Path Hat-Cork-M-PO64,4-KATE00-TAN-N0-36,0.800000
Dây rút trong,576.900000,6952,Sahara Path Hat-Cork-M-PO64,4-P983UV-GRY-N0-28,0.900000
Dây quai,666.640000,3958,Sahara Path Hat-Cork-M-PO64,5-DA7520-W04-07-CW,1.040000
Cước vành,660.230000,6586,Sahara Path Hat-Cork-M-PO64,9-CUOCVA-000-15-GP,1.030000
Ống nhựa luồn cọng cước,0.190000,7803,Sahara Path Hat-Cork-M-PO64,9-OGNHUA-000-03-AK,0.000300
Mắt cáo,1282.000000,7829,Sahara Path Hat-Cork-M-PO64,9-MATCAO-BLK-00-DF,2.000000
Khóa xỏ dây quai,641.000000,2494,Sahara Path Hat-Cork-M-PO64,6-NHCL23-BLK-00-NC,1.000000
Nút chặn dây quai,641.000000,2557,Sahara Path Hat-Cork-M-PO64,6-NHTS08-BLK-00-NC,1.000000
Nhãn ngoài - Logo REI,641.000000,5507,Sahara Path Hat-Cork-M-PO64,8-SA0129-000-DE-BD,1.000000
Nhãn size,641.000000,10077,Sahara Path Hat-Cork-M-PO64,8-SA0230-000-ST-BD,1.000000
"Chỉ may chính, viền trong",12.820000,3580,Sahara Path Hat-Cork-M-PO64,7-CM8663-BGE-50-PP,0.020000
Chỉ may dây rút,0.640000,3657,Sahara Path Hat-Cork-M-PO64,7-CM9678-GRY-50-PP,0.001000
Chỉ may đai,1.280000,3646,Sahara Path Hat-Cork-M-PO64,7-CM9633-QRY-50-PP,0.002000
Đỉnh,10.410000,1327,Sahara Path Hat-Cork-S-PO64,1-P3582R-CRK-G2-EV,0.043000
Band,6.780000,1328,Sahara Path Hat-Cork-S-PO64,1-P3582R-CRK-L1-EV,0.028000
Vành trên,22.020000,1328,Sahara Path Hat-Cork-S-PO64,1-P3582R-CRK-L1-EV,0.091000
Viền vành,295.240000,9926,Sahara Path Hat-Cork-S-PO64,4-P3582R-CRK-N1-36,1.220000
Thân lưới,20.090000,1857,Sahara Path Hat-Cork-S-PO64,1-LH1279-CRK-00-UL,0.083000
Vành mút,30.250000,6195,Sahara Path Hat-Cork-S-PO64,9-1001NF-WHI-18-CB,0.125000
Đai,11.620000,1544,Sahara Path Hat-Cork-S-PO64,1-PH0774-PEW-00-UL,0.048000
Viền trong chóp,60.500000,6883,Sahara Path Hat-Cork-S-PO64,4-KATE00-TAN-N0-28,0.250000
Viền bọc đỉnh,193.600000,7029,Sahara Path Hat-Cork-S-PO64,4-KATE00-TAN-N0-36,0.800000
Dây rút trong,217.800000,6952,Sahara Path Hat-Cork-S-PO64,4-P983UV-GRY-N0-28,0.900000
Dây quai,246.840000,3958,Sahara Path Hat-Cork-S-PO64,5-DA7520-W04-07-CW,1.020000
Cước vành,242.000000,6586,Sahara Path Hat-Cork-S-PO64,9-CUOCVA-000-15-GP,1.000000
Ống nhựa luồn cọng cước,0.070000,7803,Sahara Path Hat-Cork-S-PO64,9-OGNHUA-000-03-AK,0.000300
Mắt cáo,484.000000,7829,Sahara Path Hat-Cork-S-PO64,9-MATCAO-BLK-00-DF,2.000000
Khóa xỏ dây quai,242.000000,2494,Sahara Path Hat-Cork-S-PO64,6-NHCL23-BLK-00-NC,1.000000
Nút chặn dây quai,242.000000,2557,Sahara Path Hat-Cork-S-PO64,6-NHTS08-BLK-00-NC,1.000000
Nhãn ngoài - Logo REI,242.000000,5507,Sahara Path Hat-Cork-S-PO64,8-SA0129-000-DE-BD,1.000000
Nhãn size,242.000000,10076,Sahara Path Hat-Cork-S-PO64,8-SA0229-000-ST-BD,1.000000
"Chỉ may chính, viền trong",4.840000,3580,Sahara Path Hat-Cork-S-PO64,7-CM8663-BGE-50-PP,0.020000
Chỉ may dây rút,0.240000,3657,Sahara Path Hat-Cork-S-PO64,7-CM9678-GRY-50-PP,0.001000
Chỉ may đai,0.480000,3646,Sahara Path Hat-Cork-S-PO64,7-CM9633-QRY-50-PP,0.002000
Vành dưới,22.020000,1215,Sahara Path Hat-Cork-S-PO64,1-P983UV-WTK-L1-EV,
Mặt,2.750000,77,AD-220806-BARBE ROUSSE RED,1-CVAC04-SCA-L2-HV,0.025000
Hông,3.050000,74,AD-220806-BARBE ROUSSE RED,1-CVAC04-SCA-00-HV,0.027700
Đuôi,3.340000,74,AD-220806-BARBE ROUSSE RED,1-CVAC04-SCA-00-HV,0.030400
Két trên,2.290000,74,AD-220806-BARBE ROUSSE RED,1-CVAC04-SCA-00-HV,0.020800
Két dưới+nút,2.390000,74,AD-220806-BARBE ROUSSE RED,1-CVAC04-SCA-00-HV,0.021700
Dây khóa,1.210000,74,AD-220806-BARBE ROUSSE RED,1-CVAC04-SCA-00-HV,0.011000
Đai,66.000000,8720,AD-220806-BARBE ROUSSE RED,4-CVAC04-SCA-D6-30,0.600000
Viền,148.500000,6879,AD-220806-BARBE ROUSSE RED,4-KATE00-RED-N0-28,1.350000
Két nhựa,101.000000,7592,AD-220806-BARBE ROUSSE RED,3-NH3930-BLK-23-CY,1.000000
Nút sắt,103.000000,6580,AD-220806-BARBE ROUSSE RED,9-NS3C02-000-00-NT,1.000000
Keo dựng mặt,3.400000,2348,AD-220806-BARBE ROUSSE RED,2-M83200-BLK-00-DI,0.033000
Dây size,66.000000,4015,AD-220806-BARBE ROUSSE RED,5-DAFELT-RED-07-TA,0.600000
Khóa,101.000000,2448,AD-220806-BARBE ROUSSE RED,6-BVT001-000-18-KP,1.000000
Khoen,101.000000,2562,AD-220806-BARBE ROUSSE RED,6-KHBVT0-000-18-KP,1.000000
Nhãn satin,101.000000,10092,AD-220806-BARBE ROUSSE RED,8-AD0205-000-ST-TL,1.000000
Chỉ may NÓN+ĐAI,1.500000,3351,AD-220806-BARBE ROUSSE RED,7-CM3822-RED-50-PP,0.015000
Giấy lót nón,100.000000,9757,AD-220806-BARBE ROUSSE RED,9-GL7004-450-00-TA,1.000000
Bao nylon Trắng lớn,4.000000,6731,AD-220806-BARBE ROUSSE RED,9-B03680-WHI-00-HN,0.040000
Thùng carton (100 pcs),1.000000,6786,AD-220806-BARBE ROUSSE RED,9-604336-Y02-5L-BN,0.010000
TẤM NGĂN,1.000000,8390,AD-220806-BARBE ROUSSE RED,9-TL5942-Y00-5L-BN,0.010000
Mặt,2.750000,254,AD-220806-BARBE ROUSSE NAVY,1-CVAC59-OSB-L2-HV,0.025000
Hông,3.050000,249,AD-220806-BARBE ROUSSE NAVY,1-CVAC59-OSB-00-HV,0.027700
Đuôi,3.340000,249,AD-220806-BARBE ROUSSE NAVY,1-CVAC59-OSB-00-HV,0.030400
Két trên,2.290000,249,AD-220806-BARBE ROUSSE NAVY,1-CVAC59-OSB-00-HV,0.020800
Két dưới+nút,2.390000,249,AD-220806-BARBE ROUSSE NAVY,1-CVAC59-OSB-00-HV,0.021700
Dây khóa,1.210000,249,AD-220806-BARBE ROUSSE NAVY,1-CVAC59-OSB-00-HV,0.011000
Đai,66.000000,8725,AD-220806-BARBE ROUSSE NAVY,4-CVAC59-OSB-D6-30,0.600000
Viền,148.500000,6875,AD-220806-BARBE ROUSSE NAVY,4-KATE00-OSB-N0-28,1.350000
Két nhựa,101.000000,7592,AD-220806-BARBE ROUSSE NAVY,3-NH3930-BLK-23-CY,1.000000
Nút sắt,103.000000,6580,AD-220806-BARBE ROUSSE NAVY,9-NS3C02-000-00-NT,1.000000
Keo dựng mặt,3.400000,2348,AD-220806-BARBE ROUSSE NAVY,2-M83200-BLK-00-DI,0.033000
Dây size,66.000000,8710,AD-220806-BARBE ROUSSE NAVY,5-DAFELT-OSB-07-TA,0.600000
Khóa,101.000000,2448,AD-220806-BARBE ROUSSE NAVY,6-BVT001-000-18-KP,1.000000
Khoen,101.000000,2562,AD-220806-BARBE ROUSSE NAVY,6-KHBVT0-000-18-KP,1.000000
Nhãn satin,101.000000,10092,AD-220806-BARBE ROUSSE NAVY,8-AD0205-000-ST-TL,1.000000
Chỉ may,1.500000,9587,AD-220806-BARBE ROUSSE NAVY,7-CM7930-303-30-PP,0.015000
Giấy lót nón,100.000000,9757,AD-220806-BARBE ROUSSE NAVY,9-GL7004-450-00-TA,1.000000
Bao nylon Trắng lớn,4.000000,6731,AD-220806-BARBE ROUSSE NAVY,9-B03680-WHI-00-HN,0.040000
Thùng carton (100 pcs),1.000000,6786,AD-220806-BARBE ROUSSE NAVY,9-604336-Y02-5L-BN,0.010000
TẤM NGĂN,1.000000,8390,AD-220806-BARBE ROUSSE NAVY,9-TL5942-Y00-5L-BN,0.010000
Mặt,2.750000,240,AD-220806-BARBE ROUSSE KHAKI,1-CVAC57-OLI-L2-HV,0.025000
Hông,3.050000,235,AD-220806-BARBE ROUSSE KHAKI,1-CVAC57-OLI-00-HV,0.027700
Đuôi,3.340000,235,AD-220806-BARBE ROUSSE KHAKI,1-CVAC57-OLI-00-HV,0.030400
Két trên,2.290000,235,AD-220806-BARBE ROUSSE KHAKI,1-CVAC57-OLI-00-HV,0.020800
Két dưới+nút,2.390000,235,AD-220806-BARBE ROUSSE KHAKI,1-CVAC57-OLI-00-HV,0.021700
Dây khóa,1.210000,235,AD-220806-BARBE ROUSSE KHAKI,1-CVAC57-OLI-00-HV,0.011000
Đai,66.000000,8422,AD-220806-BARBE ROUSSE KHAKI,4-CVAC57-OLI-D6-30,0.600000
Viền,148.500000,6863,AD-220806-BARBE ROUSSE KHAKI,4-KATE00-CPR-N0-28,1.350000
Két nhựa,101.000000,7592,AD-220806-BARBE ROUSSE KHAKI,3-NH3930-BLK-23-CY,1.000000
Nút sắt,103.000000,6580,AD-220806-BARBE ROUSSE KHAKI,9-NS3C02-000-00-NT,1.000000
Keo dựng mặt,3.400000,2348,AD-220806-BARBE ROUSSE KHAKI,2-M83200-BLK-00-DI,0.033000
Dây size,66.000000,4018,AD-220806-BARBE ROUSSE KHAKI,5-DAFELT-OLI-07-TA,0.600000
Khóa,101.000000,2448,AD-220806-BARBE ROUSSE KHAKI,6-BVT001-000-18-KP,1.000000
Khoen,101.000000,2562,AD-220806-BARBE ROUSSE KHAKI,6-KHBVT0-000-18-KP,1.000000
Nhãn satin,101.000000,10092,AD-220806-BARBE ROUSSE KHAKI,8-AD0205-000-ST-TL,1.000000
Chỉ may,1.500000,3577,AD-220806-BARBE ROUSSE KHAKI,7-CM8654-GRN-50-PP,0.015000
Giấy lót nón,100.000000,9757,AD-220806-BARBE ROUSSE KHAKI,9-GL7004-450-00-TA,1.000000
Bao nylon Trắng lớn,4.000000,6731,AD-220806-BARBE ROUSSE KHAKI,9-B03680-WHI-00-HN,0.040000
Thùng carton (100 pcs),1.000000,6786,AD-220806-BARBE ROUSSE KHAKI,9-604336-Y02-5L-BN,0.010000
TẤM NGĂN,1.000000,8390,AD-220806-BARBE ROUSSE KHAKI,9-TL5942-Y00-5L-BN,0.010000
Mặt,2.750000,91,AD-220806-BARBE ROUSSE BLACK,1-CVAC06-BLK-L2-HV,0.025000
Hông,3.050000,82,AD-220806-BARBE ROUSSE BLACK,1-CVAC06-BLK-00-HV,0.027700
Đuôi,3.630000,82,AD-220806-BARBE ROUSSE BLACK,1-CVAC06-BLK-00-HV,0.033000
Két trên,2.290000,82,AD-220806-BARBE ROUSSE BLACK,1-CVAC06-BLK-00-HV,0.020800
Két dưới+nút,2.390000,82,AD-220806-BARBE ROUSSE BLACK,1-CVAC06-BLK-00-HV,0.021700
Dây khóa,1.210000,82,AD-220806-BARBE ROUSSE BLACK,1-CVAC06-BLK-00-HV,0.011000
Đai,66.000000,8347,AD-220806-BARBE ROUSSE BLACK,4-CVAC06-BLK-D6-30,0.600000
Viền,148.500000,8508,AD-220806-BARBE ROUSSE BLACK,4-KATE00-BLK-N0-28,1.350000
Két nhựa,101.000000,7592,AD-220806-BARBE ROUSSE BLACK,3-NH3930-BLK-23-CY,1.000000
Nút sắt,103.000000,6580,AD-220806-BARBE ROUSSE BLACK,9-NS3C02-000-00-NT,1.000000
Keo dựng mặt,3.400000,2348,AD-220806-BARBE ROUSSE BLACK,2-M83200-BLK-00-DI,0.033000
Dây size,66.000000,3983,AD-220806-BARBE ROUSSE BLACK,5-DAFELT-BLK-07-TA,0.600000
Khóa,101.000000,2448,AD-220806-BARBE ROUSSE BLACK,6-BVT001-000-18-KP,1.000000
Khoen,101.000000,2562,AD-220806-BARBE ROUSSE BLACK,6-KHBVT0-000-18-KP,1.000000
Nhãn satin,101.000000,10092,AD-220806-BARBE ROUSSE BLACK,8-AD0205-000-ST-TL,1.000000
Chỉ may NÓN+ĐAI,1.500000,5948,AD-220806-BARBE ROUSSE BLACK,7-CM0BLK-BLK-50-PP,0.015000
Giấy lót nón,100.000000,9757,AD-220806-BARBE ROUSSE BLACK,9-GL7004-450-00-TA,1.000000
Bao nylon Trắng lớn,4.000000,6731,AD-220806-BARBE ROUSSE BLACK,9-B03680-WHI-00-HN,0.040000
Thùng carton (100 pcs),1.000000,6786,AD-220806-BARBE ROUSSE BLACK,9-604336-Y02-5L-BN,0.010000
Tấm ngăn,1.000000,8390,AD-220806-BARBE ROUSSE BLACK,9-TL5942-Y00-5L-BN,0.010000
Đỉnh,22.800000,1324,Sahara Path Hat-Army Cot Green-XL-PO64,1-P3582R-ACG-G2-EV,0.051000
Band nón ép lưới,18.770000,1325,Sahara Path Hat-Army Cot Green-XL-PO64,1-P3582R-ACG-L1-EV,0.042000
Vành trên ép lưới,44.700000,1325,Sahara Path Hat-Army Cot Green-XL-PO64,1-P3582R-ACG-L1-EV,0.100000
Viền vành ép lưới,648.150000,7823,Sahara Path Hat-Army Cot Green-XL-PO64,4-P3582R-ACG-L1-36,1.450000
Thân lưới,44.700000,1856,Sahara Path Hat-Army Cot Green-XL-PO64,1-LH1279-AMG-00-UL,0.100000
Vành dưới ép lưới,44.700000,1128,Sahara Path Hat-Army Cot Green-XL-PO64,1-P983UV-ACG-L1-EV,0.100000
Vành mút,89.400000,6195,Sahara Path Hat-Army Cot Green-XL-PO64,9-1001NF-WHI-18-CB,0.200000
Đai,24.590000,1545,Sahara Path Hat-Army Cot Green-XL-PO64,1-PH0774-SLA-00-UL,0.055000
Viền trong chóp,111.750000,6871,Sahara Path Hat-Army Cot Green-XL-PO64,4-KATE00-BNL-N0-28,0.250000
Viền bọc đỉnh,357.600000,7215,Sahara Path Hat-Army Cot Green-XL-PO64,4-KATE00-BNL-N0-36,0.800000
Dây rút trong,402.300000,6991,Sahara Path Hat-Army Cot Green-XL-PO64,4-P983UV-DGA-N0-28,0.900000
Dây quai,482.760000,3958,Sahara Path Hat-Army Cot Green-XL-PO64,5-DA7520-W04-07-CW,1.080000
Cước vành,509.580000,6586,Sahara Path Hat-Army Cot Green-XL-PO64,9-CUOCVA-000-15-GP,1.140000
Ống nhựa luồn cọng cước,0.130000,7803,Sahara Path Hat-Army Cot Green-XL-PO64,9-OGNHUA-000-03-AK,0.000300
Mắt cáo,894.000000,7829,Sahara Path Hat-Army Cot Green-XL-PO64,9-MATCAO-BLK-00-DF,2.000000
Khóa xỏ dây quai,447.000000,2557,Sahara Path Hat-Army Cot Green-XL-PO64,6-NHTS08-BLK-00-NC,1.000000
Nút chặn dây quai,447.000000,2494,Sahara Path Hat-Army Cot Green-XL-PO64,6-NHCL23-BLK-00-NC,1.000000
Nhãn ngoài - Logo REI,447.000000,5507,Sahara Path Hat-Army Cot Green-XL-PO64,8-SA0129-000-DE-BD,1.000000
Nhãn care (Small),447.000000,10079,Sahara Path Hat-Army Cot Green-XL-PO64,8-SA0232-000-ST-BD,1.000000
Nhãn PO -tracking label,447.000000,8286,Sahara Path Hat-Army Cot Green-XL-PO64,8-SA0221-000-IN-TL,1.000000
Chỉ may chính+viền trong,8.940000,3450,Sahara Path Hat-Army Cot Green-XL-PO64,7-CM6727-GRN-50-PP,0.020000
Chỉ may đai +Dây rút,1.340000,3673,Sahara Path Hat-Army Cot Green-XL-PO64,7-CM9936-GRY-50-PP,0.003000
Tem giá,447.000000,6134,Sahara Path Hat-Army Cot Green-XL-PO64,9-CSA057-000-IN-NG,1.000000
Hangtag,447.000000,7833,Sahara Path Hat-Army Cot Green-XL-PO64,9-HSA106-000-00-NG,1.000000
Đỉnh,54.850000,1324,Sahara Path Hat-Army Cot Green-L-PO64,1-P3582R-ACG-G2-EV,0.050000
Band nón ép lưới,32.910000,1325,Sahara Path Hat-Army Cot Green-L-PO64,1-P3582R-ACG-L1-EV,0.030000
Vành trên ép lưới,107.510000,1325,Sahara Path Hat-Army Cot Green-L-PO64,1-P3582R-ACG-L1-EV,0.098000
Viền vành ép lưới,1535.800000,7823,Sahara Path Hat-Army Cot Green-L-PO64,4-P3582R-ACG-L1-36,1.400000
Thân lưới,99.830000,1856,Sahara Path Hat-Army Cot Green-L-PO64,1-LH1279-AMG-00-UL,0.091000
Vành dưới ép lưới,107.510000,1128,Sahara Path Hat-Army Cot Green-L-PO64,1-P983UV-ACG-L1-EV,0.098000
Vành mút,215.010000,6195,Sahara Path Hat-Army Cot Green-L-PO64,9-1001NF-WHI-18-CB,0.196000
Đai,58.140000,1545,Sahara Path Hat-Army Cot Green-L-PO64,1-PH0774-SLA-00-UL,0.053000
Viền trong chóp,274.250000,6871,Sahara Path Hat-Army Cot Green-L-PO64,4-KATE00-BNL-N0-28,0.250000
Viền bọc đỉnh,877.600000,7215,Sahara Path Hat-Army Cot Green-L-PO64,4-KATE00-BNL-N0-36,0.800000
Dây rút trong,987.300000,6991,Sahara Path Hat-Army Cot Green-L-PO64,4-P983UV-DGA-N0-28,0.900000
Dây quai,1162.820000,3958,Sahara Path Hat-Army Cot Green-L-PO64,5-DA7520-W04-07-CW,1.060000
Cước vành,1184.760000,6586,Sahara Path Hat-Army Cot Green-L-PO64,9-CUOCVA-000-15-GP,1.080000
Ống nhựa luồn cọng cước,0.330000,7803,Sahara Path Hat-Army Cot Green-L-PO64,9-OGNHUA-000-03-AK,0.000300
Mắt cáo,2194.000000,7829,Sahara Path Hat-Army Cot Green-L-PO64,9-MATCAO-BLK-00-DF,2.000000
Khóa xỏ dây quai,1097.000000,2557,Sahara Path Hat-Army Cot Green-L-PO64,6-NHTS08-BLK-00-NC,1.000000
Nút chặn dây quai,1097.000000,2494,Sahara Path Hat-Army Cot Green-L-PO64,6-NHCL23-BLK-00-NC,1.000000
Nhãn ngoài - Logo REI,1097.000000,5507,Sahara Path Hat-Army Cot Green-L-PO64,8-SA0129-000-DE-BD,1.000000
Nhãn care (Small),1097.000000,10078,Sahara Path Hat-Army Cot Green-L-PO64,8-SA0231-000-ST-BD,1.000000
Nhãn PO -tracking label,1097.000000,8286,Sahara Path Hat-Army Cot Green-L-PO64,8-SA0221-000-IN-TL,1.000000
Chỉ may chính+viền trong,21.940000,3450,Sahara Path Hat-Army Cot Green-L-PO64,7-CM6727-GRN-50-PP,0.020000
Chỉ may đai +Dây rút,3.290000,3673,Sahara Path Hat-Army Cot Green-L-PO64,7-CM9936-GRY-50-PP,0.003000
Tem gía,1097.000000,6134,Sahara Path Hat-Army Cot Green-L-PO64,9-CSA057-000-IN-NG,1.000000
Hangtag,1097.000000,7833,Sahara Path Hat-Army Cot Green-L-PO64,9-HSA106-000-00-NG,1.000000
Đỉnh,37.030000,1324,Sahara Path Hat-Army Cot Green-M-PO64,1-P3582R-ACG-G2-EV,0.045000
Band nón ép lưới,23.870000,1325,Sahara Path Hat-Army Cot Green-M-PO64,1-P3582R-ACG-L1-EV,0.029000
Vành trên ép lưới,79.010000,1325,Sahara Path Hat-Army Cot Green-M-PO64,1-P3582R-ACG-L1-EV,0.096000
Viền vành ép lưới,1111.050000,7823,Sahara Path Hat-Army Cot Green-M-PO64,4-P3582R-ACG-L1-36,1.350000
Thân lưới,71.600000,1856,Sahara Path Hat-Army Cot Green-M-PO64,1-LH1279-AMG-00-UL,0.087000
Vành dưới ép lưới,79.010000,1128,Sahara Path Hat-Army Cot Green-M-PO64,1-P983UV-ACG-L1-EV,0.096000
Vành mút,159.660000,6195,Sahara Path Hat-Army Cot Green-M-PO64,9-1001NF-WHI-18-CB,0.194000
Đai,41.150000,1545,Sahara Path Hat-Army Cot Green-M-PO64,1-PH0774-SLA-00-UL,0.050000
Viền trong chóp,205.750000,6871,Sahara Path Hat-Army Cot Green-M-PO64,4-KATE00-BNL-N0-28,0.250000
Viền bọc đỉnh,658.400000,7215,Sahara Path Hat-Army Cot Green-M-PO64,4-KATE00-BNL-N0-36,0.800000
Dây rút trong,740.700000,6991,Sahara Path Hat-Army Cot Green-M-PO64,4-P983UV-DGA-N0-28,0.900000
Dây quai,855.920000,3958,Sahara Path Hat-Army Cot Green-M-PO64,5-DA7520-W04-07-CW,1.040000
Cước vành,847.690000,6586,Sahara Path Hat-Army Cot Green-M-PO64,9-CUOCVA-000-15-GP,1.030000
Ống nhựa luồn cọng cước,0.250000,7803,Sahara Path Hat-Army Cot Green-M-PO64,9-OGNHUA-000-03-AK,0.000300
Mắt cáo,1646.000000,7829,Sahara Path Hat-Army Cot Green-M-PO64,9-MATCAO-BLK-00-DF,2.000000
Khóa xỏ dây quai,823.000000,2494,Sahara Path Hat-Army Cot Green-M-PO64,6-NHCL23-BLK-00-NC,1.000000
Nút chặn dây quai,823.000000,2557,Sahara Path Hat-Army Cot Green-M-PO64,6-NHTS08-BLK-00-NC,1.000000
Nhãn ngoài - Logo REI,823.000000,5507,Sahara Path Hat-Army Cot Green-M-PO64,8-SA0129-000-DE-BD,1.000000
Nhãn care (Small),823.000000,10077,Sahara Path Hat-Army Cot Green-M-PO64,8-SA0230-000-ST-BD,1.000000
Nhãn PO -tracking label,823.000000,8286,Sahara Path Hat-Army Cot Green-M-PO64,8-SA0221-000-IN-TL,1.000000
Chỉ may chính+viền trong,16.460000,3450,Sahara Path Hat-Army Cot Green-M-PO64,7-CM6727-GRN-50-PP,0.020000
Chỉ may đai +Dây rút,2.470000,3673,Sahara Path Hat-Army Cot Green-M-PO64,7-CM9936-GRY-50-PP,0.003000
Hạt chống ẩm,131.680000,6587,Sahara Path Hat-Army Cot Green-M-PO64,9-HCHOAM-000-00-NP,0.160000
Tem giá,823.000000,6134,Sahara Path Hat-Army Cot Green-M-PO64,9-CSA057-000-IN-NG,1.000000
Hangtag,823.000000,7833,Sahara Path Hat-Army Cot Green-M-PO64,9-HSA106-000-00-NG,1.000000
Đỉnh,13.290000,1324,Sahara Path Hat-Army Cot Green-S-PO64,1-P3582R-ACG-G2-EV,0.043000
Band nón ép lưới,8.650000,1325,Sahara Path Hat-Army Cot Green-S-PO64,1-P3582R-ACG-L1-EV,0.028000
Vành trên ép lưới,28.120000,1325,Sahara Path Hat-Army Cot Green-S-PO64,1-P3582R-ACG-L1-EV,0.091000
Viền vành ép lưới,376.980000,7823,Sahara Path Hat-Army Cot Green-S-PO64,4-P3582R-ACG-L1-36,1.220000
Thân lưới,25.650000,1856,Sahara Path Hat-Army Cot Green-S-PO64,1-LH1279-AMG-00-UL,0.083000
Vành dưới ép lưới,28.120000,1128,Sahara Path Hat-Army Cot Green-S-PO64,1-P983UV-ACG-L1-EV,0.091000
Vành mút,38.630000,6195,Sahara Path Hat-Army Cot Green-S-PO64,9-1001NF-WHI-18-CB,0.125000
Đai,14.830000,1545,Sahara Path Hat-Army Cot Green-S-PO64,1-PH0774-SLA-00-UL,0.048000
Viền trong chóp,77.250000,6871,Sahara Path Hat-Army Cot Green-S-PO64,4-KATE00-BNL-N0-28,0.250000
Viền bọc đỉnh,247.200000,7215,Sahara Path Hat-Army Cot Green-S-PO64,4-KATE00-BNL-N0-36,0.800000
Dây rút trong,278.100000,6991,Sahara Path Hat-Army Cot Green-S-PO64,4-P983UV-DGA-N0-28,0.900000
Dây quai,315.180000,3958,Sahara Path Hat-Army Cot Green-S-PO64,5-DA7520-W04-07-CW,1.020000
Cước vành,309.000000,6586,Sahara Path Hat-Army Cot Green-S-PO64,9-CUOCVA-000-15-GP,1.000000
Ống nhựa luồn cọng cước,0.090000,7803,Sahara Path Hat-Army Cot Green-S-PO64,9-OGNHUA-000-03-AK,0.000300
Mắt cáo,618.000000,7829,Sahara Path Hat-Army Cot Green-S-PO64,9-MATCAO-BLK-00-DF,2.000000
Khóa xỏ dây quai,309.000000,2494,Sahara Path Hat-Army Cot Green-S-PO64,6-NHCL23-BLK-00-NC,1.000000
Nút chặn dây quai,309.000000,2557,Sahara Path Hat-Army Cot Green-S-PO64,6-NHTS08-BLK-00-NC,1.000000
Nhãn ngoài - Logo REI,309.000000,5507,Sahara Path Hat-Army Cot Green-S-PO64,8-SA0129-000-DE-BD,1.000000
Nhãn care (Small),309.000000,10076,Sahara Path Hat-Army Cot Green-S-PO64,8-SA0229-000-ST-BD,1.000000
Nhãn PO -tracking label,309.000000,8286,Sahara Path Hat-Army Cot Green-S-PO64,8-SA0221-000-IN-TL,1.000000
Chỉ may chính+viền trong,6.180000,3450,Sahara Path Hat-Army Cot Green-S-PO64,7-CM6727-GRN-50-PP,0.020000
Chỉ may đai +Dây rút,0.930000,3673,Sahara Path Hat-Army Cot Green-S-PO64,7-CM9936-GRY-50-PP,0.003000
Tem giá,309.000000,6134,Sahara Path Hat-Army Cot Green-S-PO64,9-CSA057-000-IN-NG,1.000000
Hangtag,309.000000,7833,Sahara Path Hat-Army Cot Green-S-PO64,9-HSA106-000-00-NG,1.000000
Mặt,53.880000,8302,Screenline Cap-Asphalt-OS-PO64,1-NY1199-ASP-00-BT,0.012000
Đỉnh,172.870000,8302,Screenline Cap-Asphalt-OS-PO64,1-NY1199-ASP-00-BT,0.038500
Két trên,98.780000,8302,Screenline Cap-Asphalt-OS-PO64,1-NY1199-ASP-00-BT,0.022000
Viền bọc đuôi + con đĩa,1706.200000,7322,Screenline Cap-Asphalt-OS-PO64,4-NY1199-ASP-N0-36,0.380000
Viền bọc giữa két (3.6cm x 26cm),1167.400000,7323,Screenline Cap-Asphalt-OS-PO64,4-NY1199-ASP-N1-36,0.260000
Viền bọc xung quanh két ( 3.6cm x 43cm),1930.700000,7323,Screenline Cap-Asphalt-OS-PO64,4-NY1199-ASP-N1-36,0.430000
Két dưới,98.780000,1133,Screenline Cap-Asphalt-OS-PO64,1-P983UV-BLK-L2-EV,0.022000
Hông trên,94.290000,749,Screenline Cap-Asphalt-OS-PO64,1-NY4245-ASP-00-EV,0.021000
Hông dưới,85.310000,749,Screenline Cap-Asphalt-OS-PO64,1-NY4245-ASP-00-EV,0.019000
Mặt lót,53.880000,1499,Screenline Cap-Asphalt-OS-PO64,1-PH563B-TIT-00-UL,0.012000
Hông lót,128.410000,1529,Screenline Cap-Asphalt-OS-PO64,1-PH564B-TIT-00-UL,0.028600
Đai TP 3.5cm,2783.800000,9254,Screenline Cap-Asphalt-OS-PO64,4-PH563B-TIT-DW-35,0.620000
Viền trong nón (2.2cm x 64cm),2873.600000,6860,Screenline Cap-Asphalt-OS-PO64,4-KATE00-CBY-N0-22,0.640000
Viền trong nón (2.8cm x42cm),1885.800000,6861,Screenline Cap-Asphalt-OS-PO64,4-KATE00-CBY-N0-28,0.420000
Dây dệt sau khóa,1055.150000,3702,Screenline Cap-Asphalt-OS-PO64,5-DA0311-TIT-18-PI,0.235000
Dây dệt lót két,493.900000,3702,Screenline Cap-Asphalt-OS-PO64,5-DA0311-TIT-18-PI,0.110000
