order_id,material_order,child_product,total_quota,quota_outsourcing,level,size_level_next
1733,9051,2259,192.6,0.0724,3,0
1733,1287,4,7.06,1.0,2,0
1733,1287,1285,7.06,1.0,2,0
1733,1287,4,6.68,1.0,2,0
1733,1287,1285,6.68,1.0,2,0
1733,1287,4,3.21,1.0,2,0
1733,1287,1285,3.21,1.0,2,0
1733,1287,4,7.86,1.0,2,0
1733,1287,1285,7.86,1.0,2,0
1733,1287,4,7.67,1.0,2,0
1733,1287,1285,7.67,1.0,2,0
1733,1287,4,7.51,1.0,2,0
1733,1287,1285,7.51,1.0,2,0
1732,3983,7824,192.6,0.008,2,0
1732,8508,793,433.35,0.0241,2,0
1732,9051,8429,192.6,1.0,2,1
1732,9051,7923,192.6,0.0293,3,0
1732,9051,9049,192.6,1.0,2,1
1732,9051,2259,192.6,0.0724,3,0
1732,1238,4,7.06,1.0,2,0
1732,1238,1235,7.06,1.0,2,0
1732,1238,4,6.68,1.0,2,0
1732,1238,1235,6.68,1.0,2,0
1732,1238,4,3.21,1.0,2,0
1732,1238,1235,3.21,1.0,2,0
1732,1238,4,7.86,1.0,2,0
1732,1238,1235,7.86,1.0,2,0
1732,1238,4,7.67,1.0,2,0
1732,1238,1235,7.67,1.0,2,0
1732,1238,4,7.51,1.0,2,0
1732,1238,1235,7.51,1.0,2,0
1731,3989,8278,192.6,0.008,2,0
1731,6885,904,433.35,0.0241,2,0
1731,8382,8314,192.6,1.0,2,1
1731,8382,6643,192.6,0.026,3,0
1731,8382,8381,192.6,1.0,2,1
1731,8382,2260,192.6,0.0634,3,0
1731,1305,5,4.88,1.0,2,0
1731,1305,1304,4.88,1.0,2,0
1731,1305,5,6.2,1.0,2,0
1731,1305,1304,6.2,1.0,2,0
1731,1305,5,2.57,1.0,2,0
1731,1305,1304,2.57,1.0,2,0
1731,1305,5,7.06,1.0,2,0
1731,1305,1304,7.06,1.0,2,0
1731,1305,5,6.74,1.0,2,0
1731,1305,1304,6.74,1.0,2,0
1731,1305,5,6.58,1.0,2,0
1731,1305,1304,6.58,1.0,2,0
1730,8916,6608,3000.0,0.0278,2,0
1730,3983,7824,1854.0,0.008,2,0
1730,9028,7684,4511.4,1.0,2,0
1730,8733,8429,1854.0,1.0,2,1
1730,8733,7923,1854.0,0.0293,3,0
1730,8733,8427,1854.0,1.0,2,1
1730,8733,8311,1854.0,0.0293,3,0
1730,8733,8425,1854.0,1.0,2,1
1730,8733,82,1854.0,0.0474,3,0
1730,2171,1,93.94,1.0,2,0
1730,2171,2170,93.94,1.0,2,0
1730,2171,1,74.16,1.0,2,0
1730,2171,2170,74.16,1.0,2,0
1730,2171,1,79.1,1.0,2,0
1730,2171,2170,79.1,1.0,2,0
1728,8916,6608,100.0,0.0278,2,0
1728,10841,2,2.5,1.0,2,0
1728,10841,9662,2.5,1.0,2,1
1728,10841,9103,2.5,1.0,3,0
1728,86,82,1.0,1.0,2,0
1728,86,793,1.0,1.0,2,0
1728,3983,7824,66.0,0.008,2,0
1728,8508,793,148.5,0.0241,2,0
1728,8347,8312,66.0,1.0,2,1
1728,8347,8311,66.0,0.026,3,0
1728,8347,8326,66.0,1.0,2,1
1728,8347,82,66.0,0.0672,3,0
1728,8347,8313,66.0,1.0,2,1
1728,8347,7923,66.0,0.026,3,0
1727,317,1,3.22,1.0,2,0
1727,317,316,3.22,1.0,2,0
1727,3983,7824,161.14,0.008,2,0
1727,8508,793,362.57,0.0241,2,0
1727,8522,8312,161.14,1.0,2,1
1727,8522,8311,161.14,0.026,3,0
1727,8522,8376,161.14,1.0,2,1
1727,8522,317,161.14,0.069,3,2
1727,8522,1,161.14,0.069,4,0
1727,8522,317,161.14,0.069,3,2
1727,8522,316,161.14,0.069,4,0
1727,317,1,5.72,1.0,2,0
1727,317,316,5.72,1.0,2,0
1727,317,1,8.65,1.0,2,0
1727,317,316,8.65,1.0,2,0
1727,317,1,6.71,1.0,2,0
1727,317,316,6.71,1.0,2,0
1727,9054,793,6.39,1.0,2,0
1727,9054,316,6.39,1.0,2,0
1726,3989,8278,360.0,0.008,2,0
1726,6885,904,810.0,0.0241,2,0
1726,8382,8314,360.0,1.0,2,1
1726,8382,6643,360.0,0.026,3,0
1726,8382,8381,360.0,1.0,2,1
1726,8382,2260,360.0,0.0634,3,0
1726,1290,5,13.2,1.0,2,0
1726,1290,1289,13.2,1.0,2,0
1726,1290,5,12.48,1.0,2,0
1726,1290,1289,12.48,1.0,2,0
1726,1290,5,4.8,1.0,2,0
1726,1290,1289,4.8,1.0,2,0
1726,1290,5,14.7,1.0,2,0
1726,1290,1289,14.7,1.0,2,0
1726,1290,5,14.34,1.0,2,0
1726,1290,1289,14.34,1.0,2,0
1726,1290,5,14.04,1.0,2,0
1726,1290,1289,14.04,1.0,2,0
1725,3983,7824,4200.0,0.008,2,0
1725,8508,793,9450.0,0.0241,2,0
1725,8380,8313,4200.0,1.0,2,1
1725,8380,7923,4200.0,0.026,3,0
1725,8380,8379,4200.0,1.0,2,1
1725,8380,2259,4200.0,0.0638,3,0
1725,1238,4,154.0,1.0,2,0
1725,1238,1235,154.0,1.0,2,0
1725,1238,4,145.6,1.0,2,0
1725,1238,1235,145.6,1.0,2,0
1725,1238,4,56.0,1.0,2,0
1725,1238,1235,56.0,1.0,2,0
1725,1238,4,171.5,1.0,2,0
1725,1238,1235,171.5,1.0,2,0
1725,1238,4,167.3,1.0,2,0
1725,1238,1235,167.3,1.0,2,0
1725,1238,4,163.8,1.0,2,0
1725,1238,1235,163.8,1.0,2,0
1724,3989,8278,3600.0,0.008,2,0
1724,6885,904,8100.0,0.0241,2,0
1724,8382,8314,3600.0,1.0,2,1
1724,8382,6643,3600.0,0.026,3,0
1724,8382,8381,3600.0,1.0,2,1
1724,8382,2260,3600.0,0.0634,3,0
1724,1310,5,132.0,1.0,2,0
1724,1310,1306,132.0,1.0,2,0
1724,1310,5,124.8,1.0,2,0
1724,1310,1306,124.8,1.0,2,0
1724,1310,5,81.0,1.0,2,0
1724,1310,1306,81.0,1.0,2,0
1724,1310,5,147.0,1.0,2,0
1724,1310,1306,147.0,1.0,2,0
1724,1310,5,143.4,1.0,2,0
1724,1310,1306,143.4,1.0,2,0
1724,1310,5,140.4,1.0,2,0
1724,1310,1306,140.4,1.0,2,0
1723,3989,8278,3000.0,0.008,2,0
1723,6885,904,6750.0,0.0241,2,0
1723,8382,8314,3000.0,1.0,2,1
1723,8382,6643,3000.0,0.026,3,0
1723,8382,8381,3000.0,1.0,2,1
1723,8382,2260,3000.0,0.0634,3,0
1723,1310,5,110.0,1.0,2,0
1723,1310,1306,110.0,1.0,2,0
1723,1310,5,105.0,1.0,2,0
1723,1310,1306,105.0,1.0,2,0
1723,1310,5,40.0,1.0,2,0
1723,1310,1306,40.0,1.0,2,0
1723,1310,5,122.5,1.0,2,0
1723,1310,1306,122.5,1.0,2,0
1723,1310,5,119.5,1.0,2,0
1723,1310,1306,119.5,1.0,2,0
1723,1310,5,117.0,1.0,2,0
1723,1310,1306,117.0,1.0,2,0
1722,3989,8278,420.0,0.008,2,0
1722,6885,904,945.0,0.0241,2,0
1722,8382,8314,420.0,1.0,2,1
1722,8382,6643,420.0,0.026,3,0
1722,8382,8381,420.0,1.0,2,1
1722,8382,2260,420.0,0.0634,3,0
1722,1303,5,15.4,1.0,2,0
1722,1303,1302,15.4,1.0,2,0
1722,1303,5,14.7,1.0,2,0
1722,1303,1302,14.7,1.0,2,0
1722,1303,5,5.6,1.0,2,0
1722,1303,1302,5.6,1.0,2,0
1722,1303,5,17.15,1.0,2,0
1722,1303,1302,17.15,1.0,2,0
1722,1303,5,16.73,1.0,2,0
1722,1303,1302,16.73,1.0,2,0
1722,1303,5,16.38,1.0,2,0
1722,1303,1302,16.38,1.0,2,0
1721,3989,8278,240.0,0.008,2,0
1721,6885,904,540.0,0.0241,2,0
1721,8382,8314,240.0,1.0,2,1
1721,8382,6643,240.0,0.026,3,0
1721,8382,8381,240.0,1.0,2,1
1721,8382,2260,240.0,0.0634,3,0
1721,1303,5,8.88,1.0,2,0
1721,1303,1302,8.88,1.0,2,0
1721,1303,5,8.4,1.0,2,0
1721,1303,1302,8.4,1.0,2,0
1721,1303,5,5.4,1.0,2,0
1721,1303,1302,5.4,1.0,2,0
1721,1303,5,9.8,1.0,2,0
1721,1303,1302,9.8,1.0,2,0
1721,1303,5,9.56,1.0,2,0
1721,1303,1302,9.56,1.0,2,0
1721,1303,5,9.36,1.0,2,0
1721,1303,1302,9.36,1.0,2,0
1720,3989,8278,240.0,0.008,2,0
1720,6885,904,540.0,0.0241,2,0
1720,8382,8314,240.0,1.0,2,1
1720,8382,6643,240.0,0.026,3,0
1720,8382,8381,240.0,1.0,2,1
1720,8382,2260,240.0,0.0634,3,0
1720,1293,5,8.8,1.0,2,0
1720,1293,1291,8.8,1.0,2,0
1720,1293,5,8.32,1.0,2,0
1720,1293,1291,8.32,1.0,2,0
1720,1293,5,5.6,1.0,2,0
1720,1293,1291,5.6,1.0,2,0
1720,1293,5,9.8,1.0,2,0
1720,1293,1291,9.8,1.0,2,0
1720,1293,5,9.56,1.0,2,0
1720,1293,1291,9.56,1.0,2,0
1720,1293,5,9.36,1.0,2,0
1720,1293,1291,9.36,1.0,2,0
1719,3989,8278,360.0,0.008,2,0
1719,6885,904,810.0,0.0241,2,0
1719,8382,8314,360.0,1.0,2,1
1719,8382,6643,360.0,0.026,3,0
1719,8382,8381,360.0,1.0,2,1
1719,8382,2260,360.0,0.0634,3,0
1719,1293,5,13.2,1.0,2,0
1719,1293,1291,13.2,1.0,2,0
1719,1293,5,12.48,1.0,2,0
1719,1293,1291,12.48,1.0,2,0
1719,1293,5,4.8,1.0,2,0
1719,1293,1291,4.8,1.0,2,0
1719,1293,5,14.7,1.0,2,0
1719,1293,1291,14.7,1.0,2,0
1719,1293,5,14.34,1.0,2,0
1719,1293,1291,14.34,1.0,2,0
1719,1293,5,14.04,1.0,2,0
1719,1293,1291,14.04,1.0,2,0
1718,8916,6608,101.0,0.0278,2,0
1718,3983,7824,66.66,0.008,2,0
1718,9028,7684,163.32,1.0,2,0
1718,8992,8429,66.66,1.0,2,1
1718,8992,7923,66.66,0.0293,3,0
1718,8992,8427,66.66,1.0,2,1
1718,8992,8311,66.66,0.0293,3,0
1718,8992,8457,66.66,1.0,2,1
1718,8992,82,66.66,0.061,3,0
1718,1999,1,2.42,1.0,2,0
1718,1999,1997,2.42,1.0,2,0
1718,1999,1,2.56,1.0,2,0
1718,1999,1997,2.56,1.0,2,0
1718,2019,1,2.93,1.0,2,0
1718,2019,2018,2.93,1.0,2,0
1717,8916,6608,101.0,0.0278,2,0
1717,3983,7824,66.66,0.008,2,0
1717,9028,7684,163.32,1.0,2,0
1717,8992,8429,66.66,1.0,2,1
1717,8992,7923,66.66,0.0293,3,0
1717,8992,8427,66.66,1.0,2,1
1717,8992,8311,66.66,0.0293,3,0
1717,8992,8457,66.66,1.0,2,1
1717,8992,82,66.66,0.061,3,0
1716,8916,6608,144.0,0.0278,2,0
1716,3983,7824,95.04,0.008,2,0
1716,8508,793,213.84,0.0241,2,0
1716,8992,8429,95.04,1.0,2,1
1716,8992,7923,95.04,0.0293,3,0
1716,8992,8427,95.04,1.0,2,1
1716,8992,8311,95.04,0.0293,3,0
1716,8992,8457,95.04,1.0,2,1
1716,8992,82,95.04,0.061,3,0
1715,3983,7824,95.04,0.008,2,0
1715,9746,6192,145.44,0.2,2,0
1715,8508,793,213.84,0.0241,2,0
1715,8992,8429,95.04,1.0,2,1
1715,8992,7923,95.04,0.0293,3,0
1715,8992,8427,95.04,1.0,2,1
1715,8992,8311,95.04,0.0293,3,0
1715,8992,8457,95.04,1.0,2,1
1715,8992,82,95.04,0.061,3,0
1714,8916,6608,50.0,0.0278,2,0
1714,3983,7824,30.0,0.008,2,0
1714,9028,7684,80.3,1.0,2,0
1714,8733,8429,33.0,1.0,2,1
1714,8733,7923,33.0,0.0293,3,0
1714,8733,8427,33.0,1.0,2,1
1714,8733,8311,33.0,0.0293,3,0
1714,8733,8425,33.0,1.0,2,1
1714,8733,82,33.0,0.0474,3,0
1713,8916,6608,150.0,0.0278,2,0
1713,3983,7824,99.0,0.008,2,0
1713,9028,7684,240.9,1.0,2,0
1713,8733,8429,99.0,1.0,2,1
1713,8733,7923,99.0,0.0293,3,0
1713,8733,8427,99.0,1.0,2,1
1713,8733,8311,99.0,0.0293,3,0
1713,8733,8425,99.0,1.0,2,1
1713,8733,82,99.0,0.0474,3,0
1712,8916,6608,100.0,0.0278,2,0
1712,3983,7824,66.0,0.008,2,0
1712,9028,7684,160.6,1.0,2,0
1712,8733,8429,66.0,1.0,2,1
1712,8733,7923,66.0,0.0293,3,0
1712,8733,8427,66.0,1.0,2,1
1712,8733,8311,66.0,0.0293,3,0
1712,8733,8425,66.0,1.0,2,1
1712,8733,82,66.0,0.0474,3,0
1711,3989,8278,2.25,0.008,2,0
1711,8382,8314,192.6,1.0,2,1
1711,8382,6643,192.6,0.026,3,0
1711,8382,8381,192.6,1.0,2,1
1711,8382,2260,192.6,0.0634,3,0
1711,6885,904,449.4,0.0241,2,0
1711,10474,1246,272.85,0.0241,2,2
1711,10474,5,272.85,0.0241,3,0
1711,10474,1246,272.85,0.0241,2,2
1711,10474,1245,272.85,0.0241,3,0
1711,10148,1246,385.2,0.031,2,2
1711,10148,5,385.2,0.031,3,0
1711,10148,1246,385.2,0.031,2,2
1711,10148,1245,385.2,0.031,3,0
1711,10148,1246,48.15,0.031,2,2
1711,10148,5,48.15,0.031,3,0
1711,10148,1246,48.15,0.031,2,2
1711,10148,1245,48.15,0.031,3,0
1711,1246,5,9.31,1.0,2,0
1711,1246,1245,9.31,1.0,2,0
1711,1246,5,10.27,1.0,2,0
1711,1246,1245,10.27,1.0,2,0
1711,1246,5,9.47,1.0,2,0
1711,1246,1245,9.47,1.0,2,0
1711,1246,5,35.31,1.0,2,0
1711,1246,1245,35.31,1.0,2,0
1711,10153,5,35.31,1.0,2,0
1711,10153,1245,35.31,1.0,2,0
1711,10153,8311,35.31,1.0,2,0
1710,3989,8278,2.25,0.008,2,0
1710,8382,8314,192.6,1.0,2,1
1710,8382,6643,192.6,0.026,3,0
1710,8382,8381,192.6,1.0,2,1
1710,8382,2260,192.6,0.0634,3,0
1710,6885,904,449.4,0.0241,2,0
1710,10479,1243,272.85,0.0241,2,2
1710,10479,5,272.85,0.0241,3,0
1710,10479,1243,272.85,0.0241,2,2
1710,10479,1242,272.85,0.0241,3,0
1710,10149,1243,48.15,0.031,2,2
1710,10149,5,48.15,0.031,3,0
1710,10149,1243,48.15,0.031,2,2
1710,10149,1242,48.15,0.031,3,0
1710,10149,1243,385.2,0.031,2,2
1710,10149,5,385.2,0.031,3,0
1710,10149,1243,385.2,0.031,2,2
1710,10149,1242,385.2,0.031,3,0
1710,1243,5,9.31,1.0,2,0
1710,1243,1242,9.31,1.0,2,0
1710,1243,5,10.27,1.0,2,0
1710,1243,1242,10.27,1.0,2,0
1710,1243,5,9.47,1.0,2,0
1710,1243,1242,9.47,1.0,2,0
1710,1243,5,35.31,1.0,2,0
1710,1243,1242,35.31,1.0,2,0
1710,10154,5,35.31,1.0,2,0
1710,10154,1242,35.31,1.0,2,0
1710,10154,8311,35.31,1.0,2,0
1709,3983,7824,3.68,0.008,2,0
1709,8380,8313,315.0,1.0,2,1
1709,8380,7923,315.0,0.026,3,0
1709,8380,8379,315.0,1.0,2,1
1709,8380,2259,315.0,0.0638,3,0
1709,8508,793,735.0,0.0241,2,0
1709,10476,1287,446.25,0.0241,2,2
1709,10476,4,446.25,0.0241,3,0
1709,10476,1287,446.25,0.0241,2,2
1709,10476,1285,446.25,0.0241,3,0
1709,7336,1287,630.0,0.031,2,2
1709,7336,4,630.0,0.031,3,0
1709,7336,1287,630.0,0.031,2,2
1709,7336,1285,630.0,0.031,3,0
1709,7336,1287,78.75,0.031,2,2
1709,7336,4,78.75,0.031,3,0
1709,7336,1287,78.75,0.031,2,2
1709,7336,1285,78.75,0.031,3,0
1709,1287,4,15.23,1.0,2,0
1709,1287,1285,15.23,1.0,2,0
1709,1287,4,16.8,1.0,2,0
1709,1287,1285,16.8,1.0,2,0
1709,1287,4,15.49,1.0,2,0
1709,1287,1285,15.49,1.0,2,0
1709,1287,4,57.75,1.0,2,0
1709,1287,1285,57.75,1.0,2,0
1709,10151,4,57.75,1.0,2,0
1709,10151,1285,57.75,1.0,2,0
1709,10151,8311,57.75,1.0,2,0
1708,3989,8278,3.68,0.008,2,0
1708,8382,8314,315.0,1.0,2,1
1708,8382,6643,315.0,0.026,3,0
1708,8382,8381,315.0,1.0,2,1
1708,8382,2260,315.0,0.0634,3,0
1708,6885,904,735.0,0.0241,2,0
1708,10475,1281,446.25,0.0241,2,2
1708,10475,5,446.25,0.0241,3,0
1708,10475,1281,446.25,0.0241,2,2
1708,10475,1280,446.25,0.0241,3,0
1708,8644,1281,78.75,0.031,2,2
1708,8644,5,78.75,0.031,3,0
1708,8644,1281,78.75,0.031,2,2
1708,8644,1280,78.75,0.031,3,0
1708,8644,1281,630.0,0.031,2,2
1708,8644,5,630.0,0.031,3,0
1708,8644,1281,630.0,0.031,2,2
1708,8644,1280,630.0,0.031,3,0
1708,1281,5,15.23,1.0,2,0
1708,1281,1280,15.23,1.0,2,0
1708,1281,5,16.8,1.0,2,0
1708,1281,1280,16.8,1.0,2,0
1708,1281,5,15.49,1.0,2,0
1708,1281,1280,15.49,1.0,2,0
1708,1281,5,57.75,1.0,2,0
1708,1281,1280,57.75,1.0,2,0
1708,10152,5,57.75,1.0,2,0
1708,10152,1280,57.75,1.0,2,0
1708,10152,8311,57.75,1.0,2,0
1707,3989,8278,3.68,0.008,2,0
1707,8382,8314,315.0,1.0,2,1
1707,8382,6643,315.0,0.026,3,0
1707,8382,8381,315.0,1.0,2,1
1707,8382,2260,315.0,0.0634,3,0
1707,6885,904,735.0,0.0241,2,0
1707,10477,1310,446.25,0.0241,2,2
1707,10477,5,446.25,0.0241,3,0
1707,10477,1310,446.25,0.0241,2,2
1707,10477,1306,446.25,0.0241,3,0
1707,7335,1310,630.0,0.031,2,2
1707,7335,5,630.0,0.031,3,0
1707,7335,1310,630.0,0.031,2,2
1707,7335,1306,630.0,0.031,3,0
1707,7335,1310,78.75,0.031,2,2
1707,7335,5,78.75,0.031,3,0
1707,7335,1310,78.75,0.031,2,2
1707,7335,1306,78.75,0.031,3,0
1707,1310,5,15.23,1.0,2,0
1707,1310,1306,15.23,1.0,2,0
1707,1310,5,16.8,1.0,2,0
1707,1310,1306,16.8,1.0,2,0
1707,1310,5,15.49,1.0,2,0
1707,1310,1306,15.49,1.0,2,0
1707,1310,5,57.75,1.0,2,0
1707,1310,1306,57.75,1.0,2,0
1707,10150,5,57.75,1.0,2,0
1707,10150,1306,57.75,1.0,2,0
1707,10150,8311,57.75,1.0,2,0
1706,3989,8278,2.25,0.008,2,0
1706,8382,8314,192.6,1.0,2,1
1706,8382,6643,192.6,0.026,3,0
1706,8382,8381,192.6,1.0,2,1
1706,8382,2260,192.6,0.0634,3,0
1706,6885,904,449.4,0.0241,2,0
1706,10474,1246,272.85,0.0241,2,2
1706,10474,5,272.85,0.0241,3,0
1706,10474,1246,272.85,0.0241,2,2
1706,10474,1245,272.85,0.0241,3,0
1706,10148,1246,385.2,0.031,2,2
1706,10148,5,385.2,0.031,3,0
1706,10148,1246,385.2,0.031,2,2
1706,10148,1245,385.2,0.031,3,0
1706,10148,1246,48.15,0.031,2,2
1706,10148,5,48.15,0.031,3,0
1706,10148,1246,48.15,0.031,2,2
1706,10148,1245,48.15,0.031,3,0
1706,1246,5,8.99,1.0,2,0
1706,1246,1245,8.99,1.0,2,0
1706,1246,5,10.02,1.0,2,0
1706,1246,1245,10.02,1.0,2,0
1706,1246,5,8.99,1.0,2,0
1706,1246,1245,8.99,1.0,2,0
1706,1246,5,32.1,1.0,2,0
1706,1246,1245,32.1,1.0,2,0
1706,10153,5,32.1,1.0,2,0
1706,10153,1245,32.1,1.0,2,0
1706,10153,8311,32.1,1.0,2,0
1705,3989,8278,2.25,0.008,2,0
1705,8382,8314,192.6,1.0,2,1
1705,8382,6643,192.6,0.026,3,0
1705,8382,8381,192.6,1.0,2,1
1705,8382,2260,192.6,0.0634,3,0
1705,6885,904,449.4,0.0241,2,0
1705,10479,1243,272.85,0.0241,2,2
1705,10479,5,272.85,0.0241,3,0
1705,10479,1243,272.85,0.0241,2,2
1705,10479,1242,272.85,0.0241,3,0
1705,10149,1243,385.2,0.031,2,2
1705,10149,5,385.2,0.031,3,0
1705,10149,1243,385.2,0.031,2,2
1705,10149,1242,385.2,0.031,3,0
1705,10149,1243,48.15,0.031,2,2
1705,10149,5,48.15,0.031,3,0
1705,10149,1243,48.15,0.031,2,2
1705,10149,1242,48.15,0.031,3,0
1705,1243,5,8.99,1.0,2,0
1705,1243,1242,8.99,1.0,2,0
1705,1243,5,10.02,1.0,2,0
1705,1243,1242,10.02,1.0,2,0
1705,1243,5,8.99,1.0,2,0
1705,1243,1242,8.99,1.0,2,0
1705,1243,5,32.1,1.0,2,0
1705,1243,1242,32.1,1.0,2,0
1705,10154,5,32.1,1.0,2,0
1705,10154,1242,32.1,1.0,2,0
1705,10154,8311,32.1,1.0,2,0
1704,3983,7824,3.68,0.008,2,0
1704,8380,8313,315.0,1.0,2,1
1704,8380,7923,315.0,0.026,3,0
1704,8380,8379,315.0,1.0,2,1
1704,8380,2259,315.0,0.0638,3,0
1704,8508,793,735.0,0.0241,2,0
1704,10476,1287,446.25,0.0241,2,2
1704,10476,4,446.25,0.0241,3,0
1704,10476,1287,446.25,0.0241,2,2
1704,10476,1285,446.25,0.0241,3,0
1704,7336,1287,630.0,0.031,2,2
1704,7336,4,630.0,0.031,3,0
1704,7336,1287,630.0,0.031,2,2
1704,7336,1285,630.0,0.031,3,0
1704,7336,1287,78.75,0.031,2,2
1704,7336,4,78.75,0.031,3,0
1704,7336,1287,78.75,0.031,2,2
1704,7336,1285,78.75,0.031,3,0
1704,1287,4,14.7,1.0,2,0
1704,1287,1285,14.7,1.0,2,0
1704,1287,4,16.38,1.0,2,0
1704,1287,1285,16.38,1.0,2,0
1704,1287,4,14.7,1.0,2,0
1704,1287,1285,14.7,1.0,2,0
1704,1287,4,52.5,1.0,2,0
1704,1287,1285,52.5,1.0,2,0
1704,10151,4,52.5,1.0,2,0
1704,10151,1285,52.5,1.0,2,0
1704,10151,8311,52.5,1.0,2,0
1703,3989,8278,270.28,0.008,2,0
1703,9008,8508,657.69,1.0,2,1
1703,9008,793,657.69,0.0241,3,0
1703,10002,8372,270.28,1.0,2,1
1703,10002,6643,270.28,0.0302,3,0
1703,10002,8427,270.28,1.0,2,1
1703,10002,8311,270.28,0.0293,3,0
1703,10002,10001,270.28,1.0,2,1
1703,10002,194,270.28,0.0646,3,0
1702,3989,8278,3.68,0.008,2,0
1702,8382,8314,315.0,1.0,2,1
1702,8382,6643,315.0,0.026,3,0
1702,8382,8381,315.0,1.0,2,1
1702,8382,2260,315.0,0.0634,3,0
1702,6885,904,735.0,0.0241,2,0
1702,10475,1281,446.25,0.0241,2,2
1702,10475,5,446.25,0.0241,3,0
1702,10475,1281,446.25,0.0241,2,2
1702,10475,1280,446.25,0.0241,3,0
1702,8644,1281,78.75,0.031,2,2
1702,8644,5,78.75,0.031,3,0
1702,8644,1281,78.75,0.031,2,2
1702,8644,1280,78.75,0.031,3,0
1702,8644,1281,630.0,0.031,2,2
1702,8644,5,630.0,0.031,3,0
1702,8644,1281,630.0,0.031,2,2
1702,8644,1280,630.0,0.031,3,0
1702,1281,5,14.7,1.0,2,0
1702,1281,1280,14.7,1.0,2,0
1702,1281,5,16.38,1.0,2,0
1702,1281,1280,16.38,1.0,2,0
1702,1281,5,14.7,1.0,2,0
1702,1281,1280,14.7,1.0,2,0
1702,1281,5,52.5,1.0,2,0
1702,1281,1280,52.5,1.0,2,0
1702,10152,5,52.5,1.0,2,0
1702,10152,1280,52.5,1.0,2,0
1702,10152,8311,52.5,1.0,2,0
1701,3983,7824,270.28,0.008,2,0
1701,9008,8508,657.69,1.0,2,1
1701,9008,793,657.69,0.0241,3,0
1701,10631,8429,270.28,1.0,2,1
1701,10631,7923,270.28,0.0293,3,0
1701,10631,8427,270.28,1.0,2,1
1701,10631,8311,270.28,0.0293,3,0
1701,10631,10630,270.28,1.0,2,1
1701,10631,69,270.28,0.065,3,0
1700,3989,8278,3.68,0.008,2,0
1700,8382,8314,315.0,1.0,2,1
1700,8382,6643,315.0,0.026,3,0
1700,8382,8381,315.0,1.0,2,1
1700,8382,2260,315.0,0.0634,3,0
1700,6885,904,735.0,0.0241,2,0
1700,10477,1310,446.25,0.0241,2,2
1700,10477,5,446.25,0.0241,3,0
1700,10477,1310,446.25,0.0241,2,2
1700,10477,1306,446.25,0.0241,3,0
1700,7335,1310,630.0,0.031,2,2
1700,7335,5,630.0,0.031,3,0
1700,7335,1310,630.0,0.031,2,2
1700,7335,1306,630.0,0.031,3,0
1700,7335,1310,78.75,0.031,2,2
1700,7335,5,78.75,0.031,3,0
1700,7335,1310,78.75,0.031,2,2
1700,7335,1306,78.75,0.031,3,0
1700,1310,5,14.7,1.0,2,0
1700,1310,1306,14.7,1.0,2,0
1700,1310,5,16.38,1.0,2,0
1700,1310,1306,16.38,1.0,2,0
1700,1310,5,14.7,1.0,2,0
1700,1310,1306,14.7,1.0,2,0
1700,1310,5,52.5,1.0,2,0
1700,1310,1306,52.5,1.0,2,0
1700,10150,5,52.5,1.0,2,0
1700,10150,1306,52.5,1.0,2,0
1700,10150,8311,52.5,1.0,2,0
1699,8916,6608,102.0,0.0278,2,0
1699,3983,7824,67.32,0.008,2,0
1699,9497,9479,163.81,1.0,2,1
1699,9497,9452,163.81,0.0241,3,0
1699,10629,270,3.93,1.0,2,0
1698,3999,6629,315.0,0.008,2,0
1698,10173,10164,708.75,0.0241,2,0
1698,10172,8312,315.0,1.0,2,1
1698,10172,8311,315.0,0.026,3,0
1698,10172,8313,315.0,1.0,2,1
1698,10172,7923,315.0,0.026,3,0
1698,10172,10171,315.0,1.0,2,1
1698,10172,10170,315.0,0.0672,3,2
1698,10172,4,315.0,0.0672,4,0
1698,10172,10170,315.0,0.0672,3,2
1698,10172,10164,315.0,0.0672,4,0
1698,10170,4,4.2,1.0,2,0
1698,10170,10164,4.2,1.0,2,0
1698,10170,4,11.03,1.0,2,0
1698,10170,10164,11.03,1.0,2,0
1698,10170,4,11.55,1.0,2,0
1698,10170,10164,11.55,1.0,2,0
1698,10170,4,22.05,1.0,2,0
1698,10170,10164,22.05,1.0,2,0
1698,10170,4,18.9,1.0,2,0
1698,10170,10164,18.9,1.0,2,0
1698,10169,793,13.49,1.0,2,0
1698,10169,10164,13.49,1.0,2,0
1697,9864,904,1.1,1.0,2,0
1697,9864,228,1.1,1.0,2,0
1697,3983,7824,66.0,0.008,2,0
1697,8508,793,148.5,0.0241,2,0
1697,8347,8312,66.0,1.0,2,1
1697,8347,8311,66.0,0.026,3,0
1697,8347,8326,66.0,1.0,2,1
1697,8347,82,66.0,0.0672,3,0
1697,8347,8313,66.0,1.0,2,1
1697,8347,7923,66.0,0.026,3,0
1696,3983,7824,66.0,0.008,2,0
1696,7330,1248,148.5,0.0241,2,0
1696,10157,8312,66.0,1.0,2,1
1696,10157,8311,66.0,0.026,3,0
1696,10157,8313,66.0,1.0,2,1
1696,10157,7923,66.0,0.026,3,0
1696,10157,10156,66.0,1.0,2,1
1696,10157,1141,66.0,0.0672,3,2
1696,10157,4,66.0,0.0672,4,0
1696,10157,1141,66.0,0.0672,3,2
1696,10157,1248,66.0,0.0672,4,0
1696,1141,4,2.31,1.0,2,0
