code,creator_id,name_po,total_amount,purchase_order_id,is_completed,po_status,time_create,estimated_delivery,supplier_delivery_id
TTD-11062022-068-PP,344,TTD-11062022-068-PP,5.000000,277,1,completed,2022-06-11,2022-06-23,69
TTD-11062022-069-TQ,344,TTD-11062022-069-TQ,880.000000,278,1,completed,2022-06-11,2022-07-04,116
TTD-11062022-070-TL,344,TTD-11062022-070-TL,3000.000000,279,1,completed,2022-06-11,2022-06-27,67
TTD-11062022-071-MX,344,TTD-11062022-071-MX,10000.000000,280,1,completed,2022-06-11,2022-06-30,74
TTD-11062022-072-AK,343,TTD-11062022-072-AK,45.000000,281,1,completed,2022-06-11,,61
TTD-11062022-073-NC,343,TTD-11062022-073-NC,100000.000000,282,1,completed,2022-06-11,2022-07-22,8
TTD-11062022-074-CY,343,TTD-11062022-074-CY,60000.000000,283,1,completed,2022-06-11,2022-06-30,62
TTD-13062022-075-AK,343,TTD-13062022-075-AK,2100.000000,284,1,completed,2022-06-13,2022-06-14,61
TTD-13062022-076-BN,343,TTD-13062022-076-BN,80.000000,285,1,completed,2022-06-13,,186
TSA-049-140322-HG v1,343,TSA-049-140322-HG v1,1700.000000,286,1,completed,2022-06-13,,1
TTD-13062022-077-AK,343,TTD-13062022-077-AK,150.000000,287,1,completed,2022-06-13,,61
TTD-13062022-078-DI,343,TTD-13062022-078-DI,12.000000,288,1,completed,2022-06-13,2022-06-19,65
TTD-13062022-079-PP,344,TTD-13062022-079-PP,243.000000,289,1,completed,2022-06-13,,69
TTD-13062022-080-DT,343,TTD-13062022-080-DT,3.000000,290,1,completed,2022-06-13,,106
TTD-13062022-081-NI,344,TTD-13062022-081-NI,20.000000,291,1,completed,2022-06-13,2022-06-18,174
TTD-13062022-082-TR,343,TTD-13062022-082-TR,20000.000000,292,1,completed,2022-06-13,,41
KHCC-220614-068-BIS,344,KHCC-220614-068-BIS,580.000000,293,1,completed,2022-06-14,,145
TTD-14062022-083-TG,343,TTD-14062022-083-TG,10000.000000,294,1,completed,2022-06-14,2022-06-25,207
TTD-14062022-084-MX,344,TTD-14062022-084-MX,15000.000000,295,1,completed,2022-06-14,,74
TTD-14062022-085-TF,344,TTD-14062022-085-TF,2122.900000,296,1,completed,2022-06-14,2022-06-14,185
TTD-15062022-085-KP,344,TTD-15062022-085-KP,3000.000000,297,1,completed,2022-06-15,2022-06-15,76
TTD-15062022-086-HV,343,TTD-15062022-086-HV,2000.000000,298,1,completed,2022-06-15,,111
TTD-15062022-087-DD,343,TTD-15062022-087-DD,1500.000000,299,1,completed,2022-06-15,2022-06-30,93
TTD-15062022-088-IF,344,TTD-15062022-088-IF,2592.000000,300,1,completed,2022-06-15,2022-06-15,43
TTD-15062022-089-HV,343,TTD-15062022-089-HV,1000.000000,301,1,completed,2022-06-15,,111
TTD-15062022-090-TL,344,TTD-15062022-090-TL,770.000000,302,1,completed,2022-06-15,2022-06-15,67
TTD-15062022-091-BN,343,TTD-15062022-091-BN,1400.000000,303,1,completed,2022-06-15,2022-06-26,186
TTD-15062022-092-SE,343,TTD-15062022-092-SE,5000.000000,304,1,completed,2022-06-15,,21
TTD-15062022-093-PP,344,TTD-15062022-093-PP,80.000000,305,1,completed,2022-06-15,,69
TTD-15062022-094-HN,343,TTD-15062022-094-HN,600.000000,306,1,completed,2022-06-15,2022-07-02,72
TTD-15062022-095-AK,343,TTD-15062022-095-AK,80.000000,307,1,completed,2022-06-15,,61
TTD-15062022-096-MX-Mẫu,344,TTD-15062022-096-MX-Mẫu,35.000000,308,1,completed,2022-06-15,2022-06-15,74
KHCC-150622-017-Sunday Afternoon,344,KHCC-150622-017-Sunday Afternoon,20.000000,309,1,completed,2022-06-15,2022-06-15,16
TTD-15062022-097-NI,344,TTD-15062022-097-NI,1.000000,310,1,completed,2022-06-15,2022-06-15,174
TTD-15062022-099-SU,343,TTD-15062022-099-SU,38000.000000,311,1,completed,2022-06-15,2022-07-17,85
TTD-15062022-098-PP,344,TTD-15062022-098-PP,10.000000,312,1,completed,2022-06-15,2022-06-16,69
TTD-15062022-100-PI,343,TTD-15062022-100-PI,30000.000000,313,1,completed,2022-06-15,,68
TTD-15062022-101-TL,344,TTD-15062022-101-TL,6000.000000,314,1,completed,2022-06-15,2022-06-30,67
TTD-16062022-102-KH,343,TTD-16062022-102-KH,100.000000,315,1,completed,2022-06-16,2022-06-26,86
TTD-16062022-103-AK,343,TTD-16062022-103-AK,40.000000,316,1,completed,2022-06-16,,61
TTD-16062022-104-DA,344,TTD-16062022-104-DA,1000.000000,317,1,completed,2022-06-16,,83
TTD-16062022-105-KH,343,TTD-16062022-105-KH,30.000000,318,1,completed,2022-06-16,,86
KHCC-220615-069-Grace Folly,343,KHCC-220615-069-Grace Folly,720.000000,319,1,completed,2022-06-16,,150
TTD-16062022-106-HN,343,TTD-16062022-106-HN,200.000000,320,1,completed,2022-06-16,,72
TTD-16062022-107-NH,344,TTD-16062022-107-NH,1000.000000,321,1,completed,2022-06-16,2022-07-16,215
TSA-066-060422-FT,343,TSA-066-060422-FT,1000.000000,322,1,completed,2022-06-16,,5
TSA-084-250422-EV,344,TSA-084-250422-EV,14100.000000,323,1,completed,2022-06-16,2022-07-20,2
TTD-16062022-109-AN,344,TTD-16062022-109-AN,7500.000000,324,1,completed,2022-06-16,2022-06-30,99
TTD-16062022-110-WW,344,TTD-16062022-110-WW,54000.000000,325,1,completed,2022-06-16,2022-07-20,14
TTD-16062022-108-BN,343,TTD-16062022-108-BN,2067.000000,326,1,completed,2022-06-16,,186
TTD-16062022-111-MX,344,TTD-16062022-111-MX,5000.000000,327,1,completed,2022-06-16,2022-07-05,74
TTD-16062022-112-CY,343,TTD-16062022-112-CY,28500.000000,328,1,completed,2022-06-16,2022-07-10,62
TTD-17062022-113-MH,343,TTD-17062022-113-MH,20.000000,329,1,completed,2022-06-17,2022-06-30,88
TTD-17062022-114-AK,343,TTD-17062022-114-AK,1324.000000,330,1,completed,2022-06-17,,61
TTD-17062022-115-PP,344,TTD-17062022-115-PP,17.000000,331,1,completed,2022-06-17,2022-06-25,69
TTD-07062022-044-PP-V1,344,TTD-07062022-044-PP-V1,1.000000,332,1,completed,2022-06-17,2022-06-17,69
TTD-17062022-116-CA,343,TTD-17062022-116-CA,7.000000,333,1,completed,2022-06-17,2022-06-26,44
TTD-17062022-117-DI,343,TTD-17062022-117-DI,1120.000000,334,1,completed,2022-06-17,2022-06-30,65
TTD-17062022-118-DT,343,TTD-17062022-118-DT,9.000000,335,1,completed,2022-06-17,2022-06-24,106
TTD-17062022-119-TL,344,TTD-17062022-119-TL,23000.000000,336,1,completed,2022-06-17,2022-07-05,67
TTD-17062022-120-NC,343,TTD-17062022-120-NC,247000.000000,337,1,completed,2022-06-17,2022-07-31,8
TTD-17062022-121-AK,343,TTD-17062022-121-AK,32.000000,338,1,completed,2022-06-17,,61
TTD-17062022-122-MX,344,TTD-17062022-122-MX,10000.000000,339,1,completed,2022-06-17,2022-07-09,74
TSA-17062022-123-YK,344,TSA-17062022-123-YK,70000.000000,340,1,completed,2022-06-17,,9
TTD-18062022-124-PP,344,TTD-18062022-124-PP,10.000000,341,1,completed,2022-06-18,,69
TTD-20062022-125-TL,344,TTD-20062022-125-TL,228.000000,342,1,completed,2022-06-20,2022-06-20,67
TTD-20062022-126-DT,343,TTD-20062022-126-DT,3.000000,343,1,completed,2022-06-20,,106
TTD-20062022-127-AK,343,TTD-20062022-127-AK,900.000000,344,1,completed,2022-06-20,,61
TTD-20062022-128-HV,343,TTD-20062022-128-HV,3000.000000,345,1,completed,2022-06-20,2022-07-31,111
TTD-040-020322-EV-V1,344,TTD-040-020322-EV-V1,2649.300000,346,1,completed,2022-06-20,2022-06-20,2
TTD-20062022-129-CM,344,TTD-20062022-129-CM,2000.000000,347,1,completed,2022-06-20,2022-07-07,73
TTD-18042022-076-HV,343,TTD-18042022-076-HV,1000.000000,348,1,completed,2022-06-20,,111
TTD-20062022-130-LM,343,TTD-20062022-130-LM,300.000000,349,1,completed,2022-06-20,,55
TTD-21062022-131-HV,343,TTD-21062022-131-HV,500.000000,350,1,completed,2022-06-21,2022-06-22,111
TTD-21062022-132-PP,344,TTD-21062022-132-PP,397.000000,351,1,completed,2022-06-21,,69
TTD-21062022-133-PI mẫu,343,TTD-21062022-133-PI mẫu,20.000000,352,1,completed,2022-06-21,2022-06-22,68
TTD-21062022-133-TP,343,TTD-21062022-133-TP,5.000000,353,1,completed,2022-06-21,2022-06-25,100
TTD-21062022-134-PP,344,TTD-21062022-134-PP,5.000000,354,1,completed,2022-06-21,2022-06-22,69
TTD-21062022-135-TQ,344,TTD-21062022-135-TQ,300.000000,355,1,completed,2022-06-21,,116
TTD-21062022-136-TL,344,TTD-21062022-136-TL,2300.000000,356,1,completed,2022-06-21,,67
TTD-21062022-137-HV,343,TTD-21062022-137-HV,4000.000000,357,1,completed,2022-06-21,2022-06-30,111
KHCC-220621-073-BIS,344,KHCC-220621-073-BIS,446.000000,358,1,completed,2022-06-22,2022-06-22,145
TTD-22062022-138-NI,344,TTD-22062022-138-NI,49.000000,359,1,completed,2022-06-22,2022-06-22,174
TTD-22062022-139-DT,343,TTD-22062022-139-DT,10.000000,360,1,completed,2022-06-22,2022-06-27,106
TTD-22062022-140-AK,343,TTD-22062022-140-AK,22.000000,361,1,completed,2022-06-22,2022-06-26,61
KHCC-220621-072-Grace Folly,344,KHCC-220621-072-Grace Folly,540.000000,362,1,completed,2022-06-22,2022-06-22,150
TTD-22062022-141-NA,344,TTD-22062022-141-NA,80000.000000,363,1,completed,2022-06-22,2022-07-05,112
TTD-22062022-142-MX,344,TTD-22062022-142-MX,30000.000000,364,1,completed,2022-06-22,2022-07-12,74
TSA-083-250422-UL,344,TSA-083-250422-UL,13800.000000,365,1,completed,2022-06-22,,11
TTD-22062022-143-PP,344,TTD-22062022-143-PP,958.000000,366,1,completed,2022-06-22,,69
TTD-22062022-144-CY,343,TTD-22062022-144-CY,5000.000000,367,1,completed,2022-06-22,2022-07-11,62
TTD-22062022-145-TL,344,TTD-22062022-145-TL,800.000000,368,1,completed,2022-06-22,2022-06-22,67
TTD-22062022-146-CB,344,TTD-22062022-146-CB,190.000000,369,1,completed,2022-06-22,2022-06-30,64
TTD-22062022-147-PI,343,TTD-22062022-147-PI,10000.000000,370,1,completed,2022-06-22,2022-07-30,68
TTD-22062022-148-DD,343,TTD-22062022-148-DD,200.000000,371,1,completed,2022-06-22,2022-07-05,93
TTD-23062022-149-WW,344,TTD-23062022-149-WW,12000.000000,372,1,completed,2022-06-23,2022-07-31,14
TTD-23062022-150-CY,343,TTD-23062022-150-CY,27000.000000,373,1,completed,2022-06-23,2022-07-11,62
TTD-23062022-151-PP,344,TTD-23062022-151-PP,102.000000,374,1,completed,2022-06-23,,69
TTD-23062022-152-DD,343,TTD-23062022-152-DD,2.000000,375,1,completed,2022-06-23,2022-06-23,93
KHCC-220623-075-Gold Hats,344,KHCC-220623-075-Gold Hats,900.000000,376,1,completed,2022-06-23,2022-06-23,143
TTD-23062022-153-AK,343,TTD-23062022-153-AK,1020.000000,377,1,completed,2022-06-23,2022-06-27,61
TTD-23062022-154-TL,344,TTD-23062022-154-TL,5000.000000,378,1,completed,2022-06-23,2022-07-11,67
TTD-23062022-155-PI,343,TTD-23062022-155-PI,5000.000000,379,1,completed,2022-06-23,2022-07-29,68
TTD-24062022-157-PP,344,TTD-24062022-157-PP,57.000000,380,1,completed,2022-06-24,2022-06-25,69
TTD-24062022-156-PI-mẫu,343,TTD-24062022-156-PI-mẫu,20.000000,381,0,approval,2022-06-24,2022-07-17,68
KHCC-220623-074-Ciele,344,KHCC-220623-074-Ciele,2540.000000,382,1,completed,2022-06-24,2022-06-24,147
TTD-24062022-158-NI,344,TTD-24062022-158-NI,62.000000,383,1,completed,2022-06-24,2022-06-25,174
TTD-24062022-159-TL,344,TTD-24062022-159-TL,1000.000000,384,1,completed,2022-06-24,2022-07-03,67
TTD-25062022-160-AK,343,TTD-25062022-160-AK,162.000000,385,1,completed,2022-06-25,2022-07-02,61
TSA-25062022-161-UL,344,TSA-25062022-161-UL,6800.000000,386,1,completed,2022-06-25,2022-10-05,11
TSA-25062022-162-EV,344,TSA-25062022-162-EV,11300.000000,387,0,approval,2022-06-25,2022-09-28,2
TTD-26042022-098-CM,344,TTD-26042022-098-CM,5000.000000,388,1,completed,2022-06-25,2022-06-27,73
TSA-25062022-163-BT,343,TSA-25062022-163-BT,2668.000000,389,1,completed,2022-06-25,2022-09-17,19
TSA-25062022-164-HG,343,TSA-25062022-164-HG,8000.000000,390,1,completed,2022-06-25,2022-10-25,1
TTD-25062022-165-WW,344,TTD-25062022-165-WW,20400.000000,391,1,completed,2022-06-25,,14
TTD-25062022-166-NC,343,TSA-25062022-166-NC,15000.000000,392,1,completed,2022-06-25,2022-08-09,8
TTD-25062022-167-TL,344,TTD-25062022-167-TL,16000.000000,393,1,completed,2022-06-25,2022-07-13,67
TTD-25062022-168-PP,344,TTD-25062022-168-PP,217.000000,394,1,completed,2022-06-25,2022-07-05,69
TTD-25062022-169-PI,343,TTD-25062022-169-PI,4000.000000,395,1,completed,2022-06-25,2022-07-30,68
TTD-27062022-170-DI,343,TTD-27062022-170-DI,4.000000,396,1,completed,2022-06-27,2022-06-30,65
TTD-27062022-171-BN,343,TTD-27062022-171-BN,2012.000000,397,1,completed,2022-06-27,2022-07-11,186
TTD-27062022-172-EV,344,TTD-27062022-172-EV,19000.000000,398,1,completed,2022-06-27,2022-09-15,2
TTD-27062022-173-MH,343,TTD-27062022-173-MH,30.000000,399,1,completed,2022-06-27,2022-07-02,88
TTD-040-020322-EV-V2,344,TTD-040-020322-EV-V2,1859.400000,400,1,completed,2022-06-27,2022-07-15,2
TTD-27062022-174-TQ,344,TTD-27062022-174-TQ,275.000000,401,1,completed,2022-06-27,2022-07-19,116
TTD-28062022-175-DT,343,TTD-28062022-175-DT,50.000000,402,1,completed,2022-06-28,2022-07-06,106
TTD-28062022-176-AK,343,TTD-28062022-176-AK,60.000000,403,1,completed,2022-06-28,2022-06-30,61
TTD-28062022-177-DI,343,TTD-28062022-177-DI,1040.000000,404,1,completed,2022-06-28,2022-07-06,65
TSA-049-140322-HG-V1,343,TSA-049-140322-HG-V1,1000.000000,405,1,completed,2022-06-28,2022-06-29,1
TTD-28062022-178-PP,344,TTD-28062022-178-PP,2.000000,406,1,completed,2022-06-28,2022-07-07,69
TTD-28062022-179-HN,343,TTD-28062022-179-HN,50.000000,407,1,completed,2022-06-28,2022-07-19,72
TTD-28062022-179-IF,344,TTD-28062022-180-IF,460.000000,408,1,completed,2022-06-28,2022-08-15,43
TTD-28062022-181-TL,344,TTD-28062022-181-TL,6000.000000,409,1,completed,2022-06-28,2022-07-15,67
TTD-28062022-182-DH,344,TTD-28062022-182-DH,150.000000,410,1,completed,2022-06-28,2022-07-09,178
KHCC-220628-077-HATMAKERS,344,KHCC-220628-077-HATMAKERS,55.000000,411,1,completed,2022-06-29,2022-07-15,151
KHCC-220628-076-Ciele,344,KHCC-220628-076-Ciele,24.000000,412,1,completed,2022-06-29,2022-06-30,147
TTD-29062022-183-AK,343,TTD-29062022-183-AK,4470.000000,413,1,completed,2022-06-29,2022-06-30,61
TTD-29062022-184-NI,344,TTD-29062022-184-NI,515.000000,414,1,completed,2022-06-29,2022-07-02,174
TTD-29062022-185-PP,344,TTD-29062022-185-PP,7.000000,415,1,completed,2022-06-29,2022-06-30,69
TTD-29062022-186-HN,343,TTD-29062022-186-HN,1200.000000,416,1,completed,2022-06-29,2022-07-23,72
TTD-29062022-187-PP-Mẫu,344,TTD-29062022-187-PP-Mẫu,2.000000,417,1,completed,2022-06-29,2022-06-30,69
TTD-30062022-187- TL,344,TTD-30062022-187- TL,45530.000000,418,1,completed,2022-06-30,2022-07-15,67
TTD-30062022-188-KJ,343,TTD-30062022-188-KJ,240.000000,419,1,completed,2022-06-30,2022-08-15,17
TTD-30062022-189-NI,344,TTD-30062022-189-NI,500.000000,420,1,completed,2022-06-30,2022-07-01,174
KHCC-220629-078-Gold Hats,344,KHCC-220629-078-Gold Hats,5000.000000,421,1,completed,2022-06-30,2022-07-01,143
TTD-30062022-191-TR,343,TTD-30062022-191-TR,20000.000000,422,1,completed,2022-06-30,2022-08-08,41
TTD-30062022-192-PP,344,TTD-30062022-192-PP,627.000000,423,1,completed,2022-06-30,2022-07-09,69
TTD-30062022-193-HV,343,TTD-30062022-193-HV,300.000000,424,1,completed,2022-06-30,2022-07-16,111
TTD-30062022-194-TL,344,TTD-30062022-194-TL,1000.000000,425,1,completed,2022-06-30,2022-07-15,67
TTD-30062022-195-HV,343,TTD-30062022-195-HV,1000.000000,426,1,completed,2022-06-30,2022-07-23,111
KHCC-220620-070-PROPER CLOTH,344,KHCC-220620-070-PROPER CLOTH,262.000000,428,1,completed,2022-07-01,2022-07-02,156
TSA-080-220422-CO,343,TSA-080-220422-CO,300.000000,430,1,completed,2022-07-01,2022-07-02,30
KHCC-220701-080-Grace Folly,343,KHCC-220701-080-Grace Folly,3300.000000,431,1,completed,2022-07-01,,150
TTD-01072022-001-KH,343,TTD-01072022-001-KH,50.000000,432,1,completed,2022-07-01,2022-07-09,86
KHCC-220620-070-PROPER CLOTH-V1,344,KHCC-220620-070-PROPER CLOTH-V1,27.000000,433,1,completed,2022-07-01,2022-07-02,156
TTD-02072022-002-KH,343,TTD-02072022-002-KH,48.000000,434,1,completed,2022-07-02,2022-07-09,86
KHCC-220629-078-Gold Hats-V1,344,KHCC-220629-078-Gold Hats-V1,20000.000000,435,1,completed,2022-07-04,2022-07-05,143
TTD-04072022-003-DT,343,TTD-04072022-003-DT,9.000000,436,1,completed,2022-07-04,2022-07-11,106
TTD-04072022-004-AK,343,TTD-04072022-004-AK,1.000000,437,1,completed,2022-07-04,2022-07-09,61
TTD-04072022-005-TL,344,TTD-04072022-005-TL,5000.000000,438,1,completed,2022-07-04,2022-07-20,67
TTD-27062022-171-BN-V1,343,TTD-27062022-171-BN-V1,50.000000,439,1,completed,2022-07-04,2022-07-05,186
TSA-04072022-006-AR,343,TSA-04072022-006-AR,340000.000000,440,1,completed,2022-07-04,2022-08-31,20
KHCC-220704-081-Grace Folly,343,KHCC-220704-081-Grace Folly,5000.000000,441,1,completed,2022-07-04,2022-07-05,150
TTD-04072022-007-NI,344,TTD-04072022-007-NI,15.000000,442,1,completed,2022-07-04,2022-07-07,174
TTD-04072022-008-CM,344,TTD-04072022-008-CM,2500.000000,443,1,completed,2022-07-04,2022-07-30,73
TTD-05072022-009-MX,344,TTD-05072022-009-MX,60000.000000,444,1,completed,2022-07-05,2022-07-30,74
TTD-05072022-010-AK,343,TTD-05072022-010-AK,1.000000,445,1,completed,2022-07-05,2022-07-09,61
TTD-05072022-011-PP,344,TTD-05072022-011-PP,347.000000,446,1,completed,2022-07-05,2022-07-06,69
TTD-05072022-012-NT,344,TTD-05072022-012-NT,120000.000000,447,1,completed,2022-07-05,2022-07-25,81
TSA-05072022-013-MX,344,TSA-05072022-013-MX,1014000.000000,448,1,completed,2022-07-05,2022-08-05,74
TTD-05072022-014-TF,344,TTD-05072022-014-TF,1500.000000,449,1,completed,2022-07-05,2022-07-15,185
TTD-05072022-015-NI,344,TTD-05072022-015-NI,12.000000,450,1,completed,2022-07-05,2022-07-07,174
KHCC-220701-079-GLORY,343,KHCC-220701-079-GLORY,4415.000000,451,1,completed,2022-07-06,2022-07-07,152
TTD-03062022-022-WW-V1,344,TTD-03062022-022-WW-V1,4800.000000,453,1,completed,2022-07-06,2022-07-15,14
TTD-06072022-015-AK,343,TTD-06072022-015-AK,1114.000000,454,1,completed,2022-07-06,2022-07-13,61
TTD-06072022-016-TG,343,TTD-06072022-016-TG,450.000000,455,1,completed,2022-07-06,2022-07-20,207
TTD-06072022-017-TL,344,TTD-06072022-017-TL,8390.000000,457,1,completed,2022-07-06,2022-07-23,67
TTD-06072022-019-PP,344,TTD-06072022-019-PP,75.000000,458,1,completed,2022-07-06,2022-07-15,69
TTD-06072022-020-KP,344,TTD-06072022-020-KP,23000.000000,459,1,completed,2022-07-06,2022-07-25,76
TTD-06072022-021-NH,344,TTD-06072022-021-NH,1000.000000,460,1,completed,2022-07-06,2022-08-10,215
TSA-048-140322-UL,344,TSA-048-140322-UL,2500.000000,461,1,completed,2022-07-06,2022-07-08,11
TTD-06072022-022-AK,343,TTD-06072022-022-AK,2.000000,462,1,completed,2022-07-06,2022-07-09,61
TTD-06072022-023-TL,344,TTD-06072022-023-TL,11000.000000,463,1,completed,2022-07-06,2022-08-02,67
TTD-07072022-024-TQ,344,TTD-07072022-024-TQ,2000.000000,464,1,completed,2022-07-07,2022-07-11,116
TTD-07072022-025-NT,344,TTD-07072022-025-NT,10000.000000,465,1,completed,2022-07-07,2022-09-05,81
TTD-06072022-018-AK,343,TTD-06072022-018-AK,1512.000000,466,1,completed,2022-07-07,2022-07-14,61
TTD-06072022-014-DT,343,TTD-06072022-014-DT,6.000000,467,1,completed,2022-07-07,2022-07-14,106
TTD-07072022-026-NI,344,TTD-07072022-026-NI,16.000000,468,1,completed,2022-07-07,2022-07-14,174
TTD-07072022-027-HV,343,TTD-07072022-027-HV,2000.000000,469,1,completed,2022-07-07,2022-07-28,111
TTD-07072022-028-HN,343,TTD-07072022-028-HN,3600.000000,470,1,completed,2022-07-07,2022-07-21,72
TTD-07072022-029-CY,343,TTD-07072022-029-CY,23900.000000,471,1,completed,2022-07-07,2022-07-28,62
TTD-07072022-030-DD,343,TTD-07072022-030-DD,1300.000000,472,1,completed,2022-07-07,2022-08-06,93
TTD-07072022-031-CM,344,TTD-07072022-031-CM,3000.000000,473,1,completed,2022-07-07,2022-08-06,73
TTD-07072022-032-KK,343,TTD-07072022-032-KK,21000.000000,474,1,completed,2022-07-07,2022-08-13,42
TTD-07072022-033-NH,344,TTD-07072022-033-NH,3000.000000,475,1,completed,2022-07-07,2022-08-11,215
TTD-07072022-034-PP,344,TTD-07072022-034-PP,221.000000,476,1,completed,2022-07-07,2022-07-16,69
TTD-08072022-035-TQ,344,TTD-08072022-035-TQ,1711.000000,477,1,completed,2022-07-08,2022-07-30,116
TTD-08072022-036-BN,343,TTD-08072022-036-BN,500.000000,478,1,completed,2022-07-08,2022-07-22,186
TTD-08072022-037-TL,344,TTD-08072022-037-TL,18090.000000,479,1,completed,2022-07-08,2022-08-01,67
TTD-09072022-038-AK,343,TTD-09072022-038-AK,1475.000000,480,1,completed,2022-07-09,2022-07-16,61
KHCC-220709-083-CBA,343,KHCC-220709-083-CBA,257.000000,481,1,completed,2022-07-09,2022-07-16,44
TTD-09072022-039-CY,343,TTD-09072022-039-CY,10000.000000,482,1,completed,2022-07-09,2022-07-30,62
TSA-09072022-040-MX,344,TSA-09072022-040-MX,2000.000000,483,1,completed,2022-07-09,2022-08-05,74
TTD-09072022-041-DT,343,TTD-09072022-041-DT,12.000000,484,1,completed,2022-07-09,2022-07-16,106
TTD-09072022-042-PP,344,TTD-09072022-042-PP,49.000000,485,1,completed,2022-07-09,2022-07-16,69
TTD-09072022-043-TG,343,TTD-09072022-043-TG,10000.000000,486,1,completed,2022-07-09,2022-07-23,207
TSA-082-220422-PR,344,TSA-082-220422-PR,11000.000000,487,1,completed,2022-07-09,2022-07-11,33
TTD-09072022-044-DD,343,TTD-09072022-044-DD,300.000000,488,1,completed,2022-07-09,2022-08-31,93
TTD-09072022-045-TQ,344,TTD-09072022-045-TQ,20050.000000,489,1,completed,2022-07-09,2022-07-26,116
TTD-09072022-046-MX,344,TTD-09072022-046-MX,10000.000000,490,1,completed,2022-07-09,2022-08-01,74
TTD-09072022-047-PE,343,TTD-09072022-047-PE,2000.000000,491,1,completed,2022-07-09,2022-08-13,37
TTD-09072022-048-TL,344,TTD-09072022-048-TL,11395.000000,492,0,approval,2022-07-09,2022-08-01,67
KHCC-220709-084-DYC,343,KHCC-220709-084-DYC,100.000000,493,1,completed,2022-07-09,2022-07-16,149
TTD-09072022-049-DI,343,TTD-09072022-049-DI,12.000000,494,1,completed,2022-07-09,2022-07-23,65
TTD-09072022-050-DT,343,TTD-09072022-050-DT,12.000000,495,1,completed,2022-07-09,2022-07-16,106
TTD-09072022-051-AK,343,TTD-09072022-051-AK,37.000000,496,1,completed,2022-07-09,2022-07-19,61
KHCC-220709-082-Grace Folly,343,KHCC-220709-082-Grace Folly,5740.000000,497,1,completed,2022-07-09,2022-07-16,150
TTD-11072022-052-NI,344,TTD-11072022-052-NI,20.000000,498,1,completed,2022-07-11,2022-07-16,174
TTD-11072022-053-DH,344,TTD-11072022-053-DH,250.000000,499,1,completed,2022-07-11,2022-07-15,178
TTD-11072022-054-DT,343,TTD-11072022-054-DT,9.000000,500,1,completed,2022-07-11,2022-07-18,106
TSA-004-140122-EV,344,TSA-004-140122-EV,500.000000,501,1,completed,2022-07-11,2022-07-12,2
KHCC-120722-018-Sunday Afternoon,343,KHCC-120722-018-Sunday Afternoon,30.000000,502,1,completed,2022-07-12,2022-07-16,16
KHCC-120722-019-Sunday Afternoon,343,KHCC-120722-019-Sunday Afternoon,12.000000,503,1,completed,2022-07-12,2022-07-16,16
TTD-12072022-055-PP,344,TTD-12072022-055-PP,230.000000,504,1,completed,2022-07-12,2022-07-13,69
TTD-12072022-056-TL,344,TTD-12072022-056-TL,5000.000000,505,1,completed,2022-07-12,2022-07-28,67
TTD-12072022-057-NI,344,TTD-12072022-057-NI,26.000000,506,1,completed,2022-07-12,2022-07-19,174
TTD-12072022-058-DI,343,TTD-12072022-058-DI,2.000000,507,1,completed,2022-07-12,2022-07-26,65
TTD-12072022-059-AN,344,TTD-12072022-059-AN,8000.000000,508,1,completed,2022-07-12,2022-07-30,99
TSA-053-23032022-HG,343,TSA-053-23032022-HG,3000.000000,509,1,completed,2022-07-12,2022-10-25,1
TSA-085-250422-EVTW,344,TSA-085-250422-EVTW,2500.000000,510,1,completed,2022-07-12,2022-08-15,3
TSA-078-220422-HG,343,TSA-078-220422-HG,33000.000000,511,1,completed,2022-07-12,2022-08-13,1
TTD-12072022-060-BN,343,TTD-12072022-060-BN,850.000000,512,1,completed,2022-07-12,2022-07-26,186
TTD-12072022-061-PP,344,TTD-12072022-061-PP,113.000000,513,1,completed,2022-07-12,2022-07-20,69
TTD-12072022-062-TL,344,TTD-12072022-062-TL,27000.000000,514,1,completed,2022-07-12,2022-07-28,67
TTD-12072022-063-AK,343,TTD-12072022-063-AK,785.000000,515,1,completed,2022-07-12,2022-07-19,61
TTD-13072022-064-PP-Mẫu,344,TTD-13072022-064-PP-Mẫu,1.000000,516,1,completed,2022-07-13,2022-07-14,69
TTD-13072022-065-PP,344,TTD-13072022-065-PP,39.000000,517,1,completed,2022-07-13,2022-07-14,69
TSA-13072022-066-BT,343,TSA-13072022-066-BT,500.000000,518,1,completed,2022-07-13,2022-09-10,19
KHCC-220713-020-Sunday Afternoon,344,KHCC-220713-020-Sunday Afternoon,10.000000,519,1,completed,2022-07-13,2022-07-14,16
KHCC-220713-085-FOX&ROBIN,343,KHCC-220713-085-FOX&ROBIN,5.000000,520,1,completed,2022-07-13,2022-07-20,215
KHCC-220713-086-BIS,343,KHCC-220713-086-BIS,202.000000,521,1,completed,2022-07-13,2022-07-20,145
TTD-14072022-067-PP,344,TTD-14072022-067-PP,3.000000,522,1,completed,2022-07-14,2022-07-28,69
KHCC-220714-087-PROPER CLOTH,344,KHCC-220714-087-PROPER CLOTH,100.000000,523,1,completed,2022-07-14,2022-07-15,156
TSA-14072022-068,343,TSA-14072022-068-PI,700.000000,524,1,completed,2022-07-14,2022-08-15,68
TTD-14072022-069-TF,344,TTD-14072022-069-TF,1500.000000,526,1,completed,2022-07-14,2022-07-23,185
