product_id,product_unit_id,unit_id,is_default
4966,4966,4,1
4967,4967,4,1
4968,4968,4,1
4969,4969,4,1
4970,4970,4,1
4971,4971,4,1
4972,4972,4,1
4973,4973,4,1
4975,4975,4,1
4976,4976,4,1
4977,4977,4,1
4978,4978,4,1
4979,4979,4,1
4980,4980,4,1
4981,4981,4,1
4982,4982,4,1
4983,4983,4,1
4984,4984,4,1
4985,4985,4,1
4986,4986,4,1
4987,4987,4,1
4988,4988,4,1
4989,4989,4,1
4990,4990,4,1
4991,4991,4,1
4992,4992,4,1
4993,4993,4,1
4994,4994,4,1
4995,4995,4,1
4996,4996,4,1
4997,4997,4,1
4998,4998,4,1
4999,4999,4,1
5000,5000,4,1
5001,5001,4,1
5003,5003,4,1
5004,5004,4,1
5005,5005,4,1
5006,5006,4,1
5007,5007,4,1
5008,5008,4,1
5009,5009,4,1
5010,5010,4,1
5011,5011,4,1
5012,5012,4,1
5013,5013,4,1
5014,5014,4,1
5015,5015,4,1
5016,5016,4,1
5017,5017,4,1
5018,5018,4,1
5019,5019,4,1
5020,5020,4,1
5021,5021,4,1
5022,5022,4,1
5023,5023,4,1
5024,5024,4,1
5025,5025,4,1
5026,5026,4,1
5027,5027,4,1
5028,5028,4,1
5029,5029,4,1
5030,5030,4,1
5031,5031,4,1
5032,5032,4,1
5033,5033,4,1
5034,5034,4,1
5035,5035,4,1
5036,5036,4,1
5037,5037,4,1
5038,5038,4,1
5039,5039,4,1
5040,5040,4,1
5041,5041,4,1
5042,5042,4,1
5043,5043,4,1
5044,5044,4,1
5045,5045,4,1
5046,5046,4,1
5047,5047,4,1
5048,5048,4,1
5049,5049,4,1
5050,5050,4,1
5051,5051,4,1
5054,5054,4,1
5055,5055,4,1
5056,5056,4,1
5057,5057,4,1
5058,5058,4,1
5059,5059,4,1
5060,5060,4,1
5061,5061,4,1
5062,5062,4,1
5063,5063,4,1
5064,5064,4,1
5065,5065,4,1
5066,5066,4,1
5067,5067,4,1
5068,5068,4,1
5069,5069,4,1
5070,5070,4,1
5071,5071,4,1
5072,5072,4,1
5073,5073,4,1
5074,5074,4,1
5075,5075,4,1
5076,5076,4,1
5077,5077,4,1
5078,5078,4,1
5079,5079,4,1
5080,5080,4,1
5082,5082,4,1
5083,5083,4,1
5084,5084,4,1
5085,5085,4,1
5086,5086,4,1
5087,5087,4,1
5089,5089,4,1
5090,5090,4,1
5091,5091,4,1
5092,5092,4,1
5094,5094,4,1
5095,5095,4,1
5096,5096,4,1
5097,5097,4,1
5098,5098,4,1
5099,5099,4,1
5100,5100,4,1
5101,5101,4,1
5102,5102,4,1
5103,5103,4,1
5104,5104,4,1
5105,5105,4,1
5106,5106,4,1
5107,5107,4,1
5108,5108,4,1
5109,5109,4,1
5110,5110,4,1
5111,5111,4,1
5112,5112,4,1
5114,5114,4,1
5115,5115,4,1
5116,5116,4,1
5117,5117,4,1
5118,5118,4,1
5120,5120,4,1
5121,5121,4,1
5122,5122,4,1
5123,5123,4,1
5124,5124,4,1
5125,5125,4,1
5126,5126,4,1
5127,5127,4,1
5128,5128,4,1
5129,5129,4,1
5130,5130,4,1
5131,5131,4,1
5132,5132,4,1
5133,5133,4,1
5134,5134,4,1
5135,5135,4,1
5136,5136,4,1
5137,5137,4,1
5138,5138,4,1
5139,5139,4,1
5140,5140,4,1
5141,5141,4,1
5142,5142,4,1
5143,5143,4,1
5144,5144,4,1
5145,5145,4,1
5146,5146,4,1
5147,5147,4,1
5148,5148,4,1
5149,5149,4,1
5150,5150,4,1
5152,5152,4,1
5153,5153,4,1
5154,5154,4,1
5157,5157,4,1
5158,5158,4,1
5159,5159,4,1
5160,5160,4,1
5161,5161,4,1
5162,5162,4,1
5163,5163,4,1
5164,5164,4,1
5165,5165,4,1
5166,5166,4,1
5167,5167,4,1
5168,5168,4,1
5169,5169,4,1
5170,5170,4,1
5171,5171,4,1
5172,5172,4,1
5173,5173,4,1
5174,5174,4,1
5175,5175,4,1
5177,5177,4,1
5178,5178,4,1
5179,5179,4,1
5180,5180,4,1
5181,5181,4,1
5182,5182,4,1
5183,5183,4,1
5184,5184,4,1
5185,5185,4,1
5186,5186,4,1
5187,5187,4,1
5188,5188,4,1
5189,5189,4,1
5190,5190,4,1
5191,5191,4,1
5192,5192,4,1
5193,5193,4,1
5194,5194,4,1
5195,5195,4,1
5196,5196,4,1
5197,5197,4,1
5198,5198,4,1
5200,5200,4,1
5201,5201,4,1
5202,5202,4,1
5203,5203,4,1
5204,5204,4,1
5205,5205,4,1
5206,5206,4,1
5207,5207,4,1
5209,5209,4,1
5210,5210,4,1
5211,5211,4,1
5212,5212,4,1
5213,5213,4,1
5214,5214,4,1
5215,5215,4,1
5216,5216,4,1
5217,5217,4,1
5218,5218,4,1
5219,5219,4,1
5220,5220,4,1
5221,5221,4,1
5222,5222,4,1
5223,5223,4,1
5225,5225,4,1
5226,5226,4,1
5227,5227,4,1
5228,5228,4,1
5229,5229,4,1
5230,5230,4,1
5231,5231,4,1
5232,5232,4,1
5233,5233,4,1
5234,5234,4,1
5235,5235,4,1
5236,5236,4,1
5237,5237,4,1
5239,5239,4,1
5240,5240,4,1
5241,5241,4,1
5242,5242,4,1
5243,5243,4,1
5244,5244,4,1
5245,5245,4,1
5246,5246,4,1
5247,5247,4,1
5248,5248,4,1
5249,5249,4,1
5250,5250,4,1
5251,5251,4,1
5252,5252,4,1
5253,5253,4,1
5254,5254,4,1
5255,5255,4,1
5256,5256,4,1
5257,5257,4,1
5258,5258,4,1
5259,5259,4,1
5260,5260,4,1
5261,5261,4,1
5262,5262,4,1
5263,5263,4,1
5264,5264,4,1
5265,5265,4,1
5266,5266,4,1
5267,5267,4,1
5268,5268,4,1
5269,5269,4,1
5270,5270,4,1
5271,5271,4,1
5272,5272,4,1
5273,5273,4,1
5274,5274,4,1
5275,5275,4,1
5276,5276,4,1
5277,5277,4,1
5278,5278,4,1
5279,5279,4,1
5281,5281,4,1
5282,5282,4,1
5283,5283,4,1
5284,5284,4,1
5285,5285,4,1
5286,5286,4,1
5287,5287,4,1
5288,5288,4,1
5289,5289,4,1
5290,5290,4,1
5291,5291,4,1
5292,5292,4,1
5293,5293,4,1
5294,5294,4,1
5295,5295,4,1
5296,5296,4,1
5297,5297,4,1
5298,5298,4,1
5299,5299,4,1
5300,5300,4,1
5301,5301,4,1
5302,5302,4,1
5303,5303,4,1
5306,5306,4,1
5307,5307,4,1
5308,5308,4,1
5309,5309,4,1
5310,5310,4,1
5311,5311,4,1
5312,5312,4,1
5313,5313,4,1
5314,5314,4,1
5315,5315,4,1
5316,5316,4,1
5317,5317,4,1
5318,5318,4,1
5319,5319,4,1
5320,5320,4,1
5321,5321,4,1
5322,5322,4,1
5323,5323,4,1
5324,5324,4,1
5325,5325,4,1
5326,5326,4,1
5327,5327,4,1
5328,5328,4,1
5329,5329,4,1
5330,5330,4,1
5331,5331,4,1
5332,5332,4,1
5333,5333,4,1
5334,5334,4,1
5335,5335,4,1
5336,5336,4,1
5337,5337,4,1
5338,5338,4,1
5339,5339,4,1
5340,5340,4,1
5341,5341,4,1
5342,5342,4,1
5345,5345,4,1
5346,5346,4,1
5347,5347,4,1
5348,5348,4,1
5349,5349,4,1
5350,5350,4,1
5351,5351,4,1
5352,5352,4,1
5353,5353,4,1
5354,5354,4,1
5355,5355,4,1
5356,5356,4,1
5357,5357,4,1
5358,5358,4,1
5359,5359,4,1
5360,5360,4,1
5361,5361,4,1
5362,5362,4,1
5363,5363,4,1
5364,5364,4,1
5365,5365,4,1
5366,5366,4,1
5367,5367,4,1
5368,5368,4,1
5371,5371,4,1
5373,5373,4,1
5374,5374,4,1
5375,5375,4,1
5376,5376,4,1
5377,5377,4,1
5378,5378,4,1
5379,5379,4,1
5381,5381,4,1
5382,5382,4,1
5383,5383,4,1
5384,5384,4,1
5385,5385,4,1
5386,5386,4,1
5388,5388,4,1
5389,5389,4,1
5394,5394,4,1
5395,5395,4,1
5396,5396,4,1
5397,5397,4,1
5399,5399,4,1
5400,5400,4,1
5401,5401,4,1
5402,5402,4,1
5403,5403,4,1
5404,5404,4,1
5405,5405,4,1
5406,5406,4,1
5407,5407,4,1
5408,5408,4,1
5409,5409,4,1
5410,5410,4,1
5411,5411,4,1
5412,5412,4,1
5413,5413,4,1
5415,5415,4,1
5416,5416,4,1
5417,5417,4,1
5418,5418,4,1
5422,5422,4,1
5423,5423,4,1
5424,5424,4,1
5425,5425,4,1
5427,5427,4,1
5428,5428,4,1
5430,5430,4,1
5431,5431,4,1
5435,5435,4,1
5436,5436,4,1
5437,5437,4,1
5438,5438,4,1
5439,5439,4,1
5440,5440,4,1
5441,5441,4,1
5442,5442,4,1
5443,5443,4,1
5444,5444,4,1
5445,5445,4,1
5446,5446,4,1
5447,5447,4,1
5448,5448,4,1
5449,5449,4,1
5450,5450,4,1
5451,5451,4,1
5452,5452,4,1
5453,5453,4,1
5454,5454,4,1
5455,5455,4,1
5456,5456,4,1
5457,5457,4,1
5459,5459,4,1
5460,5460,4,1
5462,5462,4,1
5465,5465,4,1
5467,5467,4,1
5468,5468,4,1
5469,5469,4,1
5470,5470,4,1
5471,5471,4,1
5473,5473,4,1
5474,5474,4,1
5475,5475,4,1
5476,5476,4,1
5477,5477,4,1
5478,5478,4,1
5479,5479,4,1
5480,5480,4,1
5481,5481,4,1
5482,5482,4,1
5483,5483,4,1
5484,5484,4,1
5486,5486,4,1
5488,5488,4,1
5489,5489,4,1
5490,5490,4,1
5491,5491,4,1
5492,5492,4,1
5493,5493,4,1
5494,5494,4,1
5495,5495,4,1
5496,5496,4,1
5497,5497,4,1
5498,5498,4,1
5499,5499,4,1
5502,5502,4,1
5503,5503,4,1
5504,5504,4,1
5505,5505,4,1
5506,5506,4,1
5507,5507,4,1
5508,5508,4,1
5509,5509,4,1
5510,5510,4,1
5519,5519,4,1
5521,5521,4,1
5522,5522,4,1
5523,5523,4,1
5524,5524,4,1
5525,5525,4,1
5526,5526,4,1
5527,5527,4,1
5528,5528,4,1
5531,5531,4,1
5534,5534,4,1
5535,5535,4,1
5536,5536,4,1
5537,5537,4,1
5538,5538,4,1
5539,5539,4,1
5540,5540,4,1
5541,5541,4,1
5542,5542,4,1
5543,5543,4,1
5544,5544,4,1
5545,5545,4,1
5546,5546,4,1
5549,5549,4,1
5550,5550,4,1
5551,5551,4,1
5552,5552,4,1
5556,5556,4,1
5557,5557,4,1
5560,5560,4,1
5562,5562,4,1
5563,5563,4,1
5564,5564,4,1
5565,5565,4,1
5567,5567,4,1
5569,5569,4,1
5571,5571,4,1
5573,5573,4,1
5575,5575,4,1
5576,5576,4,1
5577,5577,4,1
5578,5578,4,1
5579,5579,4,1
5585,5585,4,1
5586,5586,4,1
5588,5588,4,1
5590,5590,4,1
5591,5591,4,1
5592,5592,4,1
5593,5593,4,1
5595,5595,4,1
5596,5596,4,1
5597,5597,4,1
5598,5598,4,1
5599,5599,4,1
5600,5600,4,1
5601,5601,4,1
5602,5602,4,1
5603,5603,4,1
5604,5604,4,1
5605,5605,4,1
5606,5606,4,1
5607,5607,4,1
5608,5608,4,1
5609,5609,4,1
5610,5610,4,1
5611,5611,4,1
5612,5612,4,1
5613,5613,4,1
5614,5614,4,1
5615,5615,4,1
5616,5616,4,1
5617,5617,4,1
5618,5618,4,1
5619,5619,4,1
5620,5620,4,1
5621,5621,4,1
5622,5622,4,1
5623,5623,4,1
5624,5624,4,1
5625,5625,4,1
5626,5626,4,1
5627,5627,4,1
5628,5628,4,1
5629,5629,4,1
5630,5630,4,1
5631,5631,4,1
5632,5632,4,1
5633,5633,4,1
5634,5634,4,1
5635,5635,4,1
5636,5636,4,1
5637,5637,4,1
5638,5638,4,1
5639,5639,4,1
5640,5640,4,1
5641,5641,4,1
5642,5642,4,1
5643,5643,4,1
5644,5644,4,1
5645,5645,4,1
5646,5646,4,1
5647,5647,4,1
5648,5648,4,1
5649,5649,4,1
5650,5650,4,1
5651,5651,4,1
5652,5652,4,1
5653,5653,4,1
5654,5654,4,1
5655,5655,4,1
5656,5656,4,1
5657,5657,4,1
5658,5658,4,1
5659,5659,4,1
5660,5660,4,1
5661,5661,4,1
5662,5662,4,1
5663,5663,4,1
5664,5664,4,1
5665,5665,4,1
5666,5666,4,1
5667,5667,4,1
5668,5668,4,1
5670,5670,4,1
5671,5671,4,1
5672,5672,4,1
5673,5673,4,1
5674,5674,4,1
5675,5675,4,1
5676,5676,4,1
5677,5677,4,1
5678,5678,4,1
5679,5679,4,1
5680,5680,4,1
5681,5681,4,1
5682,5682,4,1
5683,5683,4,1
5684,5684,4,1
5685,5685,4,1
5686,5686,4,1
5687,5687,4,1
5688,5688,4,1
5689,5689,4,1
5690,5690,4,1
5691,5691,4,1
5692,5692,4,1
5693,5693,4,1
5694,5694,4,1
5695,5695,4,1
5696,5696,4,1
5697,5697,4,1
5698,5698,4,1
5699,5699,4,1
5700,5700,4,1
5701,5701,4,1
5702,5702,4,1
5703,5703,4,1
5704,5704,4,1
5705,5705,4,1
5706,5706,4,1
5707,5707,4,1
5708,5708,4,1
5709,5709,4,1
5710,5710,4,1
5711,5711,4,1
5712,5712,4,1
5713,5713,4,1
5714,5714,4,1
5715,5715,4,1
5716,5716,4,1
5717,5717,4,1
5718,5718,4,1
5719,5719,4,1
5720,5720,4,1
5721,5721,4,1
5722,5722,4,1
5723,5723,4,1
5724,5724,4,1
5725,5725,4,1
5726,5726,4,1
5727,5727,4,1
5728,5728,4,1
5729,5729,4,1
5730,5730,4,1
5731,5731,4,1
5734,5734,4,1
5735,5735,4,1
5736,5736,4,1
5738,5738,4,1
5739,5739,4,1
5740,5740,4,1
5741,5741,4,1
5743,5743,4,1
5744,5744,4,1
5745,5745,4,1
5746,5746,4,1
5747,5747,4,1
5748,5748,4,1
5751,5751,4,1
5752,5752,4,1
5755,5755,4,1
5756,5756,4,1
5757,5757,4,1
5758,5758,4,1
5759,5759,4,1
5760,5760,4,1
5761,5761,4,1
5762,5762,4,1
5764,5764,4,1
5767,5767,4,1
5768,5768,6,1
5769,5769,6,1
5771,5771,6,1
5772,5772,6,1
5773,5773,6,1
5774,5774,6,1
5775,5775,6,1
5776,5776,6,1
5777,5777,6,1
5778,5778,6,1
5779,5779,6,1
5780,5780,6,1
5781,5781,6,1
5782,5782,6,1
5783,5783,6,1
5784,5784,6,1
5785,5785,6,1
5786,5786,6,1
5787,5787,6,1
5788,5788,6,1
5789,5789,6,1
5790,5790,6,1
5791,5791,6,1
5793,5793,6,1
5794,5794,6,1
5795,5795,6,1
5796,5796,6,1
5823,5823,6,1
5824,5824,6,1
5825,5825,6,1
5826,5826,6,1
5827,5827,6,1
5828,5828,6,1
5830,5830,6,1
5841,5841,4,1
5842,5842,4,1
5843,5843,4,1
5844,5844,4,1
5845,5845,4,1
5846,5846,4,1
5847,5847,4,1
5848,5848,4,1
5849,5849,4,1
5850,5850,4,1
5852,5852,4,1
5854,5854,4,1
5855,5855,4,1
5856,5856,4,1
5857,5857,4,1
5858,5858,4,1
5859,5859,4,1
5860,5860,4,1
5861,5861,4,1
5863,5863,4,1
5864,5864,4,1
5865,5865,4,1
5866,5866,4,1
5868,5868,4,1
5869,5869,4,1
5870,5870,4,1
5871,5871,4,1
5872,5872,4,1
5873,5873,4,1
5875,5875,4,1
5876,5876,4,1
5877,5877,4,1
5878,5878,4,1
5879,5879,4,1
5880,5880,4,1
5881,5881,4,1
5882,5882,4,1
5883,5883,4,1
5884,5884,4,1
5885,5885,4,1
5886,5886,4,1
5888,5888,4,1
5889,5889,4,1
5890,5890,4,1
5891,5891,4,1
5892,5892,4,1
5893,5893,4,1
5894,5894,4,1
5895,5895,4,1
5898,5898,4,1
5900,5900,4,1
5901,5901,4,1
5902,5902,4,1
5906,5906,4,1
5908,5908,4,1
5911,5911,4,1
5912,5912,4,1
5913,5913,4,1
5914,5914,4,1
5915,5915,4,1
5916,5916,4,1
5917,5917,4,1
5918,5918,4,1
5919,5919,4,1
5920,5920,4,1
5925,5925,4,1
5926,5926,4,1
5927,5927,4,1
5930,5930,4,1
5931,5931,4,1
5940,5940,4,1
5949,5949,3,1
5950,5950,3,1
5951,5951,3,1
5952,5952,4,1
5953,5953,4,1
5954,5954,4,1
5955,5955,4,1
5956,5956,4,1
5957,5957,4,1
5958,5958,3,1
5959,5959,4,1
5960,5960,4,1
5961,5961,4,1
5962,5962,4,1
5963,5963,4,1
5964,5964,4,1
5965,5965,4,1
5966,5966,4,1
5968,5968,4,1
5969,5969,4,1
5970,5970,4,1
5971,5971,4,1
5972,5972,4,1
5974,5974,4,1
5975,5975,4,1
5976,5976,4,1
5977,5977,4,1
5978,5978,4,1
5979,5979,4,1
5980,5980,4,1
5981,5981,4,1
5982,5982,4,1
5983,5983,4,1
5984,5984,4,1
5985,5985,4,1
5986,5986,4,1
5987,5987,4,1
5988,5988,4,1
5989,5989,4,1
5990,5990,4,1
5991,5991,4,1
5992,5992,4,1
5993,5993,4,1
5994,5994,4,1
5995,5995,4,1
5996,5996,4,1
5997,5997,4,1
5998,5998,4,1
5999,5999,4,1
6000,6000,4,1
6186,6186,4,1
6192,6192,16,1
6193,6193,16,1
6194,6194,16,1
6198,6198,8,1
6201,6201,4,1
6202,6202,3,1
6203,6203,9,1
6204,6204,4,1
6205,6205,4,1
6206,6206,4,1
6207,6207,6,1
6208,6208,4,1
6209,6209,10,1
6210,6210,4,1
6211,6211,4,1
6212,6212,3,1
6213,6213,4,1
6214,6214,11,1
6215,6215,4,1
6216,6216,4,1
6218,6218,4,1
6219,6219,4,1
6220,6220,4,1
6221,6221,4,1
6222,6222,4,1
6223,6223,12,1
6224,6224,4,1
6225,6225,3,1
6226,6226,4,1
6227,6227,4,1
6228,6228,4,1
6229,6229,4,1
6230,6230,4,1
6231,6231,1,1
6231,14558,5,0
6232,6232,4,1
6233,6233,4,1
6234,6234,4,1
6235,6235,4,1
6236,6236,4,1
6237,6237,4,1
6238,6238,4,1
6239,6239,4,1
6240,6240,4,1
6241,6241,4,1
6242,6242,4,1
6243,6243,3,1
6244,6244,4,1
6246,6246,4,1
6247,6247,4,1
6249,6249,3,1
6250,6250,13,1
6251,6251,3,1
6252,6252,3,1
6253,6253,4,1
6254,6254,4,1
6255,6255,4,1
6256,6256,4,1
6257,6257,4,1
6258,6258,4,1
6259,6259,4,1
6260,6260,6,1
6261,6261,3,1
6262,6262,14,1
6263,6263,4,1
6264,6264,4,1
6265,6265,16,1
6266,6266,4,1
6267,6267,4,1
6268,6268,4,1
6269,6269,4,1
6270,6270,4,1
6271,6271,4,1
6272,6272,4,1
6273,6273,3,1
6274,6274,4,1
6275,6275,4,1
6276,6276,6,1
6277,6277,4,1
6278,6278,1,1
6278,14559,5,0
6279,6279,4,1
6280,6280,4,1
6281,6281,4,1
6282,6282,4,1
6283,6283,4,1
6284,6284,3,1
6285,6285,4,1
6286,6286,4,1
6288,6288,4,1
6289,6289,4,1
6290,6290,4,1
6291,6291,4,1
6292,6292,9,1
6293,6293,9,1
6294,6294,1,1
6294,14560,5,0
6295,6295,4,1
6297,6297,4,1
6298,6298,4,1
6299,6299,4,1
6300,6300,4,1
6301,6301,4,1
6302,6302,4,1
6303,6303,12,1
6304,6304,3,1
6305,6305,9,1
6306,6306,4,1
6307,6307,4,1
6308,6308,12,1
6309,6309,1,1
6309,14563,5,0
6310,6310,4,1
6311,6311,4,1
6312,6312,8,1
6313,6313,4,1
6314,6314,4,1
6315,6315,4,1
6316,6316,6,1
6317,6317,4,1
6318,6318,4,1
6319,6319,4,1
6320,6320,4,1
6322,6322,12,1
6323,6323,15,1
6324,6324,15,1
6325,6325,4,1
6326,6326,3,1
6327,6327,4,1
6328,6328,3,1
6329,6329,3,1
6330,6330,4,1
6331,6331,1,1
6331,14565,5,0
6332,6332,13,1
6333,6333,13,1
6334,6334,13,1
6335,6335,13,1
6336,6336,13,1
6337,6337,3,1
6338,6338,3,1
6339,6339,3,1
6340,6340,3,1
6341,6341,1,1
6341,14566,5,0
6342,6342,4,1
6343,6343,15,1
6344,6344,4,1
6345,6345,4,1
6346,6346,4,1
6347,6347,4,1
6348,6348,4,1
6349,6349,4,1
6350,6350,4,1
6351,6351,4,1
6352,6352,4,1
6353,6353,4,1
6354,6354,4,1
6355,6355,4,1
6356,6356,4,1
6357,6357,4,1
6358,6358,6,1
6359,6359,12,1
6360,6360,8,1
6361,6361,4,1
6362,6362,1,1
6362,14568,5,0
6363,6363,4,1
6364,6364,4,1
6365,6365,4,1
6366,6366,4,1
6367,6367,4,1
6368,6368,4,1
6369,6369,4,1
6370,6370,15,1
6371,6371,4,1
6375,6375,4,1
6376,6376,4,1
6377,6377,4,1
6378,6378,15,1
6379,6379,4,1
6380,6380,4,1
6381,6381,4,1
6382,6382,4,1
6383,6383,4,1
6384,6384,4,1
6385,6385,4,1
6386,6386,4,1
6387,6387,11,1
6388,6388,3,1
6389,6389,4,1
6390,6390,8,1
6391,6391,18,1
6392,6392,4,1
6393,6393,4,1
6394,6394,9,1
6395,6395,4,1
6396,6396,1,1
6396,14569,5,0
6397,6397,1,1
6397,14570,5,0
6398,6398,4,1
6399,6399,4,1
6400,6400,13,1
6401,6401,4,1
6402,6402,1,1
6402,14571,5,0
6403,6403,3,1
6404,6404,14,1
6405,6405,4,1
6406,6406,4,1
6407,6407,4,1
6409,6409,4,1
6410,6410,3,1
6411,6411,4,1
6412,6412,4,1
6413,6413,4,1
6414,6414,11,1
6415,6415,11,1
6416,6416,4,1
6417,6417,4,1
6418,6418,12,1
6419,6419,3,1
6420,6420,4,1
6421,6421,4,1
6422,6422,4,1
6423,6423,4,1
6424,6424,4,1
6425,6425,4,1
6426,6426,3,1
6427,6427,4,1
6428,6428,3,1
6429,6429,4,1
6430,6430,3,1
6431,6431,4,1
6432,6432,4,1
6433,6433,4,1
6434,6434,4,1
6435,6435,4,1
6437,6437,17,1
6438,6438,4,1
6439,6439,4,1
6440,6440,4,1
6442,6442,4,1
6443,6443,12,1
6444,6444,4,1
6445,6445,4,1
6446,6446,3,1
6447,6447,14,1
6448,6448,4,1
6449,6449,4,1
6450,6450,4,1
6451,6451,4,1
6452,6452,4,1
6454,6454,14,1
6455,6455,4,1
6456,6456,4,1
6457,6457,13,1
6458,6458,13,1
6459,6459,4,1
6460,6460,4,1
6461,6461,4,1
6462,6462,4,1
6463,6463,4,1
6464,6464,4,1
6465,6465,4,1
6466,6466,4,1
6467,6467,4,1
6468,6468,4,1
6469,6469,4,1
6470,6470,4,1
6471,6471,4,1
6473,6473,4,1
6474,6474,3,1
6477,6477,4,1
6478,6478,4,1
6479,6479,4,1
6480,6480,4,1
6481,6481,4,1
6482,6482,14,1
6483,6483,4,1
6484,6484,4,1
6485,6485,4,1
6486,6486,3,1
6487,6487,4,1
6488,6488,4,1
6489,6489,4,1
6490,6490,4,1
6491,6491,4,1
6492,6492,4,1
6493,6493,4,1
6494,6494,4,1
6495,6495,4,1
6496,6496,4,1
6497,6497,4,1
6498,6498,4,1
6499,6499,4,1
6500,6500,4,1
6501,6501,4,1
6502,6502,4,1
6503,6503,4,1
6504,6504,4,1
6505,6505,4,1
6506,6506,4,1
6507,6507,4,1
6508,6508,4,1
6509,6509,4,1
6510,6510,4,1
6511,6511,4,1
6512,6512,4,1
6513,6513,4,1
6514,6514,4,1
6515,6515,16,1
6516,6516,4,1
6517,6517,4,1
6518,6518,4,1
6519,6519,4,1
6520,6520,4,1
6521,6521,4,1
6522,6522,4,1
6523,6523,4,1
6524,6524,4,1
6525,6525,4,1
6526,6526,4,1
6527,6527,11,1
6528,6528,4,1
6529,6529,11,1
6530,6530,11,1
6531,6531,3,1
6532,6532,4,1
6533,6533,4,1
6534,6534,4,1
6535,6535,4,1
6536,6536,4,1
6537,6537,3,1
6538,6538,4,1
6539,6539,4,1
6540,6540,4,1
6541,6541,4,1
6542,6542,4,1
6543,6543,4,1
6544,6544,4,1
6545,6545,4,1
6546,6546,15,1
6547,6547,15,1
6548,6548,4,1
6549,6549,4,1
6550,6550,4,1
6551,6551,4,1
6552,6552,4,1
6553,6553,4,1
6554,6554,3,1
6555,6555,4,1
6556,6556,4,1
6557,6557,4,1
6558,6558,4,1
6559,6559,3,1
6560,6560,3,1
6561,6561,3,1
6562,6562,4,1
6563,6563,16,1
6564,6564,16,1
6565,6565,4,1
6566,6566,13,1
6567,6567,4,1
6568,6568,4,1
6569,6569,4,1
6570,6570,4,1
6571,6571,4,1
6572,6572,4,1
6573,6573,9,1
6574,6574,4,1
6575,6575,4,1
6576,6576,4,1
6577,6577,4,1
6578,6578,4,1
6579,6579,3,1
6582,6582,3,1
6583,6583,3,1
6584,6584,3,1
6585,6585,3,1
6588,6588,4,1
6589,6589,4,1
6591,6591,4,1
6591,19309,9,0
6593,6593,4,1
6595,6595,4,1
6596,6596,1,1
6596,14575,5,0
6597,6597,1,1
6597,14576,5,0
6598,6598,1,1
6598,14577,5,0
6600,6600,1,1
6600,14579,5,0
6601,6601,1,1
6601,14580,5,0
6602,6602,1,1
6602,14581,5,0
6603,6603,1,1
6603,14582,5,0
6604,6604,1,1
6604,14583,5,0
6605,6605,1,1
6605,14584,5,0
6606,6606,1,1
6606,14585,5,0
6611,6611,4,1
6612,6612,4,1
6615,6615,1,1
6615,14586,5,0
6616,6616,1,1
6616,14587,5,0
6618,6618,1,1
6618,14589,5,0
6625,6625,1,1
6625,14595,5,0
6633,6633,1,1
6633,14603,5,0
6634,6634,1,1
6634,14604,5,0
6635,6635,1,1
6635,14605,5,0
6636,6636,1,1
6636,7888,5,0
6637,6637,1,1
6637,14606,5,0
6638,6638,1,1
6638,14607,5,0
6639,6639,1,1
6639,14608,5,0
6642,6642,1,1
6642,14611,5,0
6643,6643,1,1
6643,14612,5,0
6644,6644,16,1
6645,6645,16,1
6646,6646,16,1
6647,6647,16,1
6668,6668,1,1
6668,14633,5,0
6692,6692,1,1
6692,14656,5,0
6721,6721,4,1
6722,6722,14,1
6723,6723,4,1
6727,6727,14,1
6730,6730,4,1
6735,6735,14,1
6745,6745,4,1
6746,6746,4,1
6747,6747,14,1
6748,6748,14,1
6749,6749,14,1
6750,6750,14,1
6753,6753,4,1
6754,6754,4,1
6756,6756,4,1
6758,6758,4,1
6758,7870,14,0
6758,15886,1,0
6761,6761,4,1
6762,6762,4,1
6763,6763,4,1
6769,6769,4,1
6773,6773,4,1
6773,7869,14,0
6774,6774,4,1
6779,6779,14,1
6780,6780,14,1
6781,6781,14,1
6783,6783,14,1
6785,6785,4,1
6786,6786,4,1
6787,6787,4,1
6788,6788,4,1
6789,6789,4,1
6790,6790,4,1
6792,6792,4,1
6793,6793,4,1
6794,6794,4,1
6795,6795,4,1
6796,6796,4,1
6797,6797,4,1
6798,6798,4,1
6799,6799,4,1
6800,6800,4,1
6801,6801,4,1
6802,6802,4,1
6803,6803,4,1
6804,6804,4,1
6805,6805,4,1
6807,6807,4,1
6808,6808,4,1
6809,6809,4,1
6810,6810,4,1
6811,6811,4,1
6812,6812,4,1
6813,6813,4,1
6814,6814,4,1
6815,6815,4,1
6816,6816,4,1
6817,6817,4,1
6818,6818,4,1
6819,6819,4,1
6820,6820,4,1
6821,6821,4,1
6822,6822,4,1
6825,6825,4,1
6826,6826,4,1
6827,6827,4,1
6828,6828,4,1
6829,6829,4,1
6830,6830,4,1
6831,6831,4,1
6832,6832,4,1
6833,6833,4,1
6834,6834,4,1
6835,6835,4,1
6836,6836,4,1
6837,6837,4,1
6838,6838,4,1
6839,6839,4,1
6840,6840,4,1
6841,6841,4,1
6842,6842,4,1
6843,6843,4,1
6844,6844,4,1
6845,6845,4,1
6846,6846,4,1
6847,6847,4,1
6848,6848,4,1
6849,6849,4,1
6850,6850,4,1
6851,6851,4,1
6852,6852,4,1
6853,6853,4,1
